doc_index,register,char_count,word_count,rough_syllable_count_sv,textstat_flesch_reading_ease,textstat_flesch_kincaid_grade,textstat_gunning_fog,textstat_smog_index
54,informal,268,39,75,55.93875,7.879166666666666,12.105128205128207,11.20814326018867
55,informal,283,42,78,59.20607142857145,7.609761904761903,10.866666666666667,10.686352973137792
56,informal,269,38,74,59.16092105263158,7.367631578947371,11.16842105263158,10.686352973137792
57,informal,311,50,85,65.55550000000002,7.221,9.8,10.125756701596842
58,informal,326,51,94,57.8702205882353,8.355049019607844,12.158823529411766,11.698219412168324
59,informal,261,43,72,70.00747093023259,6.165290697674418,8.951162790697675,9.516144504307135
60,informal,296,44,84,61.07909090909095,7.472727272727273,10.763636363636364,10.686352973137792
61,informal,235,37,66,71.68949324324328,5.558040540540542,9.105405405405406,9.516144504307135
62,informal,299,47,88,58.108750000000015,8.073351063829787,12.359574468085107,11.698219412168324
63,informal,133,12,41,-24.85499999999996,18.216666666666672,19.066666666666666,12.161744961471694
64,informal,201,22,63,2.806071428571471,15.47642857142857,19.43809523809524,14.554592549557764
65,informal,225,31,71,46.14294354838711,8.748629032258066,10.84193548387097,10.125756701596842
66,informal,455,47,126,13.108750000000015,14.34994680851064,12.359574468085107,11.698219412168324
67,informal,343,57,97,53.97105263157897,10.451578947368422,13.915789473684212,13.023866798666859
68,informal,460,78,127,70.60869230769232,7.286307692307695,8.291282051282051,8.238735603445708
69,informal,349,67,84,82.50539179104479,5.912649253731349,7.894029850746269,7.168621630094336
70,informal,239,45,60,74.9575,8.393888888888892,10.777777777777779,8.841846274778883
71,informal,629,114,166,76.60282894736842,6.114868421052634,8.857894736842105,9.188382445141503
72,informal,309,59,80,77.89706214689268,7.280000000000001,10.578531073446328,9.725611199111238
73,informal,867,115,251,49.50336956521741,9.211521739130436,9.121739130434783,9.642632912329528
74,informal,766,104,218,57.99053846153848,7.754461538461541,8.006153846153847,8.841846274778883
75,informal,6482,1086,1916,52.79199716290877,13.187597929421134,14.797630779951223,11.685343192404453
76,informal,613,79,172,50.10048259493675,8.724541139240507,8.000632911392406,8.841846274778883
77,informal,896,152,257,71.96336032388666,6.126578947368422,7.571659919028341,8.384062270229773
78,informal,416,64,123,64.04562500000003,6.597589285714289,8.032142857142857,8.841846274778883
79,informal,301,49,89,75.41979591836737,4.478775510204084,6.881632653061224,7.957251820313856
80,informal,203,32,61,62.864000000000004,6.0809999999999995,7.56,8.238735603445708
81,informal,258,39,77,62.349230769230786,5.94695970695971,7.356776556776558,7.957251820313856
82,informal,651,104,197,58.27435897435899,9.437307692307694,11.933333333333334,11.538034831475386
83,informal,1325,200,399,55.70600000000002,9.038428571428575,11.714285714285715,11.491704259439757
84,informal,1153,127,294,18.553858267716578,15.178627671541062,13.871316085489315,13.023866798666859
85,informal,735,117,221,54.71942307692311,10.471410256410259,13.270085470085471,12.457975602129121
86,informal,876,146,260,61.15163622526637,8.759954337899547,11.420395738203958,11.20814326018867
87,informal,1551,231,473,42.267678571428604,12.146071428571428,14.626406926406927,13.5591
88,informal,879,132,270,52.23015151515153,9.61787878787879,11.321212121212122,11.20814326018867
89,informal,1151,180,340,56.74590909090912,9.409595959595961,11.434343434343434,11.20814326018867
90,informal,372,69,111,67.65647058823532,8.045882352941177,10.917647058823531,10.686352973137792
91,informal,206,37,61,70.105,6.462222222222223,9.244444444444445,9.725611199111238
92,informal,91,18,26,80.20000000000003,4.308888888888891,3.6,3.1291
93,informal,100,20,28,100.24000000000002,0.5199999999999996,2.0,3.1291
94,informal,229,36,66,63.05500000000001,7.445555555555558,8.133333333333335,8.841846274778883
95,informal,91,17,26,73.79573529411766,5.077941176470592,5.752941176470589,7.168621630094336
96,informal,81,14,24,60.74428571428575,6.525714285714287,8.514285714285714,8.841846274778883
97,informal,76,13,22,50.470769230769264,9.44923076923077,11.353846153846156,11.20814326018867
98,informal,367,61,108,72.1050141242938,5.645000000000003,6.6451977401129945,7.793537801064561
99,informal,1034,179,299,60.45671632526383,9.767783985102422,11.97790192427064,11.20814326018867
100,informal,284,46,85,63.770000000000024,8.091111111111115,11.333333333333336,11.20814326018867
101,informal,434,71,131,75.66923708920191,5.6447183098591545,6.986854460093898,7.793537801064561
102,informal,272,39,77,46.132307692307705,10.054358974358976,12.37948717948718,11.855464076750408
103,informal,147,25,42,68.93950000000002,6.749000000000002,8.200000000000001,8.841846274778883
104,informal,164,23,48,50.190054347826106,7.687282608695654,9.256521739130434,8.841846274778883
105,informal,706,122,203,70.43049586776863,7.729940968122786,10.220070838252656,9.957137785484202
106,informal,402,65,115,65.68532051282051,6.788846153846158,11.102564102564102,10.864195022040775
107,informal,442,66,124,56.282454545454584,8.688303030303029,13.158787878787876,12.340626583579944
108,informal,351,56,100,62.52414285714289,7.320857142857143,10.90857142857143,10.793553405168563
109,informal,395,66,111,67.48818181818186,6.578787878787878,11.066666666666668,10.864195022040775
110,informal,370,60,107,66.34500000000003,6.986666666666668,11.466666666666669,11.20814326018867
111,informal,198,38,57,78.4605263157895,7.035789473684211,8.65263157894737,7.168621630094336
112,informal,116,22,33,91.84272727272729,3.1818181818181834,4.4,3.1291
113,informal,121,24,35,92.43000000000002,3.3483333333333327,4.800000000000001,3.1291
114,informal,119,24,34,92.43000000000002,3.3483333333333327,4.800000000000001,3.1291
115,informal,292,38,84,41.350394736842105,9.851842105263156,9.063157894736841,9.516144504307135
116,informal,135,24,38,71.28000000000002,6.298333333333332,9.8,10.125756701596842
117,informal,126,19,35,63.613552631578955,6.746578947368423,8.010526315789475,8.841846274778883
118,informal,151,21,44,51.1489285714286,8.733571428571427,11.81904761904762,11.20814326018867
119,informal,146,25,41,93.47266666666667,2.2920000000000016,4.933333333333334,6.42735559955562
120,informal,77,11,20,62.81613636363636,5.864090909090912,5.836363636363637,7.168621630094336
121,informal,258,47,68,96.49400000000003,2.1355744680851068,3.7600000000000002,3.1291
122,informal,421,81,121,87.51222222222222,3.9277954144620857,6.110052910052911,6.868970318607317
123,informal,489,44,122,21.64136363636365,11.802337662337667,4.332467532467533,6.18269132825596
124,informal,165,30,45,92.06250000000001,2.2816666666666663,3.0,3.1291
125,informal,204,37,56,96.43210810810812,1.6473513513513538,2.9600000000000004,3.1291
126,informal,242,42,66,81.83928571428572,5.3223809523809535,6.552380952380952,6.42735559955562
127,informal,173,30,47,75.99000000000002,6.38666666666667,7.333333333333333,7.168621630094336
128,informal,350,58,102,59.409275862068995,7.854689655172415,9.467586206896552,9.888512548439397
129,informal,1083,186,314,73.72741935483873,6.276374807987715,8.540092165898619,9.04235418022936
130,informal,1071,188,317,71.10653846153848,6.934042553191492,9.61440261865794,9.851270322608155
131,informal,1066,189,319,73.50500000000001,6.342887537993924,8.77568389057751,9.236282656511921
132,informal,1713,298,502,72.0582702702703,6.88537837837838,9.433513513513516,9.642632912329528
133,informal,2088,363,611,69.74182809917357,7.138915702479341,9.444363636363637,9.69254577184881
134,informal,133,24,34,90.65092391304348,2.0438043478260894,5.778260869565218,7.168621630094336
135,informal,192,33,53,72.61545454545457,5.863636363636363,6.824242424242425,7.793537801064561
136,informal,738,133,210,78.42437500000001,4.308125,5.075,6.6274283507984215
137,informal,176,29,48,59.91298850574714,7.304137931034482,9.383908045977012,9.725611199111238
138,informal,170,27,47,66.10000000000002,6.2755555555555596,6.562962962962963,7.793537801064561
139,informal,216,34,62,73.79573529411766,5.077941176470592,6.929411764705883,8.07648339933343
140,informal,574,99,164,66.09255681818186,7.115037878787877,11.414646464646466,11.20814326018867
141,informal,1838,280,537,45.71539682539685,10.74738095238095,14.079365079365079,13.115064733898606
142,informal,624,107,178,67.98055555555557,6.703333333333337,10.37148846960168,10.504223727775692
143,informal,517,88,144,69.73136363636367,6.265909090909091,10.30909090909091,10.411451182825502
144,informal,591,83,164,52.101204819277115,8.937900172117043,11.971772805507747,11.491704259439757
145,informal,738,134,214,75.55561359867333,6.419651741293531,8.940630182421229,9.150863307647796
146,informal,1162,210,330,76.39285714285717,6.330476190476194,8.285714285714286,8.418075326091056
147,informal,1719,273,503,58.20815384615386,9.661846153846156,12.115164835164835,11.729898335038438
148,informal,1165,212,331,78.35947798742139,5.840867924528304,7.728805031446541,8.021203637495837
149,informal,632,115,182,76.89685990338167,5.708115942028989,7.893719806763285,8.515128840125781
150,informal,580,79,160,47.681893939393944,9.796818181818185,9.28917748917749,9.725611199111238
151,informal,422,65,114,50.55733870967745,10.058225806451613,9.425806451612903,10.125756701596842
152,informal,204,29,65,51.16126436781613,8.524827586206897,9.383908045977012,9.725611199111238
153,informal,123,20,37,61.32500000000002,7.190000000000001,8.0,8.841846274778883
154,informal,183,31,57,60.10895161290327,8.725967741935488,8.780645161290323,8.841846274778883
155,informal,119,20,38,65.555,6.600000000000005,10.0,10.125756701596842
156,informal,811,143,238,71.0934294871795,6.303653846153846,8.123310023310024,8.841846274778883
157,informal,178,31,51,65.35311827956991,6.710967741935487,11.8752688172043,11.20814326018867
158,informal,365,45,108,16.67750000000001,16.52277777777778,18.77777777777778,16.52667757954773
159,informal,1076,155,330,38.42222402597403,12.682435064935067,15.492207792207791,14.191785591663535
160,informal,845,140,243,66.73944964028779,7.403661870503598,9.588776978417267,9.888512548439397
161,informal,475,72,135,60.09500000000003,7.432539682539684,9.669841269841271,9.957137785484202
162,informal,687,128,188,85.202977809592,4.243435934144596,6.192984967788117,6.980632752743321
163,informal,590,112,161,87.34147297297298,3.8344954954954957,5.521081081081082,6.2581
164,informal,734,139,206,84.97962450592888,4.523017127799736,6.467457180500659,6.980632752743321
165,informal,221,31,60,48.978924731182815,8.99483870967742,10.58494623655914,10.504223727775692
166,informal,317,48,89,53.655,8.756666666666668,10.633333333333335,10.686352973137792
167,informal,228,22,56,9.718333333333334,13.560000000000002,6.666666666666668,7.793537801064561
168,informal,135,25,35,96.85666666666667,1.8200000000000003,3.333333333333334,3.1291
169,informal,166,31,44,92.64344086021505,2.9045161290322596,4.133333333333334,3.1291
170,informal,419,71,118,67.32839201877937,6.8080985915492995,9.24037558685446,9.725611199111238
171,informal,364,65,103,66.0892307692308,7.270769230769233,9.507692307692308,9.888512548439397
172,informal,923,154,267,70.65790709290711,6.346883116883117,8.115084915084916,8.841846274778883
173,informal,800,148,235,74.8529606879607,6.161326781326782,8.625061425061427,9.095868883498916
174,informal,531,94,153,67.63333333333335,7.717872340425533,10.096453900709221,10.125756701596842
175,informal,634,102,176,65.16823529411766,8.39294117647059,11.505882352941178,11.20814326018867
176,informal,301,51,85,72.79963235294119,6.272696078431373,9.805882352941177,10.125756701596842
177,informal,535,91,149,72.23000000000002,6.911111111111115,9.555555555555555,9.725611199111238
178,informal,333,60,92,80.44500000000001,5.02,8.133333333333335,8.841846274778883
179,informal,94,10,25,32.56000000000003,9.96,18.0,11.20814326018867
180,informal,157,21,44,62.75857142857146,6.244761904761905,10.41904761904762,9.725611199111238
181,informal,161,26,42,74.39217948717952,5.036153846153844,8.082051282051282,8.841846274778883
182,informal,167,25,46,71.89925000000002,4.7835,7.300000000000001,8.07648339933343
183,informal,407,69,106,75.00597826086958,5.654420289855075,6.918840579710146,7.793537801064561
184,informal,443,69,104,71.95367521367524,5.017435897435899,6.581196581196581,7.793537801064561
185,informal,2099,275,574,41.63752919708034,10.855189781021899,12.195328467153285,11.979248473330827
186,informal,681,78,157,53.78448717948723,7.910512820512821,8.594871794871796,9.150863307647796
187,informal,234,40,66,59.21000000000001,7.485000000000003,9.0,9.516144504307135
188,informal,437,70,127,58.42476190476191,8.008571428571432,10.380952380952381,10.504223727775692
189,informal,405,57,114,47.28723684210527,9.023771929824566,10.115789473684211,10.125756701596842
190,informal,226,33,66,49.77034090909092,8.366893939393943,10.572727272727274,10.125756701596842
191,informal,437,72,123,59.44400000000002,8.545444444444446,10.76,10.793553405168563
192,informal,417,76,116,76.97144736842105,4.883421052631579,5.905263157894737,7.168621630094336
193,informal,392,72,108,77.85000000000002,4.63666666666667,5.822222222222223,7.168621630094336
194,informal,397,72,109,75.37000000000002,5.301984126984127,6.336507936507937,7.447530270364452
195,informal,397,73,109,77.04709760273974,4.77970890410959,5.8417808219178085,7.168621630094336
196,informal,405,76,112,77.75137500000001,4.7435833333333335,5.883333333333333,7.168621630094336
197,informal,574,97,173,58.728926116838494,9.084072164948456,11.00274914089347,10.864195022040775
198,informal,603,101,185,58.17019801980197,8.730212164073553,10.523903818953324,10.608840637214634
199,informal,671,110,202,61.364204545454555,8.116136363636365,9.863636363636363,10.125756701596842
200,informal,1246,210,377,59.10741758241758,9.02809523809524,11.223443223443224,11.051253699011982
201,informal,957,162,292,64.46459595959598,7.926475869809202,9.594612794612795,9.80015041476705
202,informal,612,86,169,54.22000000000003,9.920000000000002,11.505882352941178,11.20814326018867
203,informal,949,143,269,50.55136150234745,12.087887323943661,13.410328638497653,11.855464076750408
204,informal,705,104,193,56.35063915857609,9.664223300970875,10.361812297734629,10.125756701596842
205,informal,364,56,103,55.150000000000006,9.045000000000002,9.885714285714286,10.125756701596842
206,informal,359,66,99,75.50972727272729,6.006484848484849,7.098181818181819,7.554174236665414
207,informal,574,86,150,66.48127906976745,7.038637873754155,7.2398671096345515,7.957251820313856
208,informal,671,119,189,67.85977401129944,8.680000000000003,10.239548022598871,9.725611199111238
209,informal,525,91,147,72.44303113553113,6.9228021978021985,9.143589743589743,9.2995712137729
210,informal,603,104,170,71.28974358974361,7.621923076923078,10.01025641025641,9.725611199111238
211,informal,762,100,205,50.327500000000015,9.345000000000002,9.0,9.516144504307135
212,informal,535,92,152,69.88905797101451,7.320434782608697,9.611594202898551,9.725611199111238
213,informal,799,143,226,74.75253302253303,6.78009324009324,9.152758352758353,9.150863307647796
214,informal,752,110,201,57.48121212121217,9.796363636363637,11.333333333333334,10.864195022040775
215,informal,598,105,168,71.43821428571432,7.642619047619046,9.666666666666668,9.2995712137729
216,informal,118,26,30,100.42294871794876,1.405384615384616,5.005128205128205,6.42735559955562
217,informal,206,46,52,94.50569565217393,2.3632173913043495,4.549565217391304,5.683917801722854
218,informal,138,30,35,92.345,2.8633333333333333,5.333333333333334,6.42735559955562
219,informal,148,32,37,92.90208333333337,2.9512500000000017,5.516666666666667,6.42735559955562
220,informal,240,46,64,84.8146739130435,4.286304347826089,7.208695652173913,8.07648339933343
221,informal,322,60,87,75.99000000000002,6.38666666666667,10.0,10.125756701596842
222,informal,290,57,66,83.59833333333334,6.070740740740742,10.162962962962965,9.725611199111238
223,informal,622,121,174,73.03000000000004,8.041666666666668,10.666666666666668,9.725611199111238
224,informal,369,73,92,73.26707042253523,6.567718309859156,9.623661971830986,9.888512548439397
225,informal,181,38,47,91.56780701754388,3.6342105263157904,7.171929824561403,7.793537801064561
226,informal,465,83,129,72.51946787148597,6.5809036144578315,8.424899598393575,8.841846274778883
227,informal,168,33,42,85.66125000000002,3.3608333333333356,5.724242424242425,7.168621630094336
228,informal,229,43,62,83.99437209302326,3.680279069767444,7.16093023255814,8.238735603445708
229,informal,541,98,108,78.6623127340824,5.972528089887643,9.079400749063671,9.2995712137729
230,informal,193,40,50,87.55166666666668,4.359999999999999,7.333333333333335,7.793537801064561
231,informal,232,51,62,85.07411764705884,5.616470588235295,8.368627450980393,7.793537801064561
232,informal,368,71,97,85.18256338028169,4.905746478873244,7.370140845070423,7.554174236665414
233,informal,135,30,33,94.91988505747128,2.421379310344829,5.245977011494253,6.42735559955562
234,informal,144,30,36,95.165,2.4700000000000024,5.333333333333334,6.42735559955562
235,informal,297,53,82,76.0191025641026,4.809230769230769,4.235897435897436,5.46131890053228
236,informal,423,77,119,79.50458603896107,4.561152597402597,5.927922077922078,7.168621630094336
237,informal,598,104,165,77.87038461538461,6.0889010989011005,7.481318681318682,7.447530270364452
238,informal,302,52,76,86.26307692307695,4.456923076923079,5.969230769230769,5.985473137389441
239,informal,282,48,72,79.5575,6.137499999999999,8.066666666666668,7.793537801064561
240,informal,605,86,124,73.29793023255816,7.308697674418607,9.670697674418605,9.3871
241,informal,933,164,268,78.30076219512198,4.8843292682926815,7.026829268292683,8.07648339933343
242,informal,659,113,191,78.11791633145616,4.915478680611425,6.940949316170556,8.00094639256281
243,informal,746,132,213,81.26045454545458,4.267445887445888,6.498701298701299,7.70948699238394
244,informal,983,172,282,78.02721614227086,4.889603283173734,7.070314637482901,8.124751697461797
245,informal,680,116,198,77.25377742946712,5.103761755485895,7.321630094043887,8.296473431620573
246,informal,649,110,189,75.93772727272729,5.151818181818182,7.2727272727272725,8.296473431620573
247,informal,745,127,215,73.87856836077312,5.822963493199715,8.082748747315676,8.841846274778883
248,informal,770,137,221,77.5749578888265,5.057226277372266,7.4270634475014035,8.384062270229773
249,informal,638,109,184,76.02300000000002,5.3386666666666684,7.653333333333333,8.548686976883017
250,informal,953,169,270,79.7626469428008,4.932994082840242,7.110216962524655,8.021203637495837
251,informal,795,135,228,77.98083333333335,4.778121693121694,6.8201058201058204,7.957251820313856
252,informal,913,155,264,77.20524242424243,5.04127272727273,7.223549783549784,8.238735603445708
253,informal,711,123,206,76.49521064301554,5.367657058388769,7.724759793052477,8.575989854853784
254,informal,714,126,206,82.03464285714287,4.4256349206349235,6.73968253968254,7.793537801064561
255,informal,669,116,193,79.44170846394987,4.798589341692793,6.97680250783699,8.00094639256281
256,informal,643,111,186,78.45759213759214,4.822932022932026,6.91924651924652,8.00094639256281
257,informal,709,127,205,81.87226914817467,4.708002863278455,7.137866857551898,8.00094639256281
258,informal,673,119,194,80.68479755538581,4.692956455309396,7.016348357524828,8.00094639256281
259,informal,794,139,228,80.34201992252353,4.709496402877701,6.866851134477034,7.882392219407189
260,informal,876,156,250,79.68576923076924,5.125897435897436,7.364102564102564,8.139509932561175
261,informal,651,112,189,78.66474025974027,4.8166233766233795,6.929870129870131,8.00094639256281
262,informal,676,116,195,79.60436781609197,4.557586206896552,6.970114942528736,8.07648339933343
263,informal,771,125,220,70.76970909090912,6.2114181818181855,7.425454545454546,8.296473431620573
264,informal,732,129,212,80.50049418604654,4.70172480620155,6.78062015503876,7.793537801064561
265,informal,752,133,218,80.68234817813767,4.5473684210526315,6.498322729901677,7.610546881738771
266,informal,774,132,227,72.83339160839162,5.623030303030305,8.0009324009324,8.841846274778883
267,informal,156,15,35,30.53000000000003,10.740000000000002,8.514285714285714,8.841846274778883
268,informal,166,23,41,68.58135869565217,5.122065217391306,4.039130434782609,5.985473137389441
269,informal,114,14,27,54.70142857142861,7.368571428571428,5.6571428571428575,7.168621630094336
270,informal,171,23,42,62.74510869565219,7.364565217391306,6.339130434782609,7.168621630094336
271,informal,170,21,41,43.09178571428572,9.857380952380954,11.81904761904762,11.20814326018867
272,informal,167,20,46,39.32833333333335,9.430000000000003,10.666666666666668,9.725611199111238
273,informal,372,59,108,60.07155932203392,7.812000000000001,8.787796610169492,9.3871
274,informal,1582,228,463,50.44085490088108,9.748411343612336,12.018612334801762,11.698219412168324
275,informal,1422,201,416,48.03706084959816,10.400199004975129,12.95078453884424,12.367839424501923
276,informal,1363,191,398,48.59168848167542,9.871028421839938,12.15871353777113,11.765960540728905
277,informal,1646,235,488,43.27750000000003,11.393024316109422,13.693009118541035,13.023866798666859
278,informal,1590,217,465,42.955034562212006,11.118594470046087,13.757603686635946,12.905362322585251
279,informal,1354,188,396,46.35653846153849,10.386170212765958,12.593126022913257,12.091993763477543
280,informal,2150,308,639,47.45088235294122,10.260830999066297,12.756676003734828,12.20465563037327
281,informal,1709,249,492,51.7378576807229,9.909093875502009,12.168775100401607,11.81641974633143
282,informal,1450,208,425,50.619423076923084,9.88986263736264,12.096703296703296,11.765960540728905
283,informal,1343,185,393,46.055634095634105,10.370810810810813,12.827442827442827,12.230961643895458
284,informal,1422,193,409,46.436282383419694,10.207153960029608,12.353663952627684,11.899873341045819
285,informal,1557,202,447,40.709996191926905,11.441287128712876,13.146077684691546,12.502718667466524
286,informal,1372,190,403,45.50880566801621,10.542631578947368,12.793522267206479,12.230961643895458
287,informal,1403,198,408,51.99255681818184,9.081704545454546,11.414646464646466,11.20814326018867
288,informal,1433,197,412,49.64172250423013,9.597989847715738,11.750795262267344,11.473099999999999
289,informal,1434,202,421,47.47444029850749,10.20431058990761,12.509026297085999,12.031772070788634
290,informal,1372,191,399,47.083564236810304,10.3420942408377,12.57849375755135,12.091993763477543
291,informal,1593,235,462,52.73132761087268,9.763278969957081,12.22191702432046,11.855464076750408
292,informal,1337,185,388,46.97022869022871,10.243243243243246,12.395010395010395,11.95083700844419
293,informal,1483,209,436,51.49713666267945,9.321599880382777,11.732177033492825,11.45678717892309
294,informal,242,49,72,81.48523809523812,5.951428571428572,8.982312925170069,8.841846274778883
295,informal,416,80,120,65.55833333333335,10.740000000000002,14.16666666666667,11.855464076750408
296,informal,362,70,105,68.33738095238095,9.524285714285714,12.19047619047619,10.504223727775692
297,informal,386,74,114,77.48867567567571,6.127945945945946,8.622702702702703,8.841846274778883
298,informal,578,108,163,76.80833333333335,6.3789947089947105,8.393650793650794,8.418075326091056
299,informal,523,99,150,73.08345454545456,7.9845252525252555,9.536161616161618,8.238735603445708
300,informal,703,130,201,70.30794871794872,8.83538461538462,11.12820512820513,9.725611199111238
301,informal,623,115,181,68.72826086956523,9.386956521739133,10.93913043478261,8.841846274778883
302,informal,844,146,238,73.17138566912541,5.843424657534246,8.875869336143309,9.466822959209587
303,informal,501,91,146,75.71507936507938,5.210476190476189,8.44004884004884,9.150863307647796
304,informal,781,147,225,80.25565149136578,4.874421768707485,7.7883830455259035,8.617729084823388
305,informal,658,120,188,74.01500000000001,5.419999999999998,8.666666666666666,9.2995712137729
306,informal,605,113,175,78.98681784660768,4.581615044247787,7.306489675516224,8.344100000000001
307,informal,664,120,190,76.83500000000001,5.026666666666667,8.333333333333334,9.075114841892004
308,informal,1186,215,342,77.05836563307497,5.478565891472865,8.31266149870801,8.998388855275966
309,informal,1431,244,416,68.68908212560387,6.303274288781534,8.670531400966183,9.318704503766252
310,informal,699,127,201,75.69435064935065,5.547113997114,8.70880230880231,9.339509955726097
311,informal,671,124,197,78.4405583126551,4.688064516129032,7.6863523573201,8.617729084823388
312,informal,576,105,168,75.48350649350651,5.102251082251083,8.008658008658008,8.841846274778883
313,informal,1122,200,334,78.2455,5.451000000000004,8.0,8.660442795831768
314,informal,1063,191,310,72.35222580645164,6.248150537634412,9.046021505376345,9.558583805096642
315,informal,614,110,180,73.38454545454547,5.756363636363638,8.4,9.120678840339163
316,informal,555,101,163,75.22238523852388,5.048334833483349,8.425202520252027,9.095868883498916
317,informal,635,118,187,76.9332588597843,5.193636363636365,8.69768875192604,9.339509955726097
318,informal,675,123,195,77.55348968105068,4.7926829268292686,8.012257661038149,8.841846274778883
319,informal,635,116,186,75.45410344827589,5.616758620689655,9.122758620689655,9.642632912329528
320,informal,665,125,195,76.46848333333337,5.1813,8.646666666666667,9.2995712137729
321,informal,694,127,202,75.21085182534004,5.63713672154617,8.397709377236936,9.095868883498916
322,informal,908,153,267,69.30552941176471,6.126562091503271,8.263006535947714,9.029198982220553
323,informal,564,104,163,78.47325174825177,4.662657342657344,8.012587412587413,8.841846274778883
