Human_Thesis_Title,AI_Thesis_Title,Human_Abstract,AI_Abstract
"""Men det här är ju kvinnogöra"": En studie om hur lärare ser på och praktiserar jämställdhet och genus i HKK",Genus och jämställdhet i hem- och konsumentkunskap: Lärares synsätt och undervisningspraktiker kring gruppindelning samt betyg och bedömning,Kvinnor och män har historiskt sett ansetts ha olika fysiska och psykiska förutsättningar och den norm i samhället som vi levt efter har varit mannens. Kvinnans plats var i hemmet som maka; mor och husfru. I och med samhällets utveckling förändrades den könsspecifika arbetsfördelningen och kvinnan började förvärvsarbeta. Hem – och konsumentkunskap har gått från flickämne i skolan till obligatoriskt för alla där skolan ska främja jämställdhet och jämlikhet mellan könen. Denna rapports syfte är att undersöka hur yrkesverksamma lärare inom hem – och konsumentkunskap ser på jämställdhet och genus inom sitt ämne; vad som kan påverka hur de arbetar med jämställdhet mellan könen i sin undervisning samt hur de praktiskt genomför detta. Sju behöriga lärare från norra Sverige deltog i enskilda intervjuer. De hade olika åldrar och längd på yrkesverksamhet. Intervjuerna spelades in; transkriberades och analyserades med kvalitativ innehållsanalys. Respondenterna beskrev en pågående förändring av stereotypa könsmönster både i skolan och i hemmet men att traditionella könsroller fortfarande reproduceras. Hkk beskrevs som ett skolämne där lärandet till stor del sker i praktiskt arbete där roller synliggörs som kan ge förutsättningar till diskussion och reflektion om jämställdhet. Respondenterna var dock eniga om att jämställdhetsarbete i skolan ställer krav på lärarrollen och sig själv som verktyg; exempelvis vid bedömning av flickor och pojkar. Slutsatsen av denna studie är att lärare i hkk anser att stereotypa könsmönster har förändrats men fortfarande reproduceras traditionella könsroller i skolan. Yngre generationer frångår alltmer de traditionella könsrollerna då jämställdhet blir en allt mer naturlig del i samhället; dock kvarstår det arbete i jämställdhetsfrågan då det fortfarande finns skillnader mellan könen i betyg.,"Uppsatsen undersöker hur lärare i hem- och konsumentkunskap (HKK) uppfattar, tolkar och omsätter jämställdhet och genus i sin undervisning, mot bakgrund av att ämnet historiskt och kulturellt ofta förknippats med “kvinnogöra”. Med utgångspunkt i lärarnas egna beskrivningar problematiseras hur genusföreställningar kan ta sig uttryck i både vardagliga situationer och i ämnets centrala undervisningsmoment, samt hur lärare aktivt försöker motverka att traditionella könsnormer reproduceras.

Ett särskilt fokus ligger på praktiker som riskerar att förstärka eller utmana genusmönster: gruppindelningar, fördelning av arbetsuppgifter i kökssituationer och hur lärare hanterar elevers olika förväntningar på vem som “bör” göra vad. Studien belyser hur val av arbetsformer och lärarens ledarskap påverkar elevers möjligheter att pröva nya roller och utveckla likvärdiga praktiska och teoretiska färdigheter. Vidare analyseras hur bedömning och betygsättning kan kopplas till genus, exempelvis genom vilka kompetenser som värderas, hur muntlig och praktisk förmåga synliggörs och hur föreställningar om ordning, noggrannhet och ansvar kan få olika betydelse beroende på elevens kön.

Sammanfattningsvis visar studien att jämställdhetsarbete i HKK både handlar om uttalade ambitioner och om konkreta didaktiska beslut i klassrummets praktik. Lärarnas syn på genus påverkar hur de organiserar undervisningen och hur de bedömer elevers prestationer, samtidigt som ämnets traditioner och elevers invanda normer skapar återkommande utmaningar. Uppsatsen pekar därmed på behovet av medvetna strategier kring gruppindelning, arbetsfördelning och bedömning för att undervisningen i HKK i högre grad ska bidra till en jämställd och normmedveten skolpraktik."
Hur blev det med hälsan?: En kvalitativ studie om elevers syn på hälsa i ämnet Idrott och hälsa i årskurs nio.,Elevers uppfattningar om hälsa i årskurs 9 inom ämnet Idrott och hälsa: en kvalitativ studie med fokus på hälsoundervisning och Hälsokorset,Syftet med denna studie är att undersöka vilken uppfattning elever i årskurs nio har om hälsa. Ämnet Idrott och hälsa bedrivs på olika sätt och syftet med studien är även att få en klarare bild över hur eleverna upplever att de arbetar med hälsa i undervisningen. Genom intervjuer vill vi höra elevernas tankar och erfarenheter om hälsa och vad de skulle vilja lära sig mer om. Vi vill även veta vad de tycker är viktigt för att kunna påverka sin framtida hälsa.,"Denna studie undersöker hur elever i årskurs nio uppfattar och tolkar begreppet hälsa inom ramen för skolämnet Idrott och hälsa. Med utgångspunkt i en kvalitativ forskningsansats belyser arbetet elevers erfarenheter av hälsoundervisning och vilka föreställningar som blir dominerande när hälsa behandlas i undervisningen. Särskilt fokus riktas mot hur eleverna beskriver kopplingar mellan fysisk aktivitet, livsstil och välbefinnande, samt vilka delar av hälsa som upplevs få mest respektive minst utrymme i ämnet.

Som analytiskt stöd används Hälsokorset, vilket möjliggör en strukturering av elevers utsagor utifrån olika dimensioner av hälsa. Genom detta synliggörs hur eleverna förstår hälsa som något mer än enbart fysisk form, men också i vilken grad undervisningen uppfattas betona exempelvis träning, kost och prestation i relation till psykiska och sociala aspekter såsom stress, självkänsla, relationer och återhämtning. Sammanfattningsvis bidrar studien med kunskap om hur hälsa kommuniceras och erfaras i Idrott och hälsa, samt vilka möjligheter och utmaningar som finns för en mer nyanserad och inkluderande hälsoundervisning i slutet av grundskolan."
Handledningsprocesser i Medarbetarsamtalet,Hur handledning integreras i medarbetarsamtal: processer och betydelse för kompetensutveckling,I detta arbete har jag tittat på handledning på arbetsplatser. Handledning är idag ett svårdefinierbart begrepp som används allt mer på arbetsplatser. Syftet med detta arbete är att studera handledning och olika handledningsprocesser och se hur man skulle kunna använda sig av dem på arbetsplatser och i medarbetarsamtalet. Jag kommer att avgränsa mig genom att titta på momentet som rör medarbetarens utveckling i medarbetarsamtalet. I min teoretiska utgångspunkt har jag utgått ifrån att det kan förekomma handledning i medarbetarsamtalet; men att man inte kan se hela samtalet som handledning. För att undersöka detta har jag intervjuat 8 personer; fördelat på 2 arbetsplatser; om medarbetarsamtalet. Hälften har varit chefer och hälften medarbetare. I intervjuerna har det framkommit att man definitivt kan se handledande förhållningssätt i medarbetarsamtalet på båda företagen och att man också kan använda sig av de metoder och tankesätt som finns inom handledning för att utveckla medarbetarsamtalet ytterligare. Om man säger att själva medarbetarsamtalet i sig inte är handledning fullt ut; men att man kan se handledning förekomma på arbetsplatser; så skulle man kunna säga att medarbetarsamtalet är själva startskottet för den handledning som sedan sker under det dagliga arbetet. En utgångspunkt för medarbetare och chefer där man på medarbetarsamtalet har stämt av varandras förväntningar och samtyckt om var det behövs utveckling samt hur arbetet fungerar i stort på arbetsplatsen. Utefter detta kan man sedan arbeta med dessa saker i det dagliga arbetet under tiden till nästa medarbetarsamtal.,"Denna uppsats behandlar handledningsprocesser som en integrerad del av medarbetarsamtalet och undersöker hur samtalet kan fungera som en strukturerad form av handledning i arbetslivet. Med utgångspunkt i nyckelbegreppen handledning, handledningsprocesser, kompetensutveckling och medarbetarsamtal belyser arbetet hur chefer och medarbetare tillsammans kan skapa meningsfulla utvecklingsdialoger som stödjer både individens lärande och verksamhetens mål.

I fokus står själva processen: hur medarbetarsamtal planeras, genomförs och följs upp, samt vilka kommunikativa och relationella faktorer som påverkar utfallet. Uppsatsen diskuterar exempelvis betydelsen av tydliga ramar, förtroende, återkoppling och gemensam målformulering för att samtalet ska bidra till reflektion och förändring. Vidare analyseras hur handledningsliknande inslag—såsom aktivt lyssnande, frågor som stimulerar självinsikt och konkretisering av utvecklingsbehov—kan stärka kompetensutvecklingen över tid.

Sammanfattningsvis problematiserar uppsatsen medarbetarsamtalets potential som ett verktyg för lärande och professionell utveckling, men också de utmaningar som kan uppstå när samtalet blandar stödjande handledning med bedömning och prestation. Studien mynnar ut i att handledningsprocesser, när de används medvetet och systematiskt, kan öka kvaliteten i medarbetarsamtalet och bidra till en mer hållbar och långsiktig kompetensutveckling i organisationen."
Drömmen om ett arbete: En undersökning om anställningsbarhet i förhållande till personlighet och sökbeteende,"Vägen till jobb: Sambandet mellan anställningsbarhet, Big Five-personlighet och proaktivt arbetssökande – med fokus på självförtroende och anpassningsförmåga",Denna studie syftar på att ta reda på hur anställningsbarheten ser ut i förhållande till personlighet och sökbeteende. Studien vänder sig till tidigare studenter på det Arbetsvetenskapliga programmet på Högskolan i Halmstad. Finns det någon personlighetsprofil som är mer gynnsam i arbetssökningsprocessen? Hur ser kraven ut för tjänster inom yrkesområdet samt finns det något samband mellan personlighet; anställningsbarhet och beteende i sökprocessen.Genom att granska platsannonser sammanställdes vilka krav som krävs för tjänster inom yrkesområdet. En enkätundersökning skickades till personer som gått utbildningen. Även intervjuer gjordes med respondenter för att få ett djup i studien. Resultatet visar bland annat att det är egenskaper inom området samvetsgrannhet och extroversion som mest efterfrågas i platsannonser inom yrkesområdet. Över hälften av respondenterna som idag har arbete inom yrkesområdet har fått arbete genom sitt sociala kontaktnät. I intervjuerna framkom att respondenterna upplevt att personlighet är en viktig faktor som arbetsgivare tittar på vid rekrytering. Studien visar även att de som är arbetslösa är mer proaktiva än övriga. Dessutom finns ett tydligt samband mellan kön; familjesituation och geografisk rörlighet. Att vara en strategiker samt utarbeta ett stort och brett socialt nätverk har i denna studie visat sig viktigt på vägen mot drömmen om ett arbete; medan däremot skillnader inom gruppen verkar sakna betydelse.,"Denna studie undersöker hur anställningsbarhet kan förstås i relation till individers personlighet och deras sökbeteenden på arbetsmarknaden. Med utgångspunkt i Big Five-modellen analyseras hur olika personlighetsdrag kan hänga samman med proaktiva strategier i jobbsökandet, såsom att aktivt söka information, bygga nätverk och ta egna initiativ. Vidare belyses självförtroendets betydelse som en möjlig resurs i processen, både för att våga agera och för att uthålligt hantera motgångar kopplade till att söka arbete.

Studiens fokus ligger även på anpassningsbarhet som en central dimension av anställningsbarhet, där individens förmåga att justera mål, strategier och kompetenser efter arbetsmarknadens krav antas påverka möjligheterna att få och behålla ett arbete. Sammantaget syftar undersökningen till att bidra med en mer nyanserad bild av hur personliga egenskaper och beteendemönster samverkar i övergången mellan studier och arbetsliv. Genom att koppla samman personlighetsdrag, proaktivt beteende och självförtroende diskuteras vilka faktorer som kan underlätta ett framgångsrikt jobbsökande och därmed stärka individens upplevda och faktiska anställningsbarhet."
Att vara syskon eller partner till en person med ätstörningsproblematik,"När ätstörningen påverkar de närmaste: syskons och partners erfarenheter av relationer, stöd och återhämtning vid anorexi och bulimi",Syftet med denna uppsats har varit att belysa behandlares uppfattningar om syskon och partners upplevelser av att ha en nära person med en ätstörning; samt betydelsen av att involvera dem i den drabbades behandling. Studien genomfördes med en kvalitativ metod där semistrukturerade intervjuer utfördes med 6 behandlare på olika ätstörningsverksamheter i Sverige. Resultat och slutsats visade att syskon och partners; samt andra närstående; är betydelsefulla för patientens tillfriskande. Det är viktigt att syskon och partners involveras i behandling; och att de får information om sjukdom och behandling. Syskon ska inte anta en ansvarsroll; medan partner behöver ta ett visst ansvar i vardagen. Ätstörningar har en tydlig påverkan på partners och syskon; samt på närstående i allmänhet. Närstående bör få goda verktyg till hur de kan vara ett stöd på bästa sätt till den drabbade. Behandlaren ska bemöta närstående med förståelse; respekt och ingen skuldbeläggning. Det är väsentligt för patientens motivation och tillfrisknande att det finns en god och nära relation till de närstående som är involverade i behandlingen. Det finns en brist på forskning inom detta område. Vidare forskning krävs för att stärka studiens resultat och slutsats.,"Denna uppsats behandlar erfarenheter av att vara syskon eller partner till en person med ätstörningsproblematik, med särskilt fokus på hur anorexi och bulimi påverkar familjerelationer, parrelationer och vardagsliv. Utifrån ett familje- och relationsperspektiv undersöks hur närståendes roller förändras när ätstörningen tar plats i hemmet och i relationen, samt hur detta kan påverka kommunikation, tillit, ansvarsfördelning och känslomässig närhet.

I sammanfattningen diskuteras hur syskon och partners ofta hamnar i en stödjande och ibland vårdnära position, där de kan försöka bidra till återhämtning genom praktiskt och emotionellt stöd. Samtidigt belyses de dilemman som kan uppstå: svårigheter att veta hur man hjälper utan att förstärka symtom, konflikter kring mat och kontroll, samt en balansgång mellan att visa omsorg och att skydda sin egen psykiska hälsa. Uppsatsen uppmärksammar även hur skam, oro och maktlöshet kan prägla relationerna, och hur ätstörningen riskerar att påverka både syskons inbördes band och par/äktenskap genom ökad belastning och förändrade framtidsplaner.

Vidare behandlas betydelsen av professionell behandling och hur inkludering av närstående kan upplevas. Det framkommer att information, delaktighet och anpassat stöd till familj, syskon och partner kan underlätta bemötande och minska ensamhet i situationen. Sammanfattningsvis visar uppsatsen att återhämtning inte enbart är en individuell process, utan också en relationell, där närståendes erfarenheter och behov bör beaktas i vård och stödinsatser för att främja hållbara relationer och långsiktigt tillfrisknande."
Kalmar - ett platsvarumärke i skuggan av Öland och Glasriket: En studie om destinationsutveckling,en studie av platsmarknadsföring och destinationsutveckling i relation till Öland och Glasriket.,Turismen i Kalmar har ökat de senaste åren; men hamnar till synes i skymundan av Öland och Glasriket. Hur får man besökare att få upp ögonen för Kalmar som primära resmålet och hur får man dem att stanna? Vi har i denna uppsats intresserat oss för att ta reda på hur ett starkt platsvarumärke skapas och vad som således krävs för att bli en framgångsrik destination; samt hur man kan använda sig av platsmarknadsföring för att nå ut med platsvarumärket till potentiella målgrupper.,"Denna studie undersöker hur Kalmar som destination kan förstås och utvecklas som platsvarumärke i ett regionalt sammanhang där närliggande och starkt profilerade besöksmål – särskilt Öland och Glasriket – tenderar att dominera bilden av området. Med utgångspunkt i teorier om platsmarknadsföring och place branding analyseras vilka föreställningar, berättelser och identitetsmarkörer som kopplas till Kalmar, samt hur dessa kan omsättas i strategisk destinationsutveckling.

I centrum står spänningen mellan att dra nytta av den regionala attraktionskraften och att samtidigt riskera att hamna i skuggan av mer etablerade varumärken. Studien belyser därför hur Kalmar kan positionera sig tydligare genom att formulera en egen kärnidentitet och differentierande värden, exempelvis genom kulturarv, stadsmiljö, evenemang, kustnära läge och kopplingar till historiska narrativ. Vidare diskuteras vikten av samverkan mellan kommunala aktörer, besöksnäring och lokalsamhälle för att skapa en trovärdig och långsiktigt hållbar varumärkesplattform.

Sammanfattningsvis bidrar studien med en analys av Kalmars utmaningar och möjligheter i rollen som destinationsvarumärke, och visar hur strategisk platsmarknadsföring kan användas för att stärka stadens synlighet, konkurrenskraft och attraktionsförmåga – både i relation till och oberoende av starka grannregioners varumärken."
Användandet av miljöledningssystem och gröna nyckeltal: – en studie av drivkrafter hos mindre företag,"Drivkrafter bakom småföretags användning av miljöledningssystem och gröna nyckeltal: en studie om miljöcertifiering, ISO och hållbar redovisning",Under de senaste åren har miljömedvetenheten i samhället blivit alltmer påtaglig och i synnerhet är det debatten om växthuseffekten som fått mycket stort utrymme i media. Detta har medfört att företagens intressenter börjat ställa allt högre krav på att även företagen ska ta sitt miljöansvar. Ett vanligt sätt att få struktur på miljöarbetet är att implementera ett miljöledningssystem i verksamheten. Företagen väljer ofta att certifiera sig i och med införandet av ett miljöledningssystem; vilket även fler och fler av företagens kunder kräver. Idag är det fortfarande i första hand stora företag som miljöredovisar och använder sig av gröna nyckeltal för att visa sin miljöpåverkan för dess intressenter. I mindre företag är inte denna företeelse särskilt vanlig. Med detta som utgångspunkt blev vår problemformulering: Vad driver mindre företag att använda miljöledningssystem och gröna nyckeltal och hur bedriver de sitt miljöarbete?Vårt syfte med denna uppsats är att kunna ge vägledning om vilka gröna nyckeltal som kan vara relevanta och som mindre företag kan använda sig av i sin redovisning. Vi vill se om det går att identifiera drivkrafterna bakom miljöredovisning och hur intressenterna påverkar denna. Vi försöker fånga upp trender inom området och använder företagskoncerner som jämförelsegrund för att visa alternativ och ge exempel på miljöarbete. Teorin inleds med en redogörelse för olika drivkrafter som kan finnas bakom miljöredovisning samt en djupare diskussion om gröna nyckeltal. Vidare beskrivs intressentmodellen och legitimitetsteorin samt vad olika intressenter använder miljöredovisning till. Vi valde att kombinera en kvantitativ och kvalitativ metod för insamlandet av det empiriska materialet till vår studie. Vi börjar med den kvantitativa metoden för att få en överblick samt för att få respondenter till den kvalitativa delen av vår studie. I vår analys av det empiriska materialet har vi utgått ifrån vår teoretiska referensram där vi dragit slutsatserna att yttre faktorer och intressenter var viktiga vid initieringen av miljöarbetet och införandet av ett miljöledningssystem hos företagen; men att det senare var de interna fördelarna som värderades högst. Vad det visar är att mindre företag upplever en press utifrån att miljöcertifiera sig men att det i praktiken verkar vara av mindre betydelse vid upphandlingar. Det framstår helt klart att implementeringen av ett miljöledningssystem i företaget gör att miljöarbetet blir mer konkret och strukturerat. Vad avser användandet av gröna nyckeltal är det energiförbrukning i olika former som är den dominerande indikatorn; däremot verkar det finnas problem att relatera denna på ett enkelt och rättvisande sätt.,"Denna studie behandlar hur och varför mindre företag väljer att arbeta med miljöledningssystem och gröna nyckeltal, samt hur dessa verktyg kopplas till miljöredovisning och hållbar redovisning. Utifrån titeln och nyckelorden ligger fokus på de drivkrafter som påverkar införande och användning av strukturerade miljöarbeten, exempelvis genom ISO-baserade system och olika former av miljöcertifiering.

I sammanhanget ses miljöledningssystem som ett sätt för mindre företag att systematisera miljöarbetet genom rutiner för mål, uppföljning och ständiga förbättringar. Gröna nyckeltal fungerar som mätbara indikatorer som gör det möjligt att följa upp miljöpåverkan och resursanvändning, exempelvis energiförbrukning, avfallsmängder eller utsläpp per producerad enhet. Genom att integrera sådana mått skapas förutsättningar för mer jämförbar och beslutsrelevant miljöredovisning, vilket i sin tur kan stärka företagens hållbarhetsrapportering både internt och externt.

Studien kan förstås som en undersökning av vilka motiv som väger tyngst för mindre företag: interna drivkrafter såsom kostnadsbesparingar, effektivare processer, riskhantering och ett genuint miljöengagemang, samt externa drivkrafter såsom kundkrav, leverantörskedjors krav, branschpraxis, konkurrensfördelar och legitimitet gentemot intressenter. ISO-standarder och certifieringar framstår i detta perspektiv som både ett stöd för struktur och ett signalvärde gentemot marknaden, där formella system kan fungera som bevis på att företaget arbetar metodiskt med miljöfrågor.

Sammanfattningsvis belyser studien relationen mellan praktiskt miljöarbete och redovisningsrelaterade verktyg i små och medelstora företag. Genom att analysera drivkrafter bakom miljöledningssystem och användningen av gröna nyckeltal bidrar arbetet till en ökad förståelse för hur mindre företag kan utveckla sin miljöprestanda och samtidigt skapa ett underlag för trovärdig miljöredovisning och hållbar redovisning."
Principalansvaret för vårdnadshavare: Föräldrars skadeståndsansvar för skada vållad av barn,Vårdnadshavares principalansvar i skadeståndsrätten – om föräldrars ansvar för skador orsakade av barn,Personer under 15 år kan inte straffrättsligt bli ansvariga för brott de begått i enlighet med 1 kap 6§ BrB. Däremot kan en civilrättslig process gällande skadeståndsrättsligt anspråk bli aktuell i princip oberoende av skadevållarens ålder. Huvudregeln är alltså att barn kan bli skadeståndsskyldiga på samma sätt som en vuxen om de anses ha vållat skada. De större utmärkande skillnaderna mellan att hålla ett barn jämfört med en vuxen skadeståndsskyldig är att det görs en så kallad skälighetsbedömning när det gäller barn och även vid bedömning av barns culpa tar man mindre hänsyn till de subjektiva kriterierna. I denna uppsats utreds vårdnadshavarens ansvar enligt 3 kap. 5§ skadeståndslagen som infördes år 2010. Denna reglering innebär att föräldrar kan blir skadeståndsansvariga för skador som deras barn orsakar genom brott samt genom tillsynsansvaret som regleras i 6 kap. 2§ föräldrabalken. Denna paragraf reglerar att vårdnadshavaren skall ge barnet den tillsyn och uppsikt det behöver medhänsyn till ålder; utveckling och övriga omständigheter för att hindra skadevållande handlingar. Skillnaden mellan dessa respektive lagregler gällande att vårdnadshavaren skall anses vara skadeståndsansvarig är att den förra förutsätter att barnet begått ett brott och förutsätter heller ej culpa medan den senare inte gör det.,"Denna uppsats behandlar principalansvaret för vårdnadshavare, med fokus på i vilken utsträckning föräldrar kan hållas skadeståndsansvariga när deras barn orsakar skada. Utifrån ett rättsvetenskapligt perspektiv analyseras de juridiska förutsättningarna för att låta ansvaret övergå från den som faktiskt vållat skadan (barnet) till vårdnadshavaren, samt vilka syften ett sådant ansvar fyller i skadeståndsrätten. Centralt i framställningen är relationen mellan barns handlande, vårdnadshavares tillsyns- och kontrollmöjligheter samt skadelidandes intresse av effektiv ersättning.

Uppsatsen belyser hur principalansvar som konstruktion motiveras av riskfördelning och prevention, men också vilka rättssäkerhets- och rimlighetsproblem som kan uppstå när ansvar knyts till vårdnadshavarrelationen snarare än till eget vållande. Särskild vikt läggs vid avgränsningen mellan ett ansvar som bygger på bristande tillsyn och ett mer strikt eller schabloniserat ansvar, samt hur bedömningen påverkas av barnets ålder, mognad och den konkreta skadesituationen. Vidare diskuteras vilka typer av skador som typiskt aktualiserar frågan, hur ansvar kan jämkas och vilka överväganden som görs mellan barnets och förälderns ekonomiska förmåga, skuldgrad och behovet av kompensation.

Sammanfattningsvis syftar uppsatsen till att klarlägga rättsläget kring föräldrars skadeståndsansvar för barns skadeorsakande handlingar och att problematisera den balans som rättsordningen försöker upprätthålla mellan skadelidandes ersättningsintresse, preventiva hänsyn och kravet på proportionerligt ansvar för vårdnadshavare."
Fytoremediering med perenn solros i åkerjord,Rening av metallförorenad åkerjord genom fytoremediering med perenn solros (Helianthus maximiliani),Inledning: Jordar förorenade med höga halter giftiga metaller till följd av antropogen verksamhet förekommer på flera platser på jorden och kan utgöra hälsorisk för både människor; djur och miljö. Därför finns orsak att se på miljövänliga metoder för sanering av förorenad mark. Då konventionella saneringsmetoder där jorden förflyttas från platsen ofta är mycket kostsamma och riskerar störa ekosystemen i hög grad är fytoremediering en metod med stor potential; vilken går ut på att rena mark eller vatten med växter. Studier har bland annat gjorts där annuell solros visat sig användbar för rening mark. Däremot verkar inga studier finns för perenn solros förmåga att ackumulera metaller från mark. Syfte: Syftet med studien är att undersöka perenn solros H. maximilianis upptag av metaller från jord hämtad från en åker i Mellansverige; samt att kvantifiera och kemiskt karakterisera metallerna i jorden. Frågeställningen studien ämnar besvara är om solrosen H. maximiliani lämpar sig för fytoremediering av metallförorenad mark. Metod: Perenn solros av sorten Helianthus maximiliani såddes i jord hämtad från en åker i Mellansverige och placerades i ett klimatreglerat växthus på Örebro universitet. Frön såddes samtidigt i såjord och vermiculit för senare omplantering till krukor med åkerjorden. Åkerjorden analyserades innan sådd på syralakbar halt metaller samt på växttillgänglig; reducerbar och oxiderbar halt. Plantorna skördades vid två tillfällen varpå metallinnehållet mättes för olika växtdelar. Jorden analyserades efter skörd. Metallanalysen gjordes i IPC-MS Agilent 7500 cx. Resultaten analyserades utifrån en signifikansnivå på 5 % och plantans ackumuleringseffektivitet beräknades och bedömdes utifrån BCF (bioconcentration factors). Resultat och slutsats: H. maximilianis tillväxt i åkerjorden var låg. Möjligtvis på grund av låg syrehalt och/eller lågt pH i jorden. H. maximiliani tog effektivt upp metaller som V; Cr; Co; Ni; Cu; Zn; Sr; Mo; Cd; Ba och Tl från den växttillgängliga fraktionen i marken till blad och stjälk. För att i realiteten kunna använda den perenna solrosen H maximiliani som fytoremedieringsgröda krävs högre tillväxt än vad som åstadkommits i studien. Åkerjorden från Kvinnersta innehöll halter av Cd; Cu; Zn och Ni högre än riktvärdena för acceptabel nivå innan slamgödsling bör ske; samt halter som översteg eller gränsade till riktvärdena för högsta acceptabla nivå för känslig markanvändning för metallerna As; Ba; Cd; Cu; och Zn. Halten uran var mellan cirka 5 och 50 gånger högre än den genomsnittliga uranhalten för jordar i Europa. De metaller av dem som förekom i hög halt i jorden (jämfört med Naturvårdsverkets gränsvärden för känslig markanvändning; samt gräns vid slamgödsling) som H. maximiliani inte tog upp effektivt var As; Pb och U.,"Denna uppsats behandlar fytoremediering som en möjlig metod för att minska metallhalter i åkerjord genom odling av perenn solros (Helianthus maximilianus). Utgångspunkten är att vissa jordar kan vara belastade med metaller från exempelvis historisk gödsling, atmosfäriskt nedfall eller annan markpåverkan, och att växter i vissa fall kan bidra till att immobilisera, ta upp eller successivt avlägsna dessa ämnen ur marksystemet.

Studien fokuserar på samspelet mellan jordens egenskaper och växtens förmåga att påverka metallers tillgänglighet och fördelning. Centralt är metallanalysen, där metallhalter i jord (och vid behov i växtmaterial) används för att bedöma dels föroreningsgrad, dels förändringar över tid och mellan försöksled. Resultaten tolkas i relation till fytoremedieringens mekanismer: upptag och ackumulering i biomassa, eventuell stabilisering i rotzonen samt betydelsen av jordfaktorer som pH, organiskt material och textur för metallers rörlighet.

Sammanfattningsvis syftar arbetet till att värdera perenn solros som ett praktiskt genomförbart alternativ i jordbruksmiljö, där en flerårig gröda potentiellt kan kombinera markförbättrande egenskaper med en gradvis reduktion av biotillgängliga metallfraktioner. Uppsatsen diskuterar också metodologiska begränsningar, såsom variation i metallupptag mellan säsonger och svårigheten att på kort tid påvisa tydliga förändringar i totalhalter i jord, samt vilka förutsättningar som krävs för att fytoremediering ska vara ett realistiskt verktyg i åkerjord."
Videokompression och användarnytta,Hur videokompression påverkar användarupplevelsen: en studie av datahastighet och val av kodekar,Digital video är ett område som expanderat kraftigt senaste åren. På grund av avancerade videokompressionsmetoder kan numera en hel långfilm rymmas på mobiltelefonen eller den handhållna videospelaren. Men hur fungerar videokompression och hur hårt kan man komprimera en viss filmsekvens med bibehållen användarnytta? I denna uppsats görs en genomgång för grunderna inom videokompression. Dess förhållande till användarnyttan undersöks genom ett experiment. I detta experiment testas tre videosekvenser komprimerade med tre olika kodekar i tre olika datahastigheter för tre olika experimentgrupper. Slutsatsen av denna studie är att det är svårt att hitta en exakt brytpunkt där användaren finner videokvaliteten oacceptabel. Dock kan det konstateras att den högsta datahastigheten(256 kbit/s) genererar hög användarnytta medan den lägsta datahastigheten genererar låg användarnytta. Mellanhastigheten 128 kbit/s får knappt godkänt av testpersonerna.,"Denna uppsats behandlar hur videokompression påverkar användarnyttan i digital videodistribution. Utgångspunkten är att effektiv kompression är central för att möjliggöra hög videokvalitet vid begränsade resurser, särskilt i nätverk där datahastighet och bandbredd varierar. Genom att minska mängden data som krävs för att representera rörligt bildinnehåll kan videokompression bidra till kortare starttider, färre avbrott och bättre upplevd kvalitet, men samtidigt med risk för synliga komprimeringsartefakter och kvalitetsförluster.

Fokus ligger på relationen mellan datahastighet (bitrate), val av kodek och den kvalitet som användaren faktiskt upplever. Uppsatsen diskuterar hur moderna kodekar utnyttjar spatial och temporal redundans för att sänka datamängden, samt hur olika kodeklösningar innebär avvägningar mellan komprimeringseffektivitet, beräkningskostnad och kompatibilitet. Vidare analyseras hur den tekniska prestandan – exempelvis uppnådd kvalitet vid en given bitrate – inte alltid sammanfaller med användarnytta, eftersom användarupplevelsen även påverkas av kontextuella faktorer som enhetstyp, skärmstorlek och nätverksstabilitet.

Sammanfattningsvis belyser uppsatsen att optimal videokompression inte enbart handlar om maximal databesparing, utan om att hitta en balans där kodekval och datahastighet anpassas för att ge hög praktisk användarnytta. Detta innebär att tekniska parametrar bör värderas tillsammans med användarcentrerade kvalitetsmått, för att säkerställa att komprimeringsstrategin leder till en robust och kvalitativ videoupplevelse i realistiska användningsscenarier."
