human_sentiment_label,human_sentiment_score,human_affective_extremity,human_is_subjective,human_emotion_joy,human_emotion_anger,human_emotion_sadness,human_emotion_fear,human_emotion_surprise,human_emotion_disgust,human_emotion_neutral,llm_sentiment_label,llm_sentiment_score,llm_affective_extremity,llm_is_subjective,llm_emotion_neutral,llm_emotion_joy,llm_emotion_surprise,llm_emotion_anger,llm_emotion_disgust,llm_emotion_sadness,llm_emotion_fear
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.7824836373329163,0.0,0,0.15141911804676056,0.11600969731807709,0.2590610682964325,0.15457944571971893,0.12147478759288788,0.08171673119068146,0.11573919653892517
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9196411371231079,0.0,0,0.09111256152391434,0.11652054637670517,0.42200878262519836,0.11600763350725174,0.0927986204624176,0.07192567735910416,0.08962620049715042
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.6668548583984375,0.0,0,0.1209646537899971,0.1573251187801361,0.19826272130012512,0.17625559866428375,0.13154777884483337,0.07752414047718048,0.13812004029750824
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.8853979110717773,0.0,0,0.08476703613996506,0.055321890860795975,0.6656792759895325,0.053312428295612335,0.05348127707839012,0.027630697935819626,0.05980740487575531
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9566131830215454,0.0,0,0.11298180371522903,0.10901866853237152,0.3744845688343048,0.12466063350439072,0.1410219669342041,0.05097498744726181,0.08685734122991562
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9667512774467468,0.0,0,0.1961316466331482,0.0578724630177021,0.4884229898452759,0.08854057639837265,0.0829913467168808,0.04658099263906479,0.03946002945303917
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9579355120658875,0.0,0,0.23044264316558838,0.06510937958955765,0.47955775260925293,0.0703628733754158,0.05689619854092598,0.024984432384371758,0.07264673709869385
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9281439781188965,0.0,0,0.14050453901290894,0.09898703545331955,0.5303272604942322,0.06697426736354828,0.08162880688905716,0.04911705479025841,0.032461002469062805
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9463542699813843,0.0,0,0.15105773508548737,0.09986405819654465,0.30694299936294556,0.13528180122375488,0.14437347650527954,0.0783676728606224,0.08411217480897903
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9665414094924927,0.0,0,0.025244180113077164,0.018496492877602577,0.9235272407531738,0.009912916459143162,0.005705896764993668,0.007119996473193169,0.009993243031203747
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9030758142471313,0.0,0,0.03911685198545456,0.07320351153612137,0.7590680718421936,0.021762333810329437,0.03844727948307991,0.026562664657831192,0.041839245706796646
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.6286661028862,0.0,0,0.08419646322727203,0.03728114813566208,0.73322993516922,0.03289621323347092,0.041991863399744034,0.025597458705306053,0.04480691999197006
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEGATIVE,0.9939355254173279,0.9939355254173279,1,0.01285791490226984,0.01435808464884758,0.696291983127594,0.018576886504888535,0.21154719591140747,0.012273591011762619,0.034094396978616714
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEGATIVE,0.9231817126274109,0.9231817126274109,1,0.10065878182649612,0.06461891531944275,0.6759395599365234,0.03124840557575226,0.0594085156917572,0.024592747911810875,0.04353302717208862
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEGATIVE,0.9931867122650146,0.9931867122650146,1,0.010015672072768211,0.017202481627464294,0.22357138991355896,0.00875070784240961,0.645656168460846,0.007586638908833265,0.08721684664487839
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEGATIVE,0.9815717935562134,0.9815717935562134,1,0.02617809921503067,0.0509948804974556,0.6059749722480774,0.02836187370121479,0.22704368829727173,0.014298758469522,0.047147661447525024
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9243593215942383,0.0,0,0.11581964045763016,0.1606362909078598,0.1632949411869049,0.1492021381855011,0.1526884138584137,0.12316620349884033,0.13519228994846344
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.8949540257453918,0.0,0,0.1875242441892624,0.121531642973423,0.2813621163368225,0.12241614609956741,0.10533205419778824,0.07366565614938736,0.10816814750432968
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9191429018974304,0.0,0,0.10405823588371277,0.13989025354385376,0.16543005406856537,0.16303479671478271,0.1552739143371582,0.12320080399513245,0.14911192655563354
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.8564990162849426,0.0,0,0.22246216237545013,0.11472692340612411,0.19024118781089783,0.12197563052177429,0.12310902774333954,0.09664159268140793,0.13084346055984497
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.846767246723175,0.0,0,0.21350300312042236,0.2597910463809967,0.3754490613937378,0.050110962241888046,0.032311733812093735,0.03525371477007866,0.033580489456653595
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.6926482319831848,0.0,0,0.17097093164920807,0.27172791957855225,0.2531124949455261,0.0869113951921463,0.08657603710889816,0.061247531324625015,0.06945368647575378
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.7728539705276489,0.0,0,0.25687411427497864,0.08140814304351807,0.3855159878730774,0.08949925750494003,0.07930970191955566,0.04143279418349266,0.06596002727746964
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9181036353111267,0.0,0,0.15841442346572876,0.10366006195545197,0.4663258492946625,0.08035992830991745,0.08168049901723862,0.050830937922000885,0.05872836709022522
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.7099211812019348,0.0,0,0.14755387604236603,0.11245737224817276,0.48174384236335754,0.08851418644189835,0.06962530314922333,0.044099513441324234,0.05600598454475403
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9059118628501892,0.0,0,0.09377961605787277,0.11361929774284363,0.39434269070625305,0.12377055734395981,0.14123642444610596,0.07611243426799774,0.05713904649019241
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.8111789226531982,0.0,0,0.09128664433956146,0.12130746990442276,0.4209595024585724,0.12361735850572586,0.10641425102949142,0.06513099372386932,0.07128378003835678
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.732729971408844,0.0,0,0.15802279114723206,0.13790248334407806,0.2476581186056137,0.12226203829050064,0.1350196748971939,0.10298709571361542,0.09614778310060501
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POSITIVE,0.8060940504074097,0.8060940504074097,1,0.0105831827968359,0.16076315939426422,0.1350628286600113,0.3132880628108978,0.01883651316165924,0.19267448782920837,0.16879191994667053
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9800211787223816,0.0,0,0.17946046590805054,0.07674594968557358,0.24280954897403717,0.1382487565279007,0.16495566070079803,0.0936695858836174,0.1041100025177002
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POSITIVE,0.7503747344017029,0.7503747344017029,1,0.13051649928092957,0.055141087621450424,0.451546847820282,0.08350926637649536,0.1299254298210144,0.07332812249660492,0.07603273540735245
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POSITIVE,0.48592033982276917,0.48592033982276917,1,0.5530049204826355,0.04669879376888275,0.2087756246328354,0.054766833782196045,0.06870990991592407,0.03522704169154167,0.032816868275403976
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POSITIVE,0.4764254689216614,0.4764254689216614,1,0.1113322302699089,0.10298382490873337,0.38933566212654114,0.08445234596729279,0.15276700258255005,0.07694163173437119,0.08218739181756973
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.4431352913379669,0.0,0,0.21337035298347473,0.11372747272253036,0.37581613659858704,0.06227591633796692,0.1088028997182846,0.06599052995443344,0.06001665070652962
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.4614294767379761,0.0,0,0.17184673249721527,0.06203765422105789,0.21821048855781555,0.101051926612854,0.24064034223556519,0.10051940381526947,0.10569345206022263
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9419039487838745,0.0,0,0.5032411217689514,0.03345063701272011,0.23137663304805756,0.06888687610626221,0.05752077326178551,0.0584152415394783,0.04710878059267998
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.885002613067627,0.0,0,0.10989879071712494,0.051090363413095474,0.6155907511711121,0.051459819078445435,0.08999434858560562,0.03353407233953476,0.04843194782733917
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9337493181228638,0.0,0,0.14151793718338013,0.11791758984327316,0.6584623456001282,0.02019071951508522,0.03192470967769623,0.0134455980733037,0.01654106192290783
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9446040391921997,0.0,0,0.07411076873540878,0.016481731086969376,0.8520033955574036,0.01582142896950245,0.019305454567074776,0.010690462775528431,0.011586795561015606
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9328086376190186,0.0,0,0.19019706547260284,0.10847403109073639,0.16391482949256897,0.14668148756027222,0.13338005542755127,0.1655750572681427,0.0917774885892868
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9176299571990967,0.0,0,0.0948185920715332,0.03433271870017052,0.7018171548843384,0.04373079910874367,0.05233975127339363,0.04234235733747482,0.030618559569120407
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9430413246154785,0.0,0,0.11009729653596878,0.07606258988380432,0.6918359398841858,0.04169035330414772,0.036657605320215225,0.02011384442448616,0.02354244887828827
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9074121713638306,0.0,0,0.0908600240945816,0.014230972155928612,0.8380836248397827,0.016484307125210762,0.016560915857553482,0.010519105941057205,0.01326104998588562
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.8470189571380615,0.0,0,0.17534054815769196,0.11832641065120697,0.35167407989501953,0.10283107310533524,0.096878781914711,0.07408071309328079,0.08086832612752914
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9541894793510437,0.0,0,0.1810494363307953,0.04859383776783943,0.5008420944213867,0.08290649205446243,0.06714997440576553,0.05696270614862442,0.062495432794094086
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9806708097457886,0.0,0,0.08138018846511841,0.04998423159122467,0.7442254424095154,0.03504205122590065,0.03465546295046806,0.030865279957652092,0.023847321048378944
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9692129492759705,0.0,0,0.0905022919178009,0.10155296325683594,0.5402237772941589,0.08801091462373734,0.08193953335285187,0.039831582456827164,0.057938944548368454
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9544796943664551,0.0,0,0.04090509191155434,0.07422313094139099,0.6644207835197449,0.07443319261074066,0.07272107154130936,0.03582092002034187,0.0374758318066597
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9800583124160767,0.0,0,0.10012095421552658,0.10989038646221161,0.5059106945991516,0.06683725863695145,0.08524637669324875,0.0630977600812912,0.06889655441045761
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.6501017808914185,0.0,0,0.00611367542296648,0.003973317798227072,0.9761683344841003,0.0029415152966976166,0.004366240929812193,0.001661648042500019,0.0047752950340509415
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9295273423194885,0.0,0,0.17456331849098206,0.08342280238866806,0.42146036028862,0.1058291494846344,0.08075442910194397,0.07545071840286255,0.058519210666418076
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9629651308059692,0.0,0,0.05024579167366028,0.031780656427145004,0.6815729141235352,0.0824665054678917,0.062186118215322495,0.05290936678647995,0.03883865103125572
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9499942660331726,0.0,0,0.1326160728931427,0.05230440944433212,0.6590753197669983,0.03845342993736267,0.04837004840373993,0.030161654576659203,0.03901907056570053
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9319014549255371,0.0,0,0.12083569914102554,0.05276687815785408,0.6059901118278503,0.07871446013450623,0.05287380889058113,0.05438779294490814,0.034431301057338715
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9298716187477112,0.0,0,0.10891158878803253,0.052024275064468384,0.5462605357170105,0.15038350224494934,0.05248407647013664,0.04036175087094307,0.04957418888807297
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.7947308421134949,0.0,0,0.09698638319969177,0.08557146042585373,0.543358564376831,0.11744049191474915,0.07299759238958359,0.03774958476424217,0.045895956456661224
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.7047858834266663,0.0,0,0.1412232220172882,0.09082603454589844,0.2283763736486435,0.17993448674678802,0.1432797759771347,0.08097246289253235,0.13538758456707
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.6461498737335205,0.0,0,0.09617101401090622,0.10638941824436188,0.3584805130958557,0.0950949639081955,0.17980672419071198,0.09168479591608047,0.07237254828214645
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.885790228843689,0.0,0,0.0482790544629097,0.04618777707219124,0.6570600867271423,0.08909976482391357,0.053945112973451614,0.04192175343632698,0.06350646913051605
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9265895485877991,0.0,0,0.411495566368103,0.07365936785936356,0.1816285252571106,0.09400991350412369,0.07310294359922409,0.08618862181901932,0.07991499453783035
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9143982529640198,0.0,0,0.2560988664627075,0.11034226417541504,0.25799548625946045,0.13628974556922913,0.0852135717868805,0.05642199516296387,0.09763812273740768
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9384952187538147,0.0,0,0.20008260011672974,0.06791190803050995,0.40493157505989075,0.09767862409353256,0.10061383247375488,0.0551912896335125,0.07359019666910172
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9568591117858887,0.0,0,0.3959996998310089,0.137481227517128,0.12341973930597305,0.10408242791891098,0.06772182136774063,0.07412133365869522,0.09717369079589844
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.927807092666626,0.0,0,0.1458461582660675,0.16186612844467163,0.175815150141716,0.1608334332704544,0.11725503206253052,0.11290718615055084,0.1254768818616867
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9149749875068665,0.0,0,0.13549284636974335,0.32906922698020935,0.14069025218486786,0.1738661378622055,0.05712372064590454,0.07157038152217865,0.09218744188547134
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.8839120268821716,0.0,0,0.16618622839450836,0.10937303304672241,0.3033698499202728,0.15223027765750885,0.14998380839824677,0.05786904692649841,0.06098775565624237
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.8841352462768555,0.0,0,0.16546455025672913,0.06068379804491997,0.6210536360740662,0.04255145415663719,0.05538767948746681,0.026117142289876938,0.02874167263507843
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9552039504051208,0.0,0,0.06643445044755936,0.06941067427396774,0.6572079658508301,0.08916644006967545,0.05533589795231819,0.028722146525979042,0.03372244909405708
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.8917729258537292,0.0,0,0.2354145348072052,0.07842828333377838,0.4425293207168579,0.08489043265581131,0.06518564373254776,0.04941706731915474,0.044134724885225296
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9214316010475159,0.0,0,0.2933160960674286,0.08670487254858017,0.20986846089363098,0.1003170982003212,0.14279067516326904,0.08074308186769485,0.08625975251197815
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.8561381101608276,0.0,0,0.36072254180908203,0.07394243031740189,0.18998047709465027,0.09546694159507751,0.10456931591033936,0.08362967520952225,0.0916885957121849
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.6213439702987671,0.0,0,0.15655089914798737,0.12273110449314117,0.16696284711360931,0.13694366812705994,0.16223320364952087,0.12609663605690002,0.1284816861152649
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.8126676082611084,0.0,0,0.1671409010887146,0.06816872954368591,0.26821404695510864,0.08457165211439133,0.05989423394203186,0.06068119406700134,0.29132920503616333
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9560019969940186,0.0,0,0.09221348911523819,0.10807593911886215,0.2608017027378082,0.17664401233196259,0.11233945935964584,0.11418754607439041,0.1357378363609314
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POSITIVE,0.8416876792907715,0.8416876792907715,1,0.23412752151489258,0.40109118819236755,0.2672771215438843,0.022380851209163666,0.031028201803565025,0.023655889555811882,0.020439239218831062
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POSITIVE,0.8829475045204163,0.8829475045204163,1,0.14221341907978058,0.24161328375339508,0.6087965369224548,0.002595699392259121,0.0015315295895561576,0.001228158245794475,0.0020214016549289227
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POSITIVE,0.5256438851356506,0.5256438851356506,1,0.1773103028535843,0.3987751007080078,0.2214219868183136,0.07711923867464066,0.04165058955550194,0.048086438328027725,0.03563632816076279
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.8551740050315857,0.0,0,0.12738260626792908,0.06748446077108383,0.4230634570121765,0.1745464950799942,0.06026236340403557,0.07716483622789383,0.07009588181972504
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.8090583086013794,0.0,0,0.05810559540987015,0.10452467948198318,0.49435657262802124,0.10676567256450653,0.1231837049126625,0.044335149228572845,0.06872870773077011
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.8194696307182312,0.0,0,0.047007955610752106,0.07757904380559921,0.5032999515533447,0.1336807757616043,0.03726626932621002,0.1692643165588379,0.031901706010103226
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.6768118739128113,0.0,0,0.1166960820555687,0.14975425601005554,0.17591801285743713,0.14584286510944366,0.164693221449852,0.11393219977617264,0.13316339254379272
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.8486117720603943,0.0,0,0.10387253761291504,0.09179604053497314,0.3386068642139435,0.16480210423469543,0.08109619468450546,0.09495480358600616,0.12487144023180008
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.8670783042907715,0.0,0,0.11223294585943222,0.10450608283281326,0.2734625041484833,0.15910285711288452,0.12584419548511505,0.11965931206941605,0.10519205033779144
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.8912412524223328,0.0,0,0.21820740401744843,0.11704818904399872,0.27531540393829346,0.1127132698893547,0.11293509602546692,0.07544232159852982,0.08833835273981094
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9116186499595642,0.0,0,0.11321230977773666,0.17110508680343628,0.29064422845840454,0.11915653198957443,0.14507119357585907,0.060805730521678925,0.10000486671924591
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.8621002435684204,0.0,0,0.3463478684425354,0.07606221735477448,0.31199827790260315,0.0883890688419342,0.057021331042051315,0.05942879617214203,0.060752443969249725
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.9527891278266907,0.0,0,0.2876311242580414,0.08470869064331055,0.3403785228729248,0.07366310060024261,0.07582968473434448,0.06334976106882095,0.07443917542695999
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POSITIVE,0.6543866395950317,0.6543866395950317,1,0.015227247960865498,0.3288806676864624,0.5894303917884827,0.018753532320261,0.008912356570363045,0.03245099261403084,0.006344789173454046
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.8332045674324036,0.0,0,0.15923070907592773,0.0941430926322937,0.29707151651382446,0.1344985067844391,0.10152680426836014,0.09199309349060059,0.12153622508049011
,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL,0.8770235776901245,0.0,0,0.112329863011837,0.13491110503673553,0.2361571490764618,0.140181764960289,0.14073027670383453,0.10399307310581207,0.13169671595096588
