Abstract_Entities,Generated_Abstract_Entities
"Trump:LOC,Åkesson:PRS",
"HAX:PRS,Sverige:LOC,Sverige:LOC",Sverige:LOC
,Sverige:LOC
,"Sverige:LOC,Sverige:LOC"
,
,Sverige:LOC
,"Sverige:LOC,samtidigt:TME,Sverige:LOC,Sverige:LOC"
,Sverige:LOC
,Sverige:LOC
,Sverige:LOC
,"Sverige:LOC,Skatteverket:ORG,Försäkringskassan:ORG,Boverket:ORG"
,Israel:LOC
,"Israel:LOC,Palestina:LOC"
hela natten:TME,"Israel:LOC,Palestina:LOC"
"Björn Söder:PRS,Incognito:WRK",
,
,
,L:ORG
,Europa:LOC
,Sverige:LOC
,L:ORG
"Sjöstedt:PRS,Åkesson:PRS","Ygeman:PRS,Karin Karlsbro:PRS,L:ORG,Magdalena Andersson:PRS,Elisabeth Svantesson:PRS,Richard Jomshof:PRS"
"Josefin Utas:PRS,Medborgerlig Samling:WRK","Ygeman:PRS,Elisabeth Svantesson:PRS,Maria Malmer Stenergard:PRS,Mikael Damberg:PRS"
"Alice Bah Kunke:PRS,Jan Björklund:PRS,Jonas Sjöstedt:PRS","Ygeman:PRS,Elisabeth Svantesson:PRS,Johan Pehrson:PRS,Anders Holmberg-typen:PRS"
Peter Hultqvist:PRS,"Ygeman:PRS,Karin Enström:PRS,Tobias Billström:PRS,Mikael Damberg:PRS,Jimmie Åkesson:PRS"
Mattias Karlsson:PRS,"Ygeman:PRS,Irene Svenonius:PRS,Anders Arborelius:PRS,Johan Pehrson:PRS,Mikael Damberg:PRS,Elisabeth Svantesson:PRS,Kristersson:PRS"
,
,
worldwar2:PRS,
,
,Sverige:LOC
"Copenhagen:LOC,Seattle:LOC,robeph:PRS,Sverige:LOC",USA:LOC
,"chew:PRS,USA:LOC,Sverige:LOC,USA:LOC"
,ICA:ORG
,SF:ORG
,Julafton:PRS
,
,
,
Stadsbiblioteket:LOC,"Göteborg:LOC,Akademibokhandeln:LOC,Kungsgatan:LOC,Stadsbiblioteket:LOC,Götaplatsen:LOC,Korpen:ORG,Haga:LOC,Haga:LOC,Drottninggatan:LOC"
"under sin tid:TME,Göran Persson:PRS","Persson:PRS,Moderaterna:ORG,Nya Moderaterna:WRK,Persson:PRS"
,
"Sverige:LOC,Stefan Löfven:PRS",
Hanif Bali:PRS,"Magdalena Andersson:PRS,Per Bolund:PRS,Elisabeth Svantesson:PRS,Johan Pehrson:PRS"
"Jimmie Åkesson:PRS,Annie Lööf:PRS,Jonas Sjöstedt:PRS","Magdalena Andersson:PRS,Elisabeth Svantesson:PRS,Johan:PRS,Jessica Rosencrantz:PRS"
Mattias Karlsson:PRS,"Magdalena Andersson:PRS,Elisabeth Svantesson:PRS,Johan Pehrson:PRS"
"Porjus vattenkraftverk:ORG,Norrland:LOC",
,
,Seebeck:PRS
Siri:PRS,
,
,
,
,
,
,
Afghanistan:LOC,"Sverige:LOC,Sverige:LOC"
,
,
,
,
,
,
,
,
,
,
HBO Nordic:ORG,Marvel:PRS
Seinfeld:LOC,"den här veckan:TME,Marvel:PRS,en månad:TME"
,"Marvel:PRS,Max:PRS,Max:PRS"
thåström:PRS,"Ken Ring:PRS,Veronica Maggio:PRS,Håkan Hellström:PRS,Oskar Linnros:PRS,Kent:PRS,Sverige:LOC,Max:PRS"
"Daniel:PRS,The Tough Alliance:ORG,sveriges:LOC","Petter:PRS,Veronica Maggio:PRS,Sergels torg:LOC,Oskar Linnros:PRS,Kent:PRS,Håkan Hellström:PRS,Laleh:PRS,Darwin:PRS,Oscar Zia:PRS,Ken Ring:PRS,USA:LOC,Sverige:LOC,Google Translate:ORG"
"Medina:PRS,Kartellen:PRS","Petter:PRS,Ken Ring:PRS,Spräng regeringen:WRK,Veronica Maggio:PRS,Sergels torg:LOC,Håkan Hellström:PRS,Göteborg:LOC,Kent:PRS,Oskar Linnros:PRS,Max:PRS,USA:LOC"
"Petter:PRS,Sverige:LOC,Lorentz & Sakarias:PRS,Norlie & KKV:PRS,Zacke:PRS,Daniel Adams-Ray:PRS,USA:LOC,Sverige:LOC,Ken Ring:PRS","Petter:PRS,Ken Ring:PRS,Veronica Maggio:PRS,Oskar Linnros:PRS,Molly Sandén:PRS,Victor Leksell:PRS,Miriam Bryant:PRS,Thomas Stenström:PRS,Kent:PRS,Robyn:PRS,Max Martin-skolan:PRS,USA:LOC,Google Translate:ORG"
"Petter:PRS,Robyn:PRS,Tove Lo:PRS,Timbuktu:LOC,Kent:PRS,Ken Ring:PRS,Laleh:PRS,Veronica Maggio:PRS,Petra Marklund:PRS,Skandinavien:LOC,Skandinavien:LOC,Tove:PRS,Robyn:PRS,Avicii:PRS,Swedish House Maffia:ORG","Petter:PRS,Fredrik Snortare:PRS,Ken Ring:PRS,Thomas Rusiak:PRS,Oskar Linnros:PRS,Veronica Maggio:PRS,Håkan Hellström:PRS,Molly Sandén:PRS,Bryant:PRS,Laleh:PRS,Darins:PRS,USA:LOC,Zara Larsson:PRS,Avicii:PRS,Robyn:PRS,Sverige:LOC,Google Translate:ORG"
Google:ORG,
Goohs:PRS,
,
,
,
,Mikroris:PRS
,"Handelsbanken:ORG,Trygg-Hansa:ORG,Vancouver:LOC"
,"Handelsbanken:ORG,Vancouver:LOC,Mastercard:ORG"
Vancouver:LOC,"Handelsbanken:ORG,EU:ORG,EU:ORG,Vancouver:LOC,EU:ORG"
,"Handelsbanken:ORG,Vancouver:LOC"
Zurich:LOC,"Handelsbanken:ORG,Handelsbanken:ORG,EU:ORG"
,"Sverige:LOC,Sverige:LOC"
"LO:ORG,Reinfeldt:PRS,Sverige:LOC",Sverige:LOC
"Fukuyamas:PRS,The End of History:WRK,Sovjetunionen:LOC,Kina:LOC,Indien:LOC,Reinfeldt:PRS,Bildt:PRS,Persson:PRS",Reinfeldt:PRS
,"Sverige:LOC,Moderaterna:ORG"
,Sverige:LOC
,"Syrien:LOC,Ryssland:LOC,Aleppo:LOC,Rysslands:LOC"
,"Ryssland:LOC,Aleppo:LOC,Aleppo:LOC,Aleppo:LOC,Sveriges:LOC"
Syrien:LOC,"Aleppo:LOC,Ryssland:LOC,Ryssland:LOC,Iran:LOC,Sverige:LOC"
al-Qaeda:ORG,"Aleppo:LOC,Ryssland:LOC,Aleppo:LOC,Sverige:LOC"
Aleppo:LOC,"Aleppo:LOC,Ryssland:LOC,USA:LOC,Turkiet:LOC,Sverige:LOC"
,
"sveriges:LOC,sverige:LOC",
,
,
"Sverige:LOC,Farage:PRS,Trump:LOC,Orban:PRS,Polen:LOC","Marx:PRS,Marx:PRS"
"Venezuela:LOC,Sverige:LOC","Sverige:LOC,Sverige:LOC"
Facebook:PRS,
,Stockholm:LOC
,
,
,Åhléns City:LOC
,
,"Skinnarviksberget:LOC,Monteliusvägen:LOC,Söder:LOC,Fjällgatan:LOC,Strandvägen:LOC,Kungsholmen:LOC"
Frauke:PRS,"Skansen:LOC,Monteliusvägen:LOC,Söder Mälarstrand:LOC,Slussen:LOC"
Slussen:LOC,"Sthlm:LOC,Skansen:LOC,Monteliusvägen:LOC,Söder Mälarstrand:LOC,Gamla stan:LOC,Skeppsholmen:LOC"
"Stockholmshem:LOC,Kista Studentbostäder:ORG",Forum:ORG
,"Forum:ORG,Stockholm:LOC"
,Forum:ORG
"Forum:ORG,i flera år:TME","Forum:ORG,Stockholm:LOC"
"Frigg Sickla:LOC,AMA:ORG","Forum:ORG,Forum:ORG,Forum:ORG"
"Tele2s:ORG,Telenors:ORG,Telias:ORG,Stockholm:LOC","Telia:ORG,Comviq:ORG,Sthlm:LOC,Telia:ORG,Telia:ORG,en månad:TME,Stockholm:LOC,Telia:ORG"
,"Comviq:ORG,Stockholm:LOC,Telia:ORG"
"Stockholm:LOC,Nynäshamn:LOC,Telias:ORG,Farsta:LOC","Telia:ORG,Comviq:ORG,Stockholm:LOC,Telia:ORG,Telia:ORG,Nacka:LOC,Solna:LOC,Sundbyberg:LOC,Telia:ORG,en månad:TME"
,"Comviq:ORG,Stockholm:LOC,Telia:ORG,Comviq:ORG"
Lasse Hölm:PRS,"Bromma:LOC,Kungsholmen:LOC,Solna:LOC,Sundbyberg:LOC,Bromma:LOC,Kungsholmen:LOC"
"Enskede:LOC,Eriksdal, Universitetet:LOC,Östermalm:LOC,Kungliga tennishallen:ORG","Bromma:LOC,Kungsholmen:LOC,Solnahallen/”Racket”-ställen:ORG,Solna:LOC,Sundbyberg:LOC,Liljeholmen:LOC,Årsta:LOC,Brommahallen:LOC"
,"Bromma:LOC,Kungsholmen:LOC,Vällingby:LOC,Spånga-hållet:LOC,Solna:LOC,Sundbyberg:LOC,Gullmars/Telefonplan/:PRS,Årsta:LOC"
,"Janssons:PRS,Grand Hôtel:ORG,Ulla Winbladh:PRS,Djurgården:LOC,Skansen:LOC"
"Ulriksdals:LOC,East:ORG","Stockholm:LOC,Ulla Winbladh:PRS,Djurgården:LOC"
"Wretman:PRS,Janssons:PRS","Grand Hôtel:LOC,Ulla Winbladh:PRS,Djurgården:LOC,Hasselbacken:LOC"
"Hotel Reisen:ORG,Gamla Stan:LOC,Nordsjölax:LOC,Christian Hellberg:PRS,Niklas Ekstedt:PRS,Michelin:PRS,Gamla Riksarkivet:WRK,Carlshälls Gård:ORG,Långholmen:LOC,Stockholm:LOC,Oaxen:LOC,Winterwiken:ORG,Kaknästornet:LOC,Junibacken:LOC","Sthlm:LOC,Ulla Winbladh:PRS,Djurgården:LOC,Smålands:LOC"
,"Sthlm:LOC,Academic Work:ORG,Poolia:ORG,Randstad:ORG,SEB:ORG,Swedbank:ORG,Grant Thornton:PRS"
Stockholm:LOC,"Stockholm:LOC,Tillväxtverket:ORG,Trafikförvaltningen:ORG,Stockholm:LOC,SEB:ORG,Swedbank:ORG,Poolia:ORG,Manpower:ORG,Randstad:ORG,Stockholm:LOC"
Sverige:LOC,"Stockholm:LOC,Skatteverket:ORG,SCB:ORG,Försäkringskassan:ORG,Stockholms:LOC,stad:LOC,Stockholm:LOC,Adecco Finance:ORG"
,"Stockholm:LOC,Finansinspektionen:ORG,Region Stockholm:ORG,Academic Work:ORG,Poolia:ORG,Randstad:ORG,Manpower:ORG,SEB:ORG,Swedbank:ORG,LinkedIn:PRS,Stockholm:LOC"
,"Stockholm:LOC,SEB:ORG,Swedbank:ORG"
,
,
,Stockholm:LOC
,
,Stockholm:LOC
Taxi Stockholm:ORG,"Stockholm:LOC,Stockholm:LOC,Sverigetaxi:LOC"
Taxi Stockholm:LOC,"Sverige:LOC,Stockholm:LOC,Taxi Göteborg:LOC,Taxi Kurir:ORG"
Stockholm:LOC,"Stockholm:LOC,Göteborg:LOC,Taxi Kurir:ORG"
"Sthlm:LOC,Ubers:ORG,UberX:ORG","Stockholm:LOC,Göteborg:LOC,Taxi Stockholm:ORG,Sthlm:LOC,Göteborg:LOC,Göteborg:LOC"
Stockholm:LOC,"Sverige:LOC,nuförtiden:TME,Stockholm:LOC,Sthlm:LOC,Taxi Göteborg:ORG"
"Guldheden:LOC,Klippan:LOC","Göteborg:LOC,Skansen:LOC,Kronan:LOC,Skansberget:LOC,Ramberget:LOC,Slottsskogen:LOC,en stund:TME"
,"Gbg:LOC,Älvsborgsbron/Klippan:LOC,Masthuggsberget:LOC,Skansen:LOC,Göteborg:LOC,Göteborg:LOC"
,"Göteborg:LOC,Järntorget:LOC,Linné:PRS,Skansen:LOC,Kronan:LOC,Ramberget:LOC,Avenyn:LOC"
Kjell & Company:PRS,
,
,
Homeplug:LOC,
,Asus ZenWiFi:PRS
kjell:PRS,Orbi:LOC
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,"Billy:PRS,Mort Walker:PRS,Bailey:PRS,Billy:PRS"
Billy:PRS,"Billy:PRS,Mort Walker:PRS,Beetle Bailey:PRS"
,
,
,
xperia Z:PRS,"HTC One:OBJ,Xperia Z:PRS,Nexus:OBJ,Xperia Z:PRS,S4 Active:OBJ"
"Stieg Larsson:PRS,Dexter:PRS",
,Bonnie &:PRS
,
,
,
,
,
,
,Andrew Tate-fas:PRS
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Eliza CT:PRS,
,
,
,
,
,downers:PRS
,Benzo:PRS
horset:EVN,
,
,
,
,
,
,
,nicke:PRS
"Strindberg:PRS,Linda Skugge:PRS",
"Povel Ramel:PRS,Darwin:PRS,Povel Ramel:PRS,Carina:PRS",
,
,
,
,Ica:ORG
Hitler:PRS,
,
,TikTok-svenska:ORG
,
,
,
,
,
Nicke:PRS,
,
,Nicke:PRS
Harry Martinson:PRS,
"Flashback:LOC,even:PRS",
,
,
,
Västerbotten:LOC,
,
,
,
,
,
,
"Cannes:LOC,Nice:LOC,St:LOC,Antibes:LOC,Staden:LOC,Cannes:LOC,Nice:LOC,Nice:LOC,Paris:LOC,Marseille:LOC","Alsace:LOC,Strasbourg:LOC,Annecy:PRS,Bretagne:PRS,Normandie-kusten:LOC,Frankrike:LOC"
,"Strasbourg:LOC,Annecy:PRS,Alpernas:LOC,Venedig:LOC"
"Provence:LOC,Grasse:LOC,Cannes:LOC","Colmar:PRS,Strasbourg:LOC,Annecy:PRS,Alperna:LOC,Lyon:LOC,Paris:LOC,Nice:LOC"
,"Strasbourg:LOC,Eguisheim:PRS,Riquewihr:PRS,Paris:LOC,Frankrike:LOC,Annecy:PRS"
"Nice:LOC,Cannes:LOC,St Tropez:LOC,St Tropez:LOC,Provence:LOC,rivieran:LOC,Provence:LOC","Strasbourg:LOC,Riquewihr:PRS,Kaysersberg:LOC,Rivieran:LOC,Paris:LOC,Annecy:PRS"
"Nice:LOC,Sverige:LOC,Nice:LOC,Frankrikes:LOC,100 meter:MSR,Lenval-sjukhuset:ORG,Etap:LOC,Cote d'Azur:LOC,Vence:LOC,Antibes:LOC","Strasbourg:LOC,Annecy:PRS,Nice:LOC,Côte:LOC"
nästa sommar:TME,"Strasbourg:LOC,Rivieran:LOC,Paris:LOC,Annecy:PRS"
,"Strasbourg:LOC,Rivieran:LOC,Paris:LOC,Annecy:PRS"
"Thepiratebay:PRS,Thepiratebay:PRS",
,
,Stockholm:LOC
Arkies:ORG,
,
,
,Porsche:OBJ
Arvidsjaur:LOC,
,
,"Stockholm:LOC,marknads-/pengastatus:ORG"
,
,
,Stockholm:LOC
"Anna Lindhs:PRS,Mikael Nilsson:PRS",Stockholm:LOC
Peter Ahltin:PRS,
,
,
,
L:ORG,
"RTFM:WRK,DOESN'T MAKE:PRS",
,
,
,
,
,
,
Max Power:PRS,
,
"Filippinerna:LOC,Asien:LOC,Asien:LOC,Australien:LOC,Spanien:LOC","Manila:LOC,Cebu:LOC,Argentina:LOC,Buenos Aires:LOC,Chile:LOC,Santiago:LOC,Argentina:LOC,Chile:LOC"
,"Makati:LOC,Argentina:LOC,Buenos Aires:LOC,Europa:LOC,Chile:LOC,Santiago:LOC,Filippinerna:LOC,Argentina:LOC,Chile:LOC"
Polen:LOC,"Filippinerna:LOC,Manila:LOC,Argentina:LOC,Chile:LOC,Santiago:LOC,Argentina:LOC,Chile:LOC"
"Mindanao:LOC,Mindanao:LOC","Manila:LOC,Argentina:LOC,från månad till månad:TME,Chile:LOC,Santiago:LOC,Argentina:LOC,Chile:LOC"
,"Argentina:LOC,Buenos Aires:LOC,Chile:LOC,Santiago:LOC,Latinamerikas:LOC,Chile:LOC,Argentina:LOC"
Indien:LOC,"Metro Manila/:WRK,Chile:LOC,Santiago:LOC,Argentina:LOC,Chile:LOC,Argentina:LOC"
"indien:LOC,Indien:LOC","Filippinerna:LOC,Metro Manila:LOC,Argentina:LOC,Chile:LOC,Santiago:LOC,Chile:LOC,Argentina:LOC"
Polen:LOC,"Chile:LOC,Santiago:LOC,Argentina:LOC,Buenos Aires:LOC,Filippinerna:LOC,Manila:LOC,Chile:LOC,Argentina:LOC,Filippinerna:LOC,Argentina:LOC,Chile:LOC"
Polen:LOC,"Argentina:LOC,Chile:LOC,Santiago:LOC,Manila:LOC,Cebu:LOC,Argentina:LOC,Buenos Aires:LOC,Chile:LOC,Santiago:LOC,Filippinerna:LOC,Argentina:LOC,Chile:LOC"
,"Argentina:LOC,Chile:LOC,Santiago:LOC,Makati:LOC,Argentina:LOC,Chile:LOC,latinamerika:LOC,Chile:LOC,Argentina:LOC"
thailand:LOC,Thailand:LOC
,"Thailand:LOC,Sverige:LOC"
Bangkok:LOC,"Thailand:LOC,Sverige:LOC"
,"Thailand:LOC,Sverige:LOC"
,
,
,
,
,
,
,
,"Google:ORG,Sveriges Domstolar:ORG"
,Sveriges:LOC
,
,
,Sveriges Domstolar:ORG
,
,
,Nike T90:OBJ
,
,
"Guamtanamo:LOC,Harold & Kumar:PRS,Magaluf:LOC,weed:PRS","Magaluf:LOC,Spanien:LOC,EU:ORG,Sverige:LOC"
Colombia:LOC,"weed:PRS,Spanien:LOC,EU:ORG,Sverige:LOC"
"sverige:LOC,Sverige:LOC,Sverige:LOC,Finland:LOC,Finland:LOC,Sverige:LOC","weed:PRS,Sverige:LOC"
"Harold & Kumar:PRS,weed:PRS","Magaluf:LOC,Spanien:LOC,EU:ORG,Sverige:LOC"
weed:PRS,"weed:PRS,Spanien:LOC,Sverige:LOC,weed:PRS"
Magaluf:LOC,"weed:PRS,Sverige:LOC"
,Sverige:LOC
"weed:PRS,weed:PRS","Magaluf:LOC,Sverige:LOC"
,"weed:PRS,Sverige:LOC"
,"Spanien:LOC,Magaluf:LOC"
Sverige:LOC,Sverige:LOC
,"weed:PRS,Sverige:LOC"
Arlanda:LOC,"Spanien:LOC,Sverige:LOC"
"Sverige:LOC,Magaluf:LOC","weed:PRS,Magaluf:LOC,Magaluf:LOC,Spanien:LOC,EU:ORG,Sverige:LOC"
Magaluf:LOC,"weed:PRS,Magaluf:LOC,Spanien:LOC,EU:ORG,Sverige:LOC,Heisenberg:PRS"
,"Mallorca:LOC,Spanien:LOC,EU:ORG,Sverige:LOC"
,"Mallorca:LOC,Sverige:LOC"
,"weed:PRS,Mallorca:LOC,Spanien:LOC,EU:ORG,Sverige:LOC,Systembolaget:ORG,Sverige:LOC"
,
,OS:EVN
,
för några år sedan:TME,
,
Van:PRS,
,
,OS:EVN
,
,
,
,
,
Östermalmspudel:LOC,
,OS:EVN
brother:PRS,Google:ORG
,
,
,
,
,Google:ORG
,
,
,
,Azure Neural:WRK
,
,"Google Cloud:ORG,Balabolka:LOC,Sam:PRS"
,"TTS:ORG,open source:ORG"
Acapela-Box:LOC,TTS:ORG
,Balabolka:LOC
Edit:PRS,TTS:ORG
,"Sam:PRS,Google Cloud:ORG,TTS:ORG,Balabolka:LOC,Sam:PRS"
"ATTNaturalVoices:PRS,TPB:ORG","Google:ORG,TTS:ORG,Amazons Polly:PRS"
"Edit:PRS,Edit:PRS,i slutet:TME","Google:ORG,TTS:ORG,Amazon Polly:ORG"
,"Sam:PRS,Google:ORG"
,Google:ORG
,"Google Cloud:ORG,Balabolka:LOC"
,"Balabolka:LOC,Sam:PRS"
,Koffein:LOC
,
,
,
,Koffein:LOC
,"Koffein:LOC,Koffein:LOC"
,Koffein:LOC
,
,
,Koffein:LOC
,Koffein:LOC
,
,DC:LOC
,DC:ORG
,DC:ORG
,"DC:ORG,DC:LOC"
,"DC:ORG,Sony:ORG,DC:LOC"
,
,
,
,
,
,
,
,
flashback:LOC,
,
,
sthlm:LOC,"Smedis:LOC,Youtube:ORG,Stockholmspolisen:LOC"
,
,
,
tyskland:LOC,
stockholm:LOC,Sverige:LOC
mr:PRS,
"Patrik Fürstenhoff:PRS,Haninge:LOC,Patrik:PRS,flashback:LOC",Valentino:PRS
"Sthlm-Uppsala:LOC,på under 10min:TME",Youtube:ORG
"Patrik furstenhoff:PRS,haninge:LOC,Subaru:OBJ,nurnberg:PRS",Sthlm:LOC
,Sthlm:LOC
"Norrland:LOC,Danderyd:LOC","Bjurholm:LOC,Dorotea:LOC,Vilhelmina:LOC,Åsele:LOC,Storuman:LOC,Kenta:PRS,Danderyd:LOC,Årjäng:LOC,Piteå:LOC,Piteå:LOC,länge:TME,Skåne:LOC,Blekinge-kommunerna:ORG,Bjuv:LOC,Klippan:LOC,Sjöbo:LOC,Hörby:LOC,Sölvesborg:LOC,Skåne:LOC,Blekinge:LOC,Borlänge:LOC,Söderhamn:LOC,Borlänge:LOC,Söderhamn:LOC,Skåne:LOC,Skåne:LOC,Blekinge:LOC"
,"Bjurholm:LOC,Dorotea:LOC,Norsjö:LOC,Ragunda:LOC,Storuman:LOC,Vilhelmina:LOC,Åsele:LOC,Arjeplog:LOC,Kalle:PRS,Danderyd:LOC,Plus:ORG,Danderyd:LOC,Årjäng:LOC,Västsverige:LOC,Skåne:LOC,Piteå:LOC,Skåne:LOC,Blekinge:LOC,Bjuv:LOC,Bromölla:LOC,Eslöv:LOC,Helsingborg:LOC,Hässleholm:LOC,Hörby:LOC,Höör:LOC,Klippan:LOC,Kristianstad:LOC,Landskrona:LOC,Malmö:LOC,Osby:LOC,Sjöbo:LOC,Skurup:LOC,Svalöv:LOC,Svedala:LOC,Sölvesborg:LOC,Tomelilla:LOC,Trelleborg:LOC,Åstorp:LOC,Örkelljunga:LOC,Östra Göinge:LOC,Karlskrona:LOC,Skåne:LOC,Skåne:LOC,Söderhamn:LOC"
,"Norrland:LOC,Danderyd:LOC,Årjäng:LOC,Skåne:LOC,Borlänge:LOC,Söderhamn:LOC,Stockholm:LOC,Borlänge:LOC,i flera år:TME"
Edit:PRS,"Bjurholm:LOC,Dorotea:LOC,Åsele:LOC,Vilhelmina:LOC,Kjell:PRS,Danderyd:LOC,Danderyd:LOC,länge:TME,Piteå:LOC,Piteå:LOC,Skåne:LOC,Skåne:LOC,Borlänge:LOC,Söderhamn:LOC,Borlänge:LOC,Söderhamn:LOC,Skåne:LOC,Blekinge:LOC"
"norrland:LOC,Strömsund:LOC","Kalle:PRS,Lisa:PRS,Norrlands:LOC,Danderyd:LOC,Årjäng:LOC,Piteå:LOC,Piteå:LOC,Årjäng:LOC,Skåne:LOC,Blekinge:LOC,Borlänge:LOC,Söderhamn:LOC,Borlänge:LOC,Söderhamn:LOC,Skåne:LOC,Blekinge:LOC"
Överkalix:LOC,"Bjurholm:LOC,Dorotea:LOC,Vilhelmina:LOC,Åsele:LOC,Kalle:PRS,Danderyd:LOC,Årjäng:LOC,Piteå:LOC,Skåne:LOC,Skåne:LOC,Söderhamn:LOC,norrlands:LOC,Skåne:LOC,Blekinge:LOC"
,"Bjurholm:LOC,Dorotea:LOC,Åsele:LOC,Vilhelmina:LOC,Storuman:LOC,Norsjö:LOC,Arjeplog:LOC,Ragunda:LOC,Kalle:PRS,Norrlands:LOC,Danderyd:LOC,Årjäng:LOC,Piteå:LOC,Piteå:LOC,Skåne:LOC,Bjuv:LOC,Landskrona:LOC,Helsingborg:LOC,Malmö:LOC,Trelleborg:LOC,Kristianstad:LOC,Sölvesborg:LOC,Borlänge:LOC,Söderhamn:LOC,Borlänge:LOC,Söderhamn:LOC,Skåne:LOC,Blekinge:LOC,Borlänge:LOC,Söderhamn:LOC"
"Staffangymnasiet:ORG,Söderhamn:LOC,Sveigedemokraterna:ORG,32%:MSR,Ljusneskolan:LOC,Söderhamn:LOC,37%:MSR,http://helahalsingland.se/soderhamn/1.2350924-var-fjarde-elev-rostade-pa-sd:LOC","Bjurholm:LOC,Dorotea:LOC,Åsele:LOC,Vilhelmina:LOC,Storuman:LOC,Arjeplog:LOC,Kjell:PRS,Norrlands:LOC,Danderyd:LOC,Danderyd:LOC,Tanum:LOC,Årjäng:LOC,Piteå:LOC,Piteå:LOC,Luleå:LOC,Skåne:LOC,Skåne:LOC,Skåne:LOC,Blekinge:LOC,Sölvesborg:LOC,Karlskrona:LOC,Borlänge:LOC,Söderhamn:LOC,Söderhamn:LOC"
,"Kalle:PRS,Danderyd:LOC,Årjäng:LOC,Piteå:LOC,Skåne:LOC,Blekinge:LOC,Norrlands:LOC,Borlänge:LOC,Söderhamn:LOC,Borlänge:LOC"
"Söderhamn:LOC,norrland:LOC,Sd:LOC,Sverige:LOC,Amerika:LOC","norrlandsgrej:LOC,Danderyd:LOC,Danderyd:LOC,Piteå:LOC,Piteå:LOC,Skåne:LOC,Blekinge:LOC,Skåne:LOC,Bjuv:LOC,Bromölla:LOC,Borlänge:LOC,Söderhamn:LOC,Söderhamn:LOC,Norrlandsstad:LOC,Skåne:LOC"
"sverige:LOC,danmark:LOC,sydsverige:LOC,Tyskland:LOC,under andra världskriget:TME,skåne Malmö:LOC,helsingborg:LOC,landskrona:LOC,kristianstad:LOC,skåne:LOC","SD:s:ORG,Danderyd:LOC,Danderyd:LOC,Årjäng:LOC,Piteå:LOC,Piteå:LOC,Skåne:LOC,Skåne:LOC,Blekinge:LOC,Sverige:LOC,Stockholm:LOC,Borlänge:LOC,Söderhamn:LOC,Borlänge:LOC,Söderhamn:LOC"
