Abstract_POS_Counts,Generated_Abstract_POS_Counts
ADP:4 | ADV:1 | AUX:3 | DET:1 | NOUN:6 | PART:1 | PRON:7 | PUNCT:2 | SCONJ:3 | VERB:4,ADJ:4 | ADP:5 | ADV:7 | AUX:3 | CCONJ:2 | DET:3 | NOUN:10 | PART:3 | PRON:5 | PROPN:1 | PUNCT:7 | SCONJ:2 | VERB:8
ADJ:1 | ADP:1 | ADV:1 | AUX:1 | DET:2 | NOUN:3 | PRON:1 | PUNCT:2 | VERB:1,ADJ:4 | ADP:3 | ADV:5 | AUX:1 | CCONJ:1 | DET:4 | NOUN:9 | PART:1 | PRON:6 | PROPN:1 | PUNCT:6 | SCONJ:1 | SYM:1 | VERB:7
ADP:1 | ADV:3 | AUX:1 | DET:1 | NOUN:1 | PART:2 | PRON:2 | PUNCT:2 | VERB:3,ADJ:5 | ADP:3 | ADV:10 | AUX:1 | CCONJ:2 | DET:5 | INTJ:1 | NOUN:6 | PART:2 | PRON:7 | PUNCT:7 | SCONJ:2 | VERB:9
ADJ:1 | ADP:1 | ADV:2 | AUX:2 | CCONJ:1 | NOUN:2 | PROPN:2 | PUNCT:2 | VERB:2,ADJ:19 | ADP:16 | ADV:27 | AUX:9 | CCONJ:10 | DET:3 | NOUN:41 | PART:2 | PRON:17 | PROPN:6 | PUNCT:30 | SCONJ:8 | SPACE:1 | SYM:4 | VERB:24
ADJ:1 | ADP:4 | ADV:2 | AUX:2 | CCONJ:1 | NOUN:5 | PART:1 | PRON:3 | PROPN:1 | PUNCT:1 | SCONJ:1 | VERB:3,ADJ:12 | ADP:10 | ADV:23 | AUX:8 | CCONJ:10 | DET:2 | NOUN:29 | PART:4 | PRON:9 | PROPN:9 | PUNCT:22 | SCONJ:3 | SYM:6 | VERB:16
ADJ:2 | ADP:1 | ADV:1 | AUX:1 | CCONJ:1 | NOUN:2 | PRON:1 | PROPN:1 | PUNCT:2 | SCONJ:1 | VERB:1,ADJ:18 | ADP:14 | ADV:32 | AUX:15 | CCONJ:10 | DET:4 | NOUN:50 | PART:1 | PRON:18 | PROPN:11 | PUNCT:66 | SCONJ:7 | SYM:6 | VERB:23
ADJ:1 | ADP:1 | ADV:7 | AUX:4 | CCONJ:1 | NOUN:4 | PRON:2 | PUNCT:5 | VERB:2,ADJ:13 | ADP:10 | ADV:28 | AUX:12 | CCONJ:12 | DET:7 | NOUN:31 | NUM:1 | PART:7 | PRON:15 | PROPN:6 | PUNCT:22 | SCONJ:7 | SYM:5 | VERB:28
ADJ:6 | ADP:9 | ADV:14 | AUX:6 | CCONJ:3 | DET:4 | NOUN:13 | NUM:1 | PART:3 | PRON:9 | PROPN:2 | PUNCT:8 | SCONJ:3 | VERB:11,ADJ:14 | ADP:15 | ADV:28 | AUX:7 | CCONJ:9 | DET:5 | NOUN:36 | PART:2 | PRON:14 | PROPN:5 | PUNCT:29 | SCONJ:6 | SYM:5 | VERB:23
ADP:1 | ADV:1 | NOUN:3 | PROPN:2 | PUNCT:4 | VERB:1,ADJ:12 | ADP:15 | ADV:24 | AUX:11 | CCONJ:10 | DET:8 | NOUN:33 | NUM:1 | PART:3 | PRON:16 | PROPN:12 | PUNCT:27 | SCONJ:9 | SYM:5 | VERB:26
ADJ:1 | ADP:3 | ADV:3 | AUX:1 | CCONJ:2 | NOUN:8 | PRON:1 | PROPN:3 | PUNCT:3 | SYM:8 | VERB:3,ADJ:14 | ADP:11 | ADV:32 | AUX:12 | CCONJ:13 | DET:9 | INTJ:1 | NOUN:41 | NUM:4 | PART:2 | PRON:21 | PROPN:4 | PUNCT:33 | SCONJ:10 | SYM:4 | VERB:32
ADJ:3 | ADP:6 | ADV:5 | AUX:4 | CCONJ:3 | NOUN:6 | PART:1 | PRON:4 | PROPN:1 | PUNCT:2 | SCONJ:2 | VERB:7,ADJ:25 | ADP:20 | ADV:30 | AUX:12 | CCONJ:14 | DET:8 | NOUN:51 | NUM:1 | PART:5 | PRON:25 | PROPN:4 | PUNCT:50 | SCONJ:8 | SYM:8 | VERB:36
ADP:3 | ADV:2 | NOUN:2 | PART:2 | PRON:3 | PUNCT:2 | VERB:3,ADJ:28 | ADP:26 | ADV:36 | AUX:24 | CCONJ:18 | DET:11 | NOUN:72 | NUM:8 | PART:7 | PRON:35 | PROPN:6 | PUNCT:69 | SCONJ:10 | SYM:11 | VERB:41
ADJ:4 | ADP:9 | ADV:10 | AUX:5 | CCONJ:1 | DET:2 | NOUN:13 | NUM:1 | PART:3 | PRON:9 | PROPN:2 | PUNCT:5 | SCONJ:1 | VERB:8,ADJ:22 | ADP:24 | ADV:32 | AUX:19 | CCONJ:12 | DET:11 | NOUN:61 | NUM:4 | PART:10 | PRON:27 | PROPN:4 | PUNCT:42 | SCONJ:12 | SYM:6 | VERB:36
ADJ:25 | ADP:30 | ADV:34 | AUX:21 | CCONJ:8 | DET:13 | NOUN:50 | NUM:3 | PART:8 | PRON:45 | PROPN:3 | PUNCT:29 | SCONJ:14 | VERB:38,ADJ:16 | ADP:26 | ADV:30 | AUX:18 | CCONJ:13 | DET:8 | NOUN:68 | NUM:1 | PART:10 | PRON:32 | PROPN:6 | PUNCT:82 | SCONJ:6 | SYM:12 | VERB:44
ADP:3 | ADV:1 | AUX:1 | DET:1 | NOUN:5 | PRON:1 | PUNCT:3 | VERB:3,ADJ:22 | ADP:30 | ADV:27 | AUX:17 | CCONJ:8 | DET:10 | NOUN:63 | NUM:5 | PART:7 | PRON:34 | PROPN:8 | PUNCT:58 | SCONJ:12 | SYM:11 | VERB:38
ADP:1 | NOUN:1 | PART:1 | PRON:2 | PUNCT:1 | VERB:1,ADJ:11 | ADP:15 | ADV:15 | AUX:8 | CCONJ:9 | DET:6 | NOUN:32 | NUM:1 | PART:5 | PRON:13 | PROPN:1 | PUNCT:12 | SCONJ:5 | VERB:18
ADJ:2 | ADP:4 | ADV:1 | AUX:2 | DET:2 | NOUN:12 | PUNCT:3 | VERB:1,ADJ:2 | ADP:2 | ADV:5 | AUX:1 | CCONJ:2 | DET:1 | NOUN:7 | PRON:1 | PUNCT:23 | SYM:1 | VERB:3
ADJ:7 | ADP:10 | ADV:4 | AUX:6 | CCONJ:2 | DET:5 | NOUN:10 | NUM:1 | PART:2 | PRON:12 | PROPN:3 | PUNCT:4 | SCONJ:1 | VERB:9,ADJ:7 | ADP:7 | ADV:14 | AUX:7 | CCONJ:5 | DET:2 | INTJ:1 | NOUN:14 | PART:3 | PRON:12 | PROPN:1 | PUNCT:13 | SCONJ:3 | VERB:12
ADJ:2 | ADP:10 | ADV:3 | AUX:5 | CCONJ:3 | DET:2 | NOUN:17 | PART:2 | PRON:6 | PUNCT:9 | SCONJ:5 | VERB:10,ADJ:11 | ADP:6 | ADV:14 | AUX:8 | CCONJ:6 | DET:2 | INTJ:1 | NOUN:17 | NUM:1 | PART:4 | PRON:12 | PUNCT:14 | SCONJ:1 | VERB:13
ADJ:4 | ADP:1 | ADV:2 | AUX:1 | CCONJ:1 | DET:3 | NOUN:5 | PUNCT:4 | VERB:1,ADJ:9 | ADP:6 | ADV:14 | AUX:14 | CCONJ:7 | DET:5 | NOUN:21 | PART:6 | PRON:21 | PUNCT:13 | SCONJ:6 | VERB:18
ADJ:5 | ADP:3 | ADV:3 | AUX:1 | DET:4 | NOUN:6 | PART:3 | PRON:4 | PUNCT:5 | SCONJ:1 | SYM:1 | VERB:5,ADJ:8 | ADP:5 | ADV:16 | AUX:9 | CCONJ:7 | DET:1 | NOUN:16 | NUM:1 | PART:2 | PRON:12 | PUNCT:9 | SCONJ:5 | VERB:12
ADJ:2 | ADP:1 | AUX:1 | DET:1 | NOUN:1 | PRON:1 | PROPN:1 | PUNCT:2 | VERB:1,ADJ:15 | ADP:13 | ADV:27 | AUX:17 | CCONJ:8 | DET:6 | NOUN:36 | NUM:4 | PART:6 | PRON:16 | PUNCT:29 | SCONJ:12 | SYM:1 | VERB:29
ADJ:16 | ADP:16 | ADV:12 | AUX:14 | CCONJ:11 | DET:13 | NOUN:23 | NUM:3 | PART:10 | PRON:23 | PROPN:3 | PUNCT:17 | SCONJ:4 | VERB:25,ADJ:17 | ADP:13 | ADV:31 | AUX:10 | CCONJ:13 | DET:6 | INTJ:1 | NOUN:27 | PART:3 | PRON:27 | PROPN:1 | PUNCT:26 | SCONJ:12 | VERB:22
ADJ:1 | ADP:1 | ADV:1 | AUX:1 | NOUN:5 | PUNCT:1,ADJ:14 | ADP:15 | ADV:28 | AUX:8 | CCONJ:12 | DET:6 | INTJ:1 | NOUN:28 | PART:10 | PRON:23 | PROPN:1 | PUNCT:25 | SCONJ:9 | VERB:26
ADJ:1 | ADP:1 | ADV:1 | NOUN:6 | PRON:2 | PUNCT:1 | VERB:1,ADJ:20 | ADP:15 | ADV:28 | AUX:11 | CCONJ:8 | DET:10 | NOUN:27 | PART:4 | PRON:36 | PROPN:2 | PUNCT:27 | SCONJ:11 | VERB:24
ADV:1 | NOUN:5 | PUNCT:1 | SCONJ:1 | VERB:1,ADJ:16 | ADP:8 | ADV:25 | AUX:9 | CCONJ:8 | DET:7 | INTJ:1 | NOUN:25 | PART:3 | PRON:21 | PUNCT:18 | SCONJ:11 | VERB:23
ADJ:2 | ADP:1 | ADV:1 | AUX:1 | DET:3 | NOUN:6 | PART:2 | PRON:1 | PUNCT:1 | SCONJ:1 | VERB:2,ADJ:7 | ADP:16 | ADV:32 | AUX:10 | CCONJ:8 | DET:7 | INTJ:1 | NOUN:26 | PART:8 | PRON:24 | PROPN:2 | PUNCT:19 | SCONJ:10 | VERB:29
ADP:5 | ADV:3 | AUX:1 | CCONJ:1 | DET:1 | NOUN:6 | PART:1 | PRON:3 | PUNCT:7 | VERB:5,ADJ:21 | ADP:13 | ADV:31 | AUX:6 | CCONJ:13 | DET:10 | INTJ:1 | NOUN:26 | NUM:1 | PART:1 | PRON:12 | PROPN:3 | PUNCT:26 | SCONJ:9 | VERB:17
ADJ:1 | ADV:2 | AUX:1 | CCONJ:1 | DET:2 | NOUN:5 | PART:1 | PRON:2 | PUNCT:2 | VERB:1,ADJ:23 | ADP:9 | ADV:29 | AUX:14 | CCONJ:15 | DET:6 | INTJ:1 | NOUN:26 | PART:5 | PRON:26 | PROPN:1 | PUNCT:25 | SCONJ:10 | VERB:25
ADJ:2 | ADP:1 | ADV:1 | CCONJ:1 | DET:1 | NOUN:6 | PRON:2 | PUNCT:1 | VERB:3,ADJ:12 | ADP:20 | ADV:30 | AUX:12 | CCONJ:11 | DET:10 | INTJ:1 | NOUN:36 | NUM:1 | PART:9 | PRON:19 | PROPN:2 | PUNCT:25 | SCONJ:11 | SYM:2 | VERB:29
ADV:1 | CCONJ:2 | NOUN:4 | PRON:1 | PUNCT:1 | VERB:2,ADJ:14 | ADP:12 | ADV:23 | AUX:8 | CCONJ:7 | DET:5 | NOUN:18 | PART:6 | PRON:23 | PROPN:1 | PUNCT:21 | SCONJ:10 | VERB:22
ADJ:2 | ADP:1 | ADV:1 | AUX:1 | NOUN:7 | PART:2 | PRON:1 | PUNCT:1 | SCONJ:2 | VERB:3,ADJ:17 | ADP:17 | ADV:28 | AUX:10 | CCONJ:10 | DET:4 | NOUN:32 | NUM:1 | PART:6 | PRON:22 | PROPN:1 | PUNCT:19 | SCONJ:11 | VERB:23
ADV:1 | NOUN:1 | PRON:1 | PUNCT:1 | VERB:2,ADJ:14 | ADP:12 | ADV:19 | AUX:8 | CCONJ:8 | DET:9 | INTJ:1 | NOUN:28 | PART:4 | PRON:23 | PROPN:1 | PUNCT:16 | SCONJ:6 | SYM:1 | VERB:19
ADJ:1 | ADP:2 | DET:2 | NOUN:5 | NUM:1 | PART:1 | PRON:1 | PUNCT:4 | VERB:1,ADJ:15 | ADP:18 | ADV:21 | AUX:6 | CCONJ:9 | DET:8 | NOUN:27 | PART:3 | PRON:18 | PROPN:2 | PUNCT:22 | SCONJ:7 | SYM:1 | VERB:18
ADJ:3 | ADP:4 | ADV:1 | AUX:2 | CCONJ:1 | DET:1 | NOUN:4 | PRON:3 | PROPN:1 | PUNCT:3 | SCONJ:1 | VERB:3,ADJ:25 | ADP:18 | ADV:24 | AUX:9 | CCONJ:10 | DET:7 | NOUN:35 | PART:3 | PRON:23 | PROPN:2 | PUNCT:29 | SCONJ:9 | SYM:2 | VERB:20
ADJ:2 | ADP:4 | ADV:3 | CCONJ:2 | DET:1 | NOUN:4 | NUM:1 | PART:3 | PRON:7 | PROPN:3 | PUNCT:4 | SCONJ:1 | VERB:9,ADJ:22 | ADP:13 | ADV:22 | AUX:9 | CCONJ:9 | DET:9 | NOUN:29 | PART:4 | PRON:21 | PUNCT:18 | SCONJ:5 | SYM:1 | VERB:23
ADJ:4 | ADP:1 | ADV:5 | AUX:1 | CCONJ:1 | NOUN:1 | NUM:1 | PART:1 | PRON:4 | PUNCT:5 | SCONJ:2 | VERB:4,ADJ:12 | ADP:13 | ADV:27 | AUX:10 | CCONJ:5 | DET:8 | NOUN:39 | NUM:2 | PART:5 | PRON:24 | PUNCT:28 | SCONJ:12 | VERB:29
ADJ:2 | ADP:4 | ADV:4 | AUX:2 | CCONJ:1 | DET:1 | NOUN:9 | NUM:1 | PRON:4 | PROPN:1 | PUNCT:5 | SCONJ:2 | VERB:4,ADJ:1 | ADP:5 | ADV:11 | AUX:1 | CCONJ:3 | NOUN:11 | PRON:10 | PROPN:7 | PUNCT:14 | SCONJ:5 | VERB:9
ADP:3 | ADV:9 | AUX:1 | NOUN:3 | PRON:4 | PROPN:2 | PUNCT:10 | VERB:2,ADJ:10 | ADP:12 | ADV:20 | AUX:7 | CCONJ:13 | DET:6 | NOUN:33 | PART:2 | PRON:23 | PROPN:14 | PUNCT:28 | SCONJ:10 | SYM:1 | VERB:24
NOUN:1 | PROPN:1 | PUNCT:2,ADJ:9 | ADP:14 | ADV:34 | AUX:3 | CCONJ:12 | DET:2 | INTJ:1 | NOUN:24 | PART:2 | PRON:22 | PROPN:16 | PUNCT:28 | SCONJ:8 | SYM:4 | VERB:24
ADJ:4 | ADP:6 | ADV:7 | AUX:7 | CCONJ:1 | DET:2 | NOUN:8 | PART:2 | PRON:10 | PROPN:11 | PUNCT:16 | SCONJ:4 | VERB:9,ADJ:5 | ADP:8 | ADV:19 | AUX:6 | CCONJ:8 | DET:2 | NOUN:17 | PART:2 | PRON:12 | PROPN:15 | PUNCT:19 | SCONJ:7 | SYM:3 | VERB:12
ADP:1 | ADV:3 | AUX:1 | CCONJ:2 | NOUN:2 | NUM:1 | PRON:2 | PROPN:3 | PUNCT:3 | VERB:1,ADJ:4 | ADP:8 | ADV:15 | AUX:3 | CCONJ:5 | DET:1 | NOUN:16 | PART:2 | PRON:9 | PROPN:14 | PUNCT:16 | SCONJ:6 | SYM:3 | VERB:10
ADJ:9 | ADP:10 | ADV:18 | AUX:7 | CCONJ:8 | DET:4 | INTJ:1 | NOUN:25 | NUM:2 | PART:5 | PRON:15 | PROPN:9 | PUNCT:15 | SCONJ:4 | SYM:2 | VERB:19,ADJ:15 | ADP:12 | ADV:23 | AUX:6 | CCONJ:7 | DET:1 | INTJ:1 | NOUN:21 | PART:3 | PRON:25 | PROPN:11 | PUNCT:21 | SCONJ:6 | VERB:20
ADJ:8 | ADP:3 | ADV:3 | AUX:1 | CCONJ:4 | DET:2 | NOUN:5 | PRON:6 | PROPN:2 | PUNCT:8 | SCONJ:1 | VERB:7,ADJ:11 | ADP:12 | ADV:27 | AUX:6 | CCONJ:6 | DET:4 | NOUN:18 | PART:4 | PRON:17 | PROPN:8 | PUNCT:19 | SCONJ:5 | VERB:18
ADJ:4 | ADP:3 | ADV:1 | AUX:1 | CCONJ:1 | DET:1 | NOUN:3 | PART:1 | PRON:3 | PROPN:6 | PUNCT:3 | VERB:3,ADJ:9 | ADP:10 | ADV:24 | AUX:5 | CCONJ:5 | DET:5 | NOUN:15 | PART:2 | PRON:20 | PROPN:7 | PUNCT:14 | SCONJ:9 | VERB:20
ADP:2 | ADV:1 | DET:2 | NOUN:2 | PROPN:2 | PUNCT:2 | VERB:1,ADJ:16 | ADP:11 | ADV:30 | AUX:8 | CCONJ:3 | DET:3 | NOUN:13 | PART:2 | PRON:30 | PROPN:10 | PUNCT:22 | SCONJ:6 | VERB:19
ADJ:3 | ADP:2 | ADV:2 | CCONJ:2 | DET:1 | NOUN:2 | PROPN:2 | PUNCT:3 | VERB:3,ADJ:13 | ADP:14 | ADV:28 | AUX:12 | CCONJ:5 | DET:4 | NOUN:18 | PART:4 | PRON:20 | PROPN:14 | PUNCT:23 | SCONJ:9 | VERB:20
AUX:1 | DET:1 | NOUN:1 | PART:1 | PRON:1 | PUNCT:1,ADJ:17 | ADP:23 | ADV:27 | AUX:12 | CCONJ:12 | DET:10 | NOUN:60 | NUM:2 | PART:6 | PRON:20 | PROPN:1 | PUNCT:49 | SCONJ:11 | SYM:6 | VERB:22
ADJ:7 | ADP:8 | ADV:15 | AUX:10 | CCONJ:9 | DET:5 | NOUN:21 | PART:3 | PRON:11 | PUNCT:11 | SCONJ:4 | VERB:8,ADJ:19 | ADP:16 | ADV:22 | AUX:5 | CCONJ:12 | DET:5 | NOUN:54 | PART:2 | PRON:17 | PROPN:1 | PUNCT:45 | SCONJ:11 | SYM:4 | VERB:22
ADJ:6 | ADP:1 | ADV:1 | AUX:4 | CCONJ:2 | DET:3 | INTJ:1 | NOUN:19 | PROPN:6 | PUNCT:8 | SYM:13 | VERB:3,ADJ:15 | ADP:16 | ADV:20 | AUX:6 | CCONJ:8 | DET:8 | NOUN:41 | PART:4 | PRON:16 | PROPN:3 | PUNCT:34 | SCONJ:14 | SYM:3 | VERB:19
ADJ:2 | ADP:3 | ADV:2 | AUX:2 | DET:1 | NOUN:6 | PRON:1 | PUNCT:5 | VERB:1,ADJ:20 | ADP:20 | ADV:29 | AUX:12 | CCONJ:11 | DET:8 | NOUN:56 | NUM:1 | PART:3 | PRON:23 | PUNCT:37 | SCONJ:6 | SYM:6 | VERB:24
