Abstract_POS_Counts,Generated_Abstract_POS_Counts
ADJ:1 | ADP:2 | ADV:6 | AUX:1 | CCONJ:1 | DET:2 | NOUN:4 | PRON:2 | PUNCT:3 | SPACE:1 | VERB:3,ADJ:2 | ADP:3 | ADV:3 | CCONJ:2 | DET:3 | NOUN:8 | PRON:1 | PROPN:1 | PUNCT:3 | VERB:2
ADJ:2 | ADV:2 | AUX:1 | NOUN:2 | PART:1 | PRON:1 | PUNCT:2,ADJ:4 | ADP:1 | ADV:2 | CCONJ:2 | NOUN:4 | PART:1 | PRON:1 | PUNCT:3 | VERB:4
ADJ:5 | ADP:6 | ADV:7 | AUX:6 | CCONJ:2 | DET:2 | NOUN:9 | PART:3 | PRON:3 | PROPN:2 | PUNCT:6 | SCONJ:1 | SPACE:1 | VERB:5,ADJ:2 | ADP:4 | ADV:3 | AUX:1 | CCONJ:2 | DET:2 | NOUN:8 | PART:1 | PRON:1 | PUNCT:3 | VERB:3
ADJ:2 | ADP:4 | ADV:4 | AUX:1 | CCONJ:1 | DET:2 | NOUN:5 | PART:1 | PRON:2 | PUNCT:2 | VERB:4,ADJ:3 | ADP:4 | ADV:2 | CCONJ:1 | DET:1 | NOUN:8 | PART:1 | PROPN:1 | PUNCT:3 | VERB:2
ADJ:4 | ADP:8 | ADV:9 | AUX:5 | CCONJ:3 | DET:4 | NOUN:17 | PART:1 | PRON:8 | PROPN:8 | PUNCT:8 | SCONJ:3 | SPACE:3 | SYM:4 | VERB:5,ADJ:1 | ADP:2 | ADV:3 | CCONJ:1 | DET:1 | NOUN:3 | PART:1 | PRON:1 | PUNCT:3 | SCONJ:2 | VERB:3
ADJ:3 | ADP:3 | ADV:3 | CCONJ:2 | DET:1 | NOUN:2 | PRON:5 | PUNCT:4 | VERB:5,ADJ:2 | ADP:2 | ADV:5 | AUX:2 | CCONJ:1 | NOUN:5 | PART:1 | PRON:4 | PUNCT:3 | SCONJ:1 | VERB:3
ADJ:1 | ADP:4 | ADV:1 | CCONJ:1 | NOUN:5 | PART:1 | PRON:3 | PUNCT:3 | SCONJ:2 | VERB:3,ADJ:2 | ADV:2 | AUX:1 | CCONJ:1 | NOUN:4 | PART:2 | PRON:1 | PUNCT:3 | SCONJ:1 | VERB:2
ADJ:3 | ADP:4 | ADV:1 | DET:2 | NOUN:2 | NUM:1 | PART:1 | PRON:1 | PROPN:2 | PUNCT:3 | VERB:5,ADJ:2 | ADP:1 | ADV:1 | AUX:1 | CCONJ:2 | DET:1 | NOUN:5 | PUNCT:2 | VERB:1
ADJ:14 | ADP:22 | ADV:14 | AUX:7 | CCONJ:7 | DET:4 | NOUN:43 | NUM:2 | PART:3 | PRON:16 | PROPN:16 | PUNCT:39 | SCONJ:5 | SPACE:8 | VERB:16,ADJ:2 | ADV:2 | CCONJ:1 | NOUN:2 | PART:2 | PUNCT:3 | SCONJ:1 | VERB:3
ADJ:4 | ADP:1 | ADV:7 | DET:2 | NOUN:7 | PART:1 | PRON:6 | PUNCT:4 | SCONJ:1 | SPACE:1 | VERB:6,ADP:1 | CCONJ:1 | DET:1 | NOUN:7 | NUM:1 | PROPN:1 | PUNCT:3
ADP:3 | ADV:2 | AUX:1 | DET:1 | NOUN:4 | NUM:1 | PRON:1 | PROPN:1 | PUNCT:5 | SCONJ:1 | VERB:2,ADJ:5 | ADP:2 | ADV:1 | DET:1 | NOUN:3 | PRON:2 | PROPN:2 | PUNCT:3 | SCONJ:2 | VERB:2
ADJ:5 | ADP:3 | ADV:9 | AUX:4 | CCONJ:3 | DET:4 | NOUN:6 | NUM:1 | PART:1 | PRON:4 | PUNCT:4 | SPACE:1 | VERB:6,ADJ:2 | ADP:1 | NOUN:3 | PRON:2 | PROPN:1 | PUNCT:3 | SCONJ:2 | VERB:1
PRON:1 | PUNCT:2 | SCONJ:1,ADJ:3 | ADP:6 | CCONJ:2 | DET:2 | NOUN:9 | PRON:1 | PROPN:2 | PUNCT:4 | SCONJ:1 | VERB:1
ADP:7 | ADV:11 | AUX:2 | CCONJ:2 | DET:3 | NOUN:9 | PART:1 | PRON:7 | PROPN:1 | PUNCT:7 | SCONJ:1 | SPACE:1 | VERB:9,ADJ:2 | ADP:2 | ADV:3 | AUX:1 | CCONJ:1 | DET:1 | NOUN:6 | PART:2 | PRON:6 | PROPN:1 | PUNCT:4 | SCONJ:2 | VERB:4
