Abstract_Entities,Generated_Abstract_Entities
"Copenhagen:LOC,Seattle:LOC,robeph:PRS,Sverige:LOC",FDA:ORG
,"USA:LOC,Texas:LOC"
,
,Ica:ORG
,
,Sara:PRS
,vela:PRS
,
Stadsbiblioteket:LOC,"Akademibokhandeln:ORG,Östra Hamngatan:LOC,Nordstan:LOC,Barnes:PRS,Daidalos:PRS,Järntorget:LOC,Järntorget:LOC,Stadsbiblioteket:LOC,Götaplatsen:LOC"
"under sin tid:TME,Göran Persson:PRS","Persson:PRS,Nya moderaterna:WRK,Borg:PRS,Sahlin:PRS"
,
"Sverige:LOC,Stefan Löfven:PRS",
Hanif Bali:PRS,"Maggan:PRS,Andersson:PRS,Johan Pehrson:PRS,Märta Stenevi:PRS,Ulf Kristersson:PRS"
"Jimmie Åkesson:PRS,Annie Lööf:PRS,Jonas Sjöstedt:PRS","Magdalena Andersson:PRS,Elisabeth Svantesson:PRS,Johan Pehrson:PRS,Amanda Lind:PRS"
Mattias Karlsson:PRS,"Magdalena Andersson:PRS,Johan Pehrson:PRS,Karin Karlsbro:PRS,L:ORG"
"Porjus vattenkraftverk:ORG,Norrland:LOC",
,Seebeck:PRS
,
Siri:PRS,Seebeck:PRS
,"Peltier:PRS,Seebeck:PRS"
,Seebeck:PRS
,
,
,
,
Afghanistan:LOC,"Sverige:LOC,för 10–15 år sen:TME"
,
,
,
,
,
,
,
,
,
,
HBO Nordic:ORG,"Max:PRS,Max:PRS"
Seinfeld:LOC,"Max:PRS,Marvel:PRS"
,"Max:PRS,Marvel:PRS"
thåström:PRS,"Petter:PRS,Kent:PRS,Håkan Hellström:PRS,Veronica Maggio:PRS,Oskar Linnros:PRS,Daniel Adams-Ray:PRS,Timbuktu:LOC,Looptroop Rockers:PRS,Sandén:PRS,Sverige:LOC,Zara Larsson:PRS,Tove Lo:PRS,Robyn:PRS,Petter:PRS,Latin Kings:ORG"
"Daniel:PRS,The Tough Alliance:ORG,sveriges:LOC","Petter:PRS,Håkan Hellström:PRS,Veronica Maggio:PRS,Oskar Linnros:PRS,Miriam Bryant:PRS,Molly Sandén:PRS,Kent:PRS,USA:LOC,Robyn:PRS,Einár:PRS"
"Medina:PRS,Kartellen:PRS","Petter:PRS,Kent:PRS,Veronica Maggio:PRS,Sergels torg:LOC,Håkan Hellström:PRS,Oskar Linnros:PRS,Sveriges:LOC,Molly Sandén:PRS,Benjamin Ingrosso:PRS,Zara Larsson:PRS,USA:LOC,Sverige:LOC,Petter:PRS,Timbuktu:LOC"
"Petter:PRS,Sverige:LOC,Lorentz & Sakarias:PRS,Norlie & KKV:PRS,Zacke:PRS,Daniel Adams-Ray:PRS,USA:LOC,Sverige:LOC,Ken Ring:PRS","Petter:PRS,Petter:PRS,Ken Ring:PRS,Timbuktu:LOC,Veronica Maggio:PRS,Sergels torg:LOC,Håkan Hellström:PRS,Kent:PRS,Zara Larsson:PRS,Tove Lo:PRS,Molly Sandén:PRS,Miss Li:PRS,Einár:PRS,Sverige:LOC"
"Petter:PRS,Robyn:PRS,Tove Lo:PRS,Timbuktu:LOC,Kent:PRS,Ken Ring:PRS,Laleh:PRS,Veronica Maggio:PRS,Petra Marklund:PRS,Skandinavien:LOC,Skandinavien:LOC,Tove:PRS,Robyn:PRS,Avicii:PRS,Swedish House Maffia:ORG","Petter:PRS,Ken Ring:PRS,Petter:PRS,Veronica Maggio:PRS,Håkan Hellström:PRS,Sverige:LOC,Oskar Linnros:PRS,Bryant:PRS,Molly Sandén:PRS,Darin:PRS,Victor Leksell:PRS,Miss Li:PRS,Petter:PRS,TikTok:ORG,Sverige:LOC,Tove Lo:PRS,Max:PRS"
Google:ORG,
Goohs:PRS,
,
,
,mikro-ris:PRS
,
,"Mastercard:ORG,Handelsbanken:ORG,Trygg-Hansa:ORG,ERV:ORG,Handelsbankens:ORG,Vancouver:LOC,Handelsbankens:ORG,Vancouver:LOC"
,"Handelsbanken:ORG,ERV:ORG"
Vancouver:LOC,"Vancouver:LOC,EU:ORG"
,"Ring Handelsbankens:ORG,Mastercard:ORG,Trygg-Hansa:ORG,EU:ORG"
Zurich:LOC,"MasterCard:ORG,Handelsbanken Mastercard:ORG,Kanada:LOC,Handelsbanken:ORG"
,
"LO:ORG,Reinfeldt:PRS,Sverige:LOC","Syrien:LOC,Sverige:LOC"
"Fukuyamas:PRS,The End of History:WRK,Sovjetunionen:LOC,Kina:LOC,Indien:LOC,Reinfeldt:PRS,Bildt:PRS,Persson:PRS",Sverige:LOC
,"SD:s:ORG,Moderaterna:ORG"
,"Reinfeldt:PRS,Sverige:LOC"
,"Aleppo:LOC,Ryssland:LOC,Aleppo:LOC,USA:LOC"
,"Aleppo:LOC,Sverige:LOC,Ryssland:LOC,Rosenbad:LOC"
Syrien:LOC,"Facebook:ORG,Aleppo:LOC,Syrien:LOC,Syrian Observatory:ORG,Sverige:LOC"
al-Qaeda:ORG,"Aleppo:LOC,USA:LOC,Ryssland:LOC"
Aleppo:LOC,Aleppo:LOC
,hörni:PRS
"sveriges:LOC,sverige:LOC",
,
,Hitler:PRS
"Sverige:LOC,Farage:PRS,Trump:LOC,Orban:PRS,Polen:LOC",Marx:PRS
"Venezuela:LOC,Sverige:LOC","Sverige:LOC,Sverige:LOC,Sverige:LOC,Oslo:LOC,en helg:TME"
Facebook:PRS,
,Stockholm:LOC
,Stockholm:LOC
,
,"Åhléns:ORG,Sergels torg:LOC,Pressbyrån:ORG"
,"Centralen:LOC,Clas Ohlson-området:ORG"
,"Skinnarviksberget:LOC,Monteliusvägen:LOC,Strandvägen:LOC,Kungsträdgården:LOC,tidigare på kvällen:TME,SVT:ORG,Söder:LOC,Mariatorget:LOC"
Frauke:PRS,"Skansen:LOC,Monteliusvägen:LOC,Söder:LOC,Mariaberget:LOC,Hammarbybacken:LOC,Hornstull:LOC,Gamla stan:LOC,Bambi:PRS"
Slussen:LOC,"Monteliusvägen:LOC,Söder Mälarstrand:LOC,Skansen:LOC,Hammarby Sjöstad:ORG,Djurgården:LOC"
"Stockholmshem:LOC,Kista Studentbostäder:ORG","Forum:ORG,Stockholm:LOC"
,"Forum:ORG,Stockholm:LOC,diskberg:PRS,Stockholm:LOC,Stockholm:LOC"
,"Forum:ORG,Sthlm:LOC"
"Forum:ORG,i flera år:TME",Forum:ORG
"Frigg Sickla:LOC,AMA:ORG","Forum:ORG,Stockholm:LOC"
"Tele2s:ORG,Telenors:ORG,Telias:ORG,Stockholm:LOC","Comviq:ORG,Stockholm:LOC,ett par år:TME,Telia:ORG,Söder:LOC,Östermalm:LOC,Telia:ORG,Comviq:ORG,Halebop:PRS,Telia:ORG"
,"ett par år:TME,Sthlm:LOC,Telia:ORG,Halebop:PRS,Telia:ORG"
"Stockholm:LOC,Nynäshamn:LOC,Telias:ORG,Farsta:LOC","Comviq:ORG,Tele2:ORG,Stockholm:LOC,Söder:LOC,Vasastan:LOC,Telia:ORG,Telia:ORG,Comviq:ORG"
,"Comviq:ORG,Tele2:ORG,Stockholm:LOC,två år:TME,City/:LOC,Kungsholmen:LOC,Telia:ORG,Telia:ORG,Halebop:PRS"
Lasse Hölm:PRS,"Bromma:LOC,Kungsholmen:LOC,Sundbyberg:LOC"
"Enskede:LOC,Eriksdal, Universitetet:LOC,Östermalm:LOC,Kungliga tennishallen:ORG","Bromma:LOC,Kungsholmen:LOC,Solna:LOC,Bromma:LOC"
,"Bromma:LOC,Kungsholmen:LOC,Solna:LOC,Sundbyberg:LOC,Bromma:LOC,Kungsholmen:LOC"
,"Stallmästaregården:LOC,Ulla Winbladh:PRS,Djurgården:LOC,Stockholmsjul:LOC,Skansen:LOC,Stockholm:LOC,i december:TME"
"Ulriksdals:LOC,East:ORG","Ulla Winbladh:PRS,Djurgården:LOC,Janssons:PRS,Gamla stan:LOC"
"Wretman:PRS,Janssons:PRS","Östermalm:LOC,Ulla Winbladh:PRS,Djurgården:LOC"
"Hotel Reisen:ORG,Gamla Stan:LOC,Nordsjölax:LOC,Christian Hellberg:PRS,Niklas Ekstedt:PRS,Michelin:PRS,Gamla Riksarkivet:WRK,Carlshälls Gård:ORG,Långholmen:LOC,Stockholm:LOC,Oaxen:LOC,Winterwiken:ORG,Kaknästornet:LOC,Junibacken:LOC","Ulla Winbladh:PRS,Djurgården:LOC,Grönan:LOC,Janssons:PRS,Centralen:LOC"
,"Kungsgatan:LOC,Hötorget:LOC"
,"Stockholm:LOC,1–2 dagar:TME"
Stockholm:LOC,Sthlm:LOC
Sverige:LOC,"Stockholm Business Region:ORG,1–2 dagar:TME,Stockholm:LOC,SEB:ORG,Swedbank:ORG"
,Sthlm:LOC
,"Academic Work:ORG,Skatteverket:ORG,Trafikverket:ORG,SCB:ORG,Swedbank:ORG,Stockholm:LOC"
,
,
,Sthlm:LOC
,
,Sthlm:LOC
Taxi Stockholm:ORG,"Taxi Stockholm:ORG,Göteborg:LOC,Malmö:LOC"
Taxi Stockholm:LOC,"Stockholm:LOC,Göteborg:LOC,Taxi Kurir:ORG,Sverige:LOC"
Stockholm:LOC,"Stockholm:LOC,Taxi Göteborg:LOC"
"Sthlm:LOC,Ubers:ORG,UberX:ORG","Taxi Stockholm:ORG,Göteborg:LOC"
Stockholm:LOC,"Stockholm:LOC,Göteborg:LOC"
,
,MTR:ORG
,vela:PRS
"Guldheden:LOC,Klippan:LOC","Göteborg:LOC,Skansen:LOC,Haga:LOC,Hagabadet:LOC,tidigare på kvällen:TME"
,"Göteborg:LOC,Skansen Kronan:ORG,Skansberget:LOC,Ramberget:LOC,Slottsskogen:LOC,Eriksberg:LOC"
,"Göteborg:LOC,Slottsskogen:LOC,Skansen:LOC"
Kjell & Company:PRS,
,
,WiFi:t:PRS
"Homeplug:LOC,http://www.kjell.com/fraga-kjell/hur-funkar-det/natverk/hemnatverk/lokalt-tradbundet-natverk:LOC",
,
kjell:PRS,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,"Billy:PRS,Billy:PRS"
Billy:PRS,"Billy:PRS,Mort Walker:PRS,Billy:PRS,Billy Björn:PRS,Billy:PRS"
,
,
,
xperia Z:PRS,"S4 Active:OBJ,Xperia Z:PRS,S4 Active:OBJ"
"Stieg Larsson:PRS,Dexter:PRS",
,
,
,Blocket:WRK
,
,
,
,
,
,sexy edgy:ORG
,
,
,
,
,
,
,
,
,"IVO:ORG,TikTok:PRS"
,
,
,
,Polisens natt:WRK
,
,
Eliza CT:PRS,
D*niel M*nnberg:PRS,Sportbladet:WRK
,"Sportbladet:WRK,silly-rykten:LOC"
,"Aftonbladet:WRK,AB:ORG"
"D*niel M*nnberg:PRS,Luleå:LOC,Hockey:ORG",Sportbladet:WRK
,
Hockeylirarna:ORG,
,"Zlatan:LOC,Zlatan:LOC"
,"Söder:LOC,Rinkeby:LOC"
Malmö:LOC,"Söder:LOC,Rinkeby:LOC,Tensta:LOC"
,"Rinkeby:LOC,Anna Kettner:PRS"
,"Rinkeby:LOC,Kettner:PRS"
"Elisabeth Höglunds:PRS,Ingvar Storm:PRS,Gomorron Sverige:WRK",Anna:PRS
,"Söder:LOC,Rinkeby:LOC,Tensta:LOC"
"europa:LOC,Stockholm:LOC","Bromma:LOC,Rinkeby:LOC,Anna:PRS,Södermalm:LOC"
"SR:ORG,i 30 år:TME","Rinkeby:LOC,Söder:LOC,Anna:PRS"
Ang Höglund:PRS,"Söder:LOC,Rinkeby:LOC,Biskop:ORG,Kettner:PRS"
,Rinkeby:LOC
Sveriges:LOC,"Rinkeby:LOC,Södermalm:LOC,Anna Kettner:PRS"
"Aktuellts:ORG,Goebbels:PRS","Rinkeby:LOC,Rinkeby:LOC,i ett halvår:TME"
,"Söder:LOC,SVT:ORG,Sverige:LOC,Anna:PRS"
,Rinkeby:LOC
,Rinkeby:LOC
,"Söder:LOC,Rinkeby:LOC,Rinkeby:LOC,no-go-zon:EVN,SVT:LOC,Tensta:LOC,ett halvår:TME"
Rosengård:LOC,"Rinkeby:LOC,Täby:LOC"
"Kettner:PRS,rinkeby:LOC","Rinkeby:LOC,Anna Kettner:PRS"
Ingvar Storms:PRS,Rinkeby:LOC
"Lars Ohly:PRS,Ohly:PRS",Rinkeby:LOC
,
,om dagen:TME
,
,
,Benzo:PRS
,Benzo:PRS
horset:EVN,Benzo:PRS
,
,
,Strindberg:PRS
,
,Strindberg:PRS
,från 70-talet:TME
,
"Strindberg:PRS,Linda Skugge:PRS",
"Povel Ramel:PRS,Darwin:PRS,Povel Ramel:PRS,Carina:PRS",
,Strindberg:PRS
,
,
,Högsta domstolen:ORG
Hitler:PRS,Allan:PRS
,
,från 1973:TME
,
,
,från 1800-talet:TME
,
,1953 års:TME
Nicke:PRS,
,
,
Harry Martinson:PRS,Strindberg:PRS
"Flashback:LOC,even:PRS",
,Skatteverket:ORG
,Ica:ORG
,
Västerbotten:LOC,
,
,
,
,
,
,
"Cannes:LOC,Nice:LOC,St:LOC,Antibes:LOC,Staden:LOC,Cannes:LOC,Nice:LOC,Nice:LOC,Paris:LOC,Marseille:LOC","Strasbourg:LOC,Paris:LOC,Rivieran:LOC,off-season:PRS,Lyon:LOC"
,"Strasbourg:LOC,Riquewihr:PRS,Kaysersberg:LOC"
"Provence:LOC,Grasse:LOC,Cannes:LOC","Strasbourg:LOC,Annecy:PRS,Frankrike:LOC,Nice:LOC,Cannes:LOC,i sommaren:TME"
,"Strasbourg:LOC,Paris:LOC,Nice:LOC,Annecy:PRS"
"Nice:LOC,Cannes:LOC,St Tropez:LOC,St Tropez:LOC,Provence:LOC,rivieran:LOC,Provence:LOC","Strasbourg:LOC,Paris:LOC,Annecy:PRS"
"Nice:LOC,Sverige:LOC,Nice:LOC,Frankrikes:LOC,100 meter:MSR,Lenval-sjukhuset:ORG,Etap:LOC,Cote d'Azur:LOC,Vence:LOC,Antibes:LOC","Strasbourg:LOC,Frankrike:LOC,Annecy:PRS"
nästa sommar:TME,"Strasbourg:LOC,Nice:LOC,Cannes:LOC"
,"Strasbourg:LOC,Annecy:PRS,Paris:LOC"
"Thepiratebay:PRS,Thepiratebay:PRS",
,Stockholm:LOC
,
Arkies:ORG,Stockholm:LOC
,"Stockholm:LOC,billable:PRS"
,Stockholm:LOC
,
Arvidsjaur:LOC,Stockholm:LOC
,
,
,
,
,hela tiden:TME
"Anna Lindhs:PRS,Mikael Nilsson:PRS","FK:ORG,Perry Mason:PRS"
Peter Ahltin:PRS,
,
,
,
L:ORG,
RTFM:WRK,
,
,
,
,
,
,
Max Power:PRS,
,
"Filippinerna:LOC,Asien:LOC,Asien:LOC,Australien:LOC,Spanien:LOC","Filippinerna:LOC,Manila:LOC,Boracay:PRS,Palawan:LOC,Sydamerika:LOC,Manila:LOC,Argentina:LOC,Buenos Aires:LOC,Chile:LOC,Latinamerikas:LOC,Argentina:LOC,Chile:LOC"
,"Argentina:LOC,Chile:LOC,Filippinerna:LOC,Makati:LOC,Chile:LOC,Santiago:LOC,Sverige:LOC,Argentina:LOC,Filippinerna:LOC,Chile:LOC,Argentina:LOC"
Polen:LOC,"Filippinerna:LOC,Makati:LOC,Sydamerika:LOC,Argentina:LOC,Buenos Aires:LOC,Chile:LOC,Santiago:LOC,Chile:LOC,Argentina:LOC,Filippinerna:LOC"
"Mindanao:LOC,Mindanao:LOC","Filippinerna:LOC,några månader:TME,Cebu:LOC,Manila:LOC,Argentina:LOC,Buenos Aires:LOC,Chile:LOC,Santiago:LOC,Argentina:LOC,Chile:LOC"
,"Filippinerna:LOC,Cebu:LOC,varje dag:TME,Argentina:LOC,Buenos Aires:LOC,Chile:LOC,Santiago:LOC,Argentina:LOC,Chile:LOC"
Indien:LOC,"Chile:LOC,Argentina:LOC,Manila:LOC,Argentina:LOC,Buenos Aires:LOC,Chile:LOC,Santiago:LOC,Filippinerna:LOC,Argentina:LOC,Chile:LOC"
"indien:LOC,Indien:LOC","Filippinerna:LOC,Cebu:LOC,Argentina:LOC,Chile:LOC,Santiago:LOC,Latinamerika:LOC,Argentina:LOC,Chile:LOC"
Polen:LOC,"Chile:LOC,Santiago:LOC,Filippinerna:LOC,Makati:LOC,Chile:LOC,Argentina:LOC,Argentina:LOC,Filippinerna:LOC,Filippinerna:LOC,Chile:LOC,Argentina:LOC"
Polen:LOC,"Filippinerna:LOC,Makati:LOC,Manila:LOC,Chile:LOC,Chile:LOC,Sydamerikas:LOC,Santiago:LOC,Argentina:LOC,Chile:LOC,Filippinerna:LOC,Argentina:LOC,Chile:LOC"
,"Filippinerna:LOC,Chile:LOC,Argentina:LOC,Manila:LOC,Cebu:LOC,Argentina:LOC,Chile:LOC,Santiago:LOC,Chile:LOC,LatAm:LOC,Argentina:LOC,Chile:LOC"
,
thailand:LOC,Thailand:LOC
,Thailand:LOC
Bangkok:LOC,Thailand:LOC
,"Thailand:LOC,Thailand:LOC"
,
,
,
,
,
,
,
,
,Google:ORG
"http://www.skovdenyheter.se/nyhet/4521/atalas-festen-i-volvohuset:LOC,http://www.skovdenyheter.se/nyhet/4521/atalas-festen-i-volvohuset:LOC",GP:ORG
,Sveriges Domstolar:ORG
,Sveriges Domstolar:ORG
,
,
,
,Nike T90:OBJ
,
"Guamtanamo:LOC,Harold & Kumar:PRS,Magaluf:LOC,weed:PRS","weed:PRS,Magaluf:LOC,Spanien:LOC,Sverige:LOC"
Colombia:LOC,"Sverige:LOC,Magaluf:LOC"
"sverige:LOC,Sverige:LOC,Sverige:LOC,Finland:LOC,Finland:LOC,Sverige:LOC","weed:PRS,weed:PRS,Mallorca:LOC,Spanien:LOC,EU:ORG,Sverige:LOC"
"Harold & Kumar:PRS,weed:PRS",Sverige:LOC
weed:PRS,"weed:PRS,weed:PRS,Spanien:LOC,Sverige:LOC"
Magaluf:LOC,"Magaluf:LOC,Sverige:LOC"
,"Sverige:LOC,en vecka:TME,Magaluf:LOC,Spanien:LOC,EU:ORG,Sverige:LOC"
"weed:PRS,weed:PRS","Spanien:LOC,Sverige:LOC,Magaluf:LOC"
,"weed:PRS,Spanien:LOC,Sverige:LOC"
,"Spanien:LOC,Sverige:LOC"
Sverige:LOC,Sverige:LOC
,"Spanien:LOC,Sverige:LOC,EU:ORG"
Arlanda:LOC,"Spanien:LOC,EU:ORG,Sverige:LOC"
"Sverige:LOC,Magaluf:LOC","Magaluf:LOC,Spanien:LOC,EU:ORG"
Magaluf:LOC,"Magaluf:LOC,Sverige:LOC"
,"Magaluf:LOC,Spanien:LOC,Sverige:LOC,Sverige:LOC"
,"Magaluf:LOC,Sverige:LOC"
,"Sverige:LOC,Magaluf:LOC"
,
,ICA:ORG
,
för några år sedan:TME,
,
Van:PRS,
,
,
,
,
,
,
,
Östermalmspudel:LOC,
,
brother:PRS,
,
,
,
,
,
,
,
,
,"TTS:ORG,TTS demo:WRK,Polly:LOC,Google:ORG"
,Sam:PRS
,Balabolka:LOC
,"Balabolka:LOC,Ivona/:PRS,TTS:ORG"
Acapela-Box:LOC,"Sam:PRS,Balabolka:LOC"
,"Balabolka:LOC,Ivona/Acapela:PRS,Google Translate:ORG,Google:ORG,TTS:ORG,TTS:ORG"
Edit:PRS,Sam:PRS
,"Sam:PRS,TTS:ORG"
"ATTNaturalVoices:PRS,TPB:ORG","Amazons Polly:PRS,Googles:ORG,TTS:ORG,Balabolka:LOC"
"Edit:PRS,Edit:PRS,i slutet:TME","från 2003:TME,TTS:WRK,Sam:PRS"
,"Google:ORG,TTS:ORG"
,"TTS:ORG,Sam:PRS"
,"Sam:PRS,Balabolka:LOC,Win10/11:PRS,Sam:PRS"
,"Sam:PRS,Balabolka:LOC"
,Koffein:LOC
,Koffein:LOC
,Koffein:LOC
,Koffein:LOC
,Koffein:LOC
,Koffein:LOC
,"Koffein:LOC,Koffein:LOC"
,
,Koffein:LOC
,Koffein:LOC
,"Koffein:LOC,Koffein:LOC,efter några dagar:TME"
,"Koffein:LOC,Koffein:LOC"
,"Sony:ORG,från den tiden:TME,DC:ORG"
,DC:ORG
,
,"efter några sekunder:TME,DC:ORG,DC:ORG"
,DC:ORG
,DC:ORG
,
,
,
,
,
,
,
flashback:LOC,
,
,
,Angel eyes:PRS
sthlm:LOC,Youtube:LOC
,
,Youtube:ORG
,"Svitjod:LOC,Flashback:LOC,Sverige:LOC"
tyskland:LOC,Razzian:PRS
stockholm:LOC,
mr:PRS,
"Patrik Fürstenhoff:PRS,Haninge:LOC,Patrik:PRS,flashback:LOC",
"Sthlm-Uppsala:LOC,på under 10min:TME",Sverige:LOC
"Patrik furstenhoff:PRS,haninge:LOC,Subaru:OBJ,nurnberg:PRS",Youtube:ORG
,Youtube:ORG
"Norrland:LOC,Danderyd:LOC","Bjurholm:LOC,Dorotea:LOC,Åsele:LOC,Vilhelmina:LOC,Kenta:PRS,Danderyd:LOC,Piteå:LOC,Norrbotten:LOC,Skåne:LOC,Borlänge:LOC,Söderhamn:LOC"
,"Norrlands:LOC,Danderyd:LOC,white trash:PRS,Årjäng:LOC,Västsverige:LOC,Piteå:LOC,Norrbotten:LOC,Skåne:LOC,Borlänge:LOC,Söderhamn:LOC"
,"norrland:LOC,skåne:LOC,Bjurholm:LOC,Dorotea:LOC,Åsele:LOC,Vilhelmina:LOC,Storuman:LOC,Kenta:PRS,Karin:PRS,ICA:ORG,Danderyd:LOC,Årjäng:LOC,Piteå:LOC,Skåne:LOC,Skåne:LOC,Borlänge:LOC,Borlänge:LOC,Söderhamn:LOC,t ex Eslöv:LOC,Landskrona:LOC"
Edit:PRS,"Kenta:PRS,Barbro:PRS,Arjeplog:LOC,Bjurholm:LOC,Åsele:LOC,Danderyd:LOC,Årjäng:LOC,Piteå:LOC,Skåne:LOC,Danmark:LOC,Bjuv:LOC,Bromölla:LOC,Klippan:LOC,Borlänge:LOC,Söderhamn:LOC,norrlands:LOC,Skåne:LOC,Blekinge:LOC,SD:s:ORG"
"norrland:LOC,Strömsund:LOC","Bjurholm:LOC,Dorotea:LOC,Åsele:LOC,Vilhelmina:LOC,Storuman:LOC,Piteå:LOC,Överkalix:LOC,Övertorneå:LOC,Arjeplog:LOC,Danderyd:LOC,Årjäng:LOC,Västsverige:LOC,Skåne:LOC,Blekinge:LOC,Helsingborg:LOC,Landskrona:LOC,Kristianstad:LOC,Trelleborg:LOC,Borlänge:LOC,Söderhamn:LOC,Gävle:LOC,Sandviken:LOC,Skåne:LOC,Blekinge:LOC"
Överkalix:LOC,"Bjurholm:LOC,Arjeplog:LOC,Dorotea:LOC,Åsele:LOC,Kalle:PRS,Lisa:PRS,Danderyd:LOC,Årjäng:LOC,Malmö:LOC,Landskrona:LOC,Helsingborg:LOC,Trelleborg:LOC,Skåne:LOC,Borlänge:LOC,Söderhamn:LOC,Borlänge:LOC,Söderhamn:LOC,Skåne:LOC,Blekinge:LOC"
,"Bjurholm:LOC,Dorotea:LOC,Åsele:LOC,Vilhelmina:LOC,Storuman:LOC,Stockholm:LOC,Ica:ORG,Piteå:LOC,Danderyd:LOC,Årjäng:LOC,Skåne:LOC,Borlänge:LOC,Söderhamn:LOC"
