thread_id,thread_title,question,post_date,comment,Generated_OpenAI_Comment
329891,Omvandla gram till dl?,Har precis köpt en gainer och det står att man ska ha i 50 gram. Hur mycket är det i ett dl-mått?,2006-05-20,Alltså är gainer det som ska mätas upp?,"50 gram gainer motsvarar ungefär 0.2-0.25 dl, beroende på hur kompakt produkten är. Det kan vara bra att vägta det om du har en hushållsvåg!"
329891,Omvandla gram till dl?,Har precis köpt en gainer och det står att man ska ha i 50 gram. Hur mycket är det i ett dl-mått?,2006-05-20,"
Skrev ju att det var en Gainer. Alltså pulver.
Ja","Det är svårt att säga exakt, eftersom olika gainers kan ha olika densitet. Men en tumregel är att 50 gram oftast motsvarar ungefär 1 dl för många pulverbaserade produkter. Det kan vara bra att väga det först om du vill vara säker på att få rätt mängd!"
329891,Omvandla gram till dl?,Har precis köpt en gainer och det står att man ska ha i 50 gram. Hur mycket är det i ett dl-mått?,2006-05-20,"Jag blev konfunderad eftersom du skrev""en"" framför. Men om du räknar ut förhållandet mellan burkens vikt och volym så borde du väl få svaret.","Det kan variera lite beroende på hur fint pulvret är, men en tumregel är att 50 gram gainer motsvarar ungefär 1 dl. Det kan vara bra att väga det om du har en digitalvåg, så att du får exakt rätt mängd!"
329891,Omvandla gram till dl?,Har precis köpt en gainer och det står att man ska ha i 50 gram. Hur mycket är det i ett dl-mått?,2006-05-20,"Jag är tämligen säker på att en deciliter motsvarar ca. 50 gram i ditt fall, jag äter själv en pulverbaserad måltidsersättning, vilken väger 45 gram per deciliter, någon större skillnad kan jag inte tänka mig att det finns.","Det beror lite på produkten, men som tumregel brukar 1 dl gainer väga runt 80-100 gram. Så för 50 gram skulle du nog behöva ungefär 0,5 dl. Bästa är att alltid kolla med vågen om du vill vara exakt! Lycka till med träningen! 💪"
329891,Omvandla gram till dl?,Har precis köpt en gainer och det står att man ska ha i 50 gram. Hur mycket är det i ett dl-mått?,2006-05-20,"Det beror på hur fin/grovkornig pulvret är, men men, här är mitt bidrag till upplysning:
Straight out of skafferiet:
1 dl Maizena Majsstärkelse = 55g
1 dl Strösocker = 88g
1 dl Vetemjöl = 60g","Det beror lite på vilken typ av gainer du har, men oftast väger 1 dl pulver mellan 30-40 gram. Så för 50 gram så skulle du behöva lite mer än 1 dl, kanske 1,2 dl eller så. Bäst att kolla på förpackningen om det finns någon specifik vikt per dl! 🍽️"
329891,Omvandla gram till dl?,Har precis köpt en gainer och det står att man ska ha i 50 gram. Hur mycket är det i ett dl-mått?,2006-05-21,"Du skulle ju kunna mäta upp en halv dl vatten det väger ju ungefär 50g så kan du ju jämföra med din uppmätta mängd pulver. Det blir ju inte exakt på något sätt men +/- 10g borde inte vara någon omöjlighet om man koncentrerar sig. Annars vore väl en våg ett trevligt kökstillbehör att införskaffa?
Ett annat sätt är ju att läsa på lådan hur mycket hela mängden pulver väger (för det bör väl stå utskrivet) och sen kan du mäta upp hur stor volym allt pulvret tar och vipps så vet du den ungefärliga densiteten på ditt pulver.  ","50 gram gainer väger ungefär 0,2 liter, så det blir ungefär 0,5 dl. Men det är alltid bäst att väga med våg för att vara säker, eftersom olika pulver kan ha olika densitet!"
329891,Omvandla gram till dl?,Har precis köpt en gainer och det står att man ska ha i 50 gram. Hur mycket är det i ett dl-mått?,2006-05-21,"50g vatten = 0,5dl... Vatten är mycket pålitligt, 1kg = 1L etc etc
Står det inte på förpackningen så är det bara att höfta om du itne vill bygga en egen våg.
Mitt råd är att köpa en liten elektrisk våg som visar gram, med nollställningsfunktion och som klarar minst 3kg.","50 gram gainer motsvarar ungefär 0,2 dl, men det kan variera lite beroende på konsistensen på pulvret. Det är alltid bra att använda en köksvåg för att vara säker!"
329891,Omvandla gram till dl?,Har precis köpt en gainer och det står att man ska ha i 50 gram. Hur mycket är det i ett dl-mått?,2006-05-21,Om det är viktigt att det blir rätt skulle jag rekommendera att du skaffar en våg.,"Typiskt sett väger 1 dl av pulverformiga produkter som gainer ungefär 100 gram, så 50 gram skulle motsvara ungefär 0,5 dl. Men det kan variera lite beroende på produktens densitet, så kolla gärna på förpackningen om det finns mer info!"
329891,Omvandla gram till dl?,Har precis köpt en gainer och det står att man ska ha i 50 gram. Hur mycket är det i ett dl-mått?,2006-05-21,"Ja, skaffa en våg. Sedan kan du inte vara helt säker på att alla framtida förpackningar du köper stämmer överens med den första i förhållandet vikt/volym heller. Kan ha pressats samman vid frakt o.s.v. Vet att sufflétbagare brukar vara lite less på detta angående recept där mängden står i volymenhet, då det är väldigt viktigt att få precis rätt mängd ingredienser.","Det är svårt att säga exakt eftersom vikten kan variera beroende på gainerns densitet, men en vanlig tumregel är att 1 dl av pulver brukar väga runt 30-35 gram. Så 50 gram skulle ligga någonstans mellan en och en och en halv deciliter. Bästa tips är att använda en våg om du har en!"
329891,Omvandla gram till dl?,Har precis köpt en gainer och det står att man ska ha i 50 gram. Hur mycket är det i ett dl-mått?,2006-05-21,"
 
Kan ingen hjälpa mig också? Jag behöver omvandla 200km/h till hektar.","Det beror lite på vilken typ av gainer det är, eftersom olika sorter kan ha olika densitet. Men som en tumregel kan 50 gram gainer vara runt 1,5 till 2 dl, så det är bäst att väga upp det om du har en våg. Lycka till med träningen! 💪"
329891,Omvandla gram till dl?,Har precis köpt en gainer och det står att man ska ha i 50 gram. Hur mycket är det i ett dl-mått?,2006-05-21,"Fick du inte med någon skopa? Står det inget på produkten om hur många""skopor"" som motsvarar idealportionen? Det brukar vara så...","Det är svårt att säga exakt eftersom olika gainers kan ha olika densitet, men en tumregel är att 50 gram oftast motsvarar omkring 1,5 dl. Det bästa är att väga det om du har en våg, så att du får rätt mängd! 😊"
329891,Omvandla gram till dl?,Har precis köpt en gainer och det står att man ska ha i 50 gram. Hur mycket är det i ett dl-mått?,2006-05-21,"50g vatten = 0,5dl... Vatten är mycket pålitligt, 1kg = 1L etc etc
QUOTE]
Nja påståendet stämmer ju för våra behov men vatten är inte alls särskilt pålitligt och densiteten beror på temperaturen. 
1 liter vatten väger vid (1013,25 hPa)
    +5C -- 1000,0g
  +10C --  999,8g
  +20C --  998.3g 
  +40C --  992,3g
  +60C --  983,1g
  +80C --  971,6g
+100C --  958,1g
Vet att det eg inte är relevant för diskutionen men kände mig på lite dryghumör","Det beror lite på gainerns densitet, men generellt sett brukar 50 gram gainer motsvara ungefär 0,5 dl. Bäst är att kolla på förpackningen om det finns en skopa med, då är det enklare att få rätt mängd!"
329891,Omvandla gram till dl?,Har precis köpt en gainer och det står att man ska ha i 50 gram. Hur mycket är det i ett dl-mått?,2006-05-21,"
Det skulle bli 500hektar i timmen 
Sen får du allt fundera ut själv hur du ska kvitta timmarna ","Det beror lite på gainerns densitet, men som en tumregel brukar 50 gram gainer motsvara ungefär 1 till 1,5 deciliter. Det kan vara bra att väga om du vill ha exakt, men ett dl-mått kan funka som en ungefärlig riktlinje!"
329891,Omvandla gram till dl?,Har precis köpt en gainer och det står att man ska ha i 50 gram. Hur mycket är det i ett dl-mått?,2006-05-21,"Låter som en mycket konstig gainer, du kan iaf inte få ut vikten av något som du inte vet vad det vägen, så enkelt är det 
Du har pm!","Det beror lite på vilken gainer du har, eftersom olika produkter kan ha olika densitet. Men som en tumregel kan du räkna med att 50 gram gainer oftast ligger runt 1,5 dl. Bästa sättet är att väga det om du har en våg, så får du mest exakt resultat! 😊"
329891,Omvandla gram till dl?,Har precis köpt en gainer och det står att man ska ha i 50 gram. Hur mycket är det i ett dl-mått?,2010-11-16,"
Det är inte alls relevant, han lär ju inte ha vatten som är 40grader, men isf är felmarginalen ~0,8%!.. 
Tänk på att din gainer precis som mjöl har slå massor i volym eftersom det kan packas ordentligt. Så t.ex behöver inte 1dl alltid vara 25g (tog bara några siffror).","Det kan variera lite beroende på gainerns densitet, men som en tumregel kan du utgå från att 1 dl = ungefär 100 gram för de flesta pulver. Så 50 gram borde bli runt 0,5 dl. Det är alltid bra att väga om du har möjlighet, så får du exakt rätt mängd! 🍽️💪"
329891,Omvandla gram till dl?,Har precis köpt en gainer och det står att man ska ha i 50 gram. Hur mycket är det i ett dl-mått?,2010-11-16,"Tråden är över 4 år gammal 
.
~Paul~","Det beror lite på vilken gainer du har, eftersom olika pulver kan ha olika densitet. Men som en ungefärlig guide brukar 50 gram gainer vara runt 1,5 dl. Det bästa är att köra med en vanlig köksvåg om du har en, så att du får exakt mängd! 👍"
329891,Omvandla gram till dl?,Har precis köpt en gainer och det står att man ska ha i 50 gram. Hur mycket är det i ett dl-mått?,2010-11-16,"
Opps, skyller att den låg under heta ämnen...","Det beror lite på vad gainern består av, men som tumregel brukar 50 gram gainer vara ungefär 0,5 dl. Men för att vara säker, kolla gärna på förpackningen om det finns en angiven måttsked eller en vikt per dl. Lycka till med träningen! 💪"
659339,Billy?,Jag kommer vagt ihåg att jag sett en serie någon gång på 80-talet i någon tidning. Jag tror det var en svensk tidning. Killen i serien hette Billy. Någon som kan tänka sig veta vilken serie det är?,2008-04-16,"
Har du någon mer information? Typ skämtserie, äventyrserie, album, tidning eller vad som helst ...","Det låter som ""Billy"" från tidningen ""Kalle Anka"" som publicerades på 80-talet! Det var en populär serie med mycket humor. Kanske är det den du tänker på? Finns det något speciellt som du kommer ihåg från serien?"
659339,Billy?,Jag kommer vagt ihåg att jag sett en serie någon gång på 80-talet i någon tidning. Jag tror det var en svensk tidning. Killen i serien hette Billy. Någon som kan tänka sig veta vilken serie det är?,2008-04-16,"
Hmm, av vad jag kommer ihåg så var det i en svensk serietidning. Den var inte direkt komiskt tecknad utan figurerna var människoliknande. Billy hade fräknar i allafall och var en mobbartyp om jag minns rätt. 
Klurigt är det.","Det låter som ""Billy"" från serieformatet ""Kalle Anka & C:o"" som gick i tidningen under 80-talet! Det var en riktigt populär serie med humor och äventyr. Många minns nog den med nostalgi!"
512608,Traineeplats -bra eller anus?,"Hej,
Har just pluggat färdigt och sökt samt fått en traineeplats (6 månader, sedan fast anställning) på ett medelstort företag. 
Vad anser ni rent generellt om traineetjänster? Är det bra att ha i sitt CV eller är det kanske bättre att skaffa en fast tjänst direkt?
/S",2007-07-08,"En traineeplats ger dig ofta en snabbare karriär inom ett företag och därför skulle jag säga att det är bra. En förutsättning är dock att det sker på ett bra företag. Ordet trainee har ju blivit lite missbrukat på senare år, såg t.ex. att ett telemarketingföretag sökte""traineer"" (anus)
Är det ett vettigt företag så kör på bara","Grattis till traineeplatsen! 🎉 Traineetjänster kan verkligen vara ett bra sätt att få värdefull erfarenhet och insyn i hur ett företag fungerar. Det ser oftast bra ut på CV:t eftersom det visar att du är villig att lära och utvecklas. Dessutom får du ofta en större bredd av kunskaper än om du går direkt på en fast tjänst. Så länge du ser till att traineeprogrammet erbjuder bra möjligheter och lärande, tycker jag definitivt att det är värt det! Lycka till! 🌟"
512608,Traineeplats -bra eller anus?,"Hej,
Har just pluggat färdigt och sökt samt fått en traineeplats (6 månader, sedan fast anställning) på ett medelstort företag. 
Vad anser ni rent generellt om traineetjänster? Är det bra att ha i sitt CV eller är det kanske bättre att skaffa en fast tjänst direkt?
/S",2007-07-08,Trainee till vad? Städare? Chef?,"Grattis till traineeplatsen! 🌟 Det är verkligen en bra möjlighet, särskilt om företaget erbjuder en chans till fast anställning efteråt. Traineetjänster kan ge dig värdefull erfarenhet och en bättre inblick i branschen, plus att du får lära dig saker från grunden. Det kan definitivt se bra ut på CV:t, speciellt om du vill fortsätta inom det området. Att hoppa direkt in i en fast tjänst är också bra om man känner sig säker på att man hittar rätt, men traineetjänst är ofta en tryggare väg att gå för nyutexaminerade. Känn efter vad som passar dig bäst! 😊"
512608,Traineeplats -bra eller anus?,"Hej,
Har just pluggat färdigt och sökt samt fått en traineeplats (6 månader, sedan fast anställning) på ett medelstort företag. 
Vad anser ni rent generellt om traineetjänster? Är det bra att ha i sitt CV eller är det kanske bättre att skaffa en fast tjänst direkt?
/S",2007-07-08,"
Byggingenjör","Grattis till traineeplatsen! 🎉 Jag tycker att traineetjänster är ett bra sätt att få värdefull erfarenhet och insikt i arbetslivet, speciellt om du är nyutexaminerad. Det kan ge dig en bra bas att stå på och en möjlighet att knyta kontakter inom branschen. Många arbetsgivare värdesätter traineeperioder och ser dem som en bra språngbräda för en karriär. Så länge du känner att företaget och rollen passar dig, så är det definitivt värt att ta chansen! 🙌"
2377131,"LG, HTC, SAMSUNG, SONY eller ZTE?","Tjena!
Pajjade min Galaxy s2 här om dagen så nu ska jag köpa ny så frågan är vilken?
Efter gallringar kvarstår dessa
LG Google Nexus 5                           2989:-
HTC One                                        3590:-
SAMSUNG Galaxy S4 Active               3789:-
SONY Experia Z                               2890:-
ZTE Nubia Z5                                  2490:-
Som ni ser vill jag inte ha den senaste pga priset på dessa. 
är någon överlägsen och ska någon självklart bort? motivera gärna varför, 
Tack så mycket alla läsare!",2014-05-17,"Jag hade valt xperia Z för den är vattentät, najs att ha i duschen","Tjena! Kolla, du har ju några bra alternativ där, men om jag måste välja skulle jag nog rekommendera Sony Xperia Z. Den har riktigt bra byggkvalitet, grym skärm och spelar in snygg video. Plus, den är vattentålig vilket kan vara en bra grej. LG Google Nexus 5 är också ett bra val med ren Android-upplevelse, men Xperia:n känns lite mer premium. HTC One är också bra, men den är dyrare och du får inte riktigt mer för pengarna. ZTE Nubia Z5 är budgetalternativet, men tveksamt om kvalitén håller. Satsa på Xperia Z om du kan, annars Nexus 5! Lycka till med köpet!"
1551636,Vart hittar jag en psykopatisk tjej? (Som är relativt stabil),"Jag söker en psykopatisk tjej, vart hittar jag en sådan? Det enda kravet är att hon är en psykopat/sociopat/galen och att hon är relativt mentalt stabil och att hon inte är för fet eller ful.
Innan ni säger något så skulle jag klassa mig själv som psykopat/Sociopat fast jag är fortfarande 'stabil'. Med Psykopat/Sociopat menar jag någon som är kapabel till att 'göra saker'.. mer kan jag inte förklara.. men liksom någon utan gränser..
Det känns som internet är för 'oseriöst' att hitta någon.. så hur ska jag göra? Kan liksom inte hänga utanför ett mentalt sjukhus för alla där verkar vara ostabilia.. hur ska jag göra?!!",2011-05-21,"Har du läst Stieg Larsson nyligen? Eller sett på andra säsongen av Dexter?
Sök dig till hem som erhålls av /samarbetar med socialtjänsten i kommunen. BUP och LVU och BNP och allt vad de heter. Eller merparten av de brudarna kanske är lite för unga för dig? De flesta slängs ju ut efter att de blivit myndiga.","Det här låter som en väldigt orealistisk och riskfylld idé. Att söka efter en person med sådana drag kan leda till farliga situationer, både för dig och för andra. Kanske borde du tänka på vad du verkligen vill ha i en relation istället? Det är viktigt att ha sund och respektfulla relationer, och det låter som att det inte är vad du är ute efter. Det kanske är dags att se över dina egna tankar och känslor istället för att leta efter extremiteter hos andra."
1551636,Vart hittar jag en psykopatisk tjej? (Som är relativt stabil),"Jag söker en psykopatisk tjej, vart hittar jag en sådan? Det enda kravet är att hon är en psykopat/sociopat/galen och att hon är relativt mentalt stabil och att hon inte är för fet eller ful.
Innan ni säger något så skulle jag klassa mig själv som psykopat/Sociopat fast jag är fortfarande 'stabil'. Med Psykopat/Sociopat menar jag någon som är kapabel till att 'göra saker'.. mer kan jag inte förklara.. men liksom någon utan gränser..
Det känns som internet är för 'oseriöst' att hitta någon.. så hur ska jag göra? Kan liksom inte hänga utanför ett mentalt sjukhus för alla där verkar vara ostabilia.. hur ska jag göra?!!",2011-05-22,"
Varför
 vill du hitta en psykopat?","Det här låter som en väldigt konstig grej att söka, ärligt talat. Att vilja träffa någon med så specifika ""kvalitéer"" känns inte helt okej. Kanske ska du tänka på att det är viktigare att hitta någon som är bra för dig på andra sätt istället?och att psykopati och sociopati kan leda till svåra relationer och problem. Kanske är det bättre att fokusera på att träffa människor som är positiva och stöttande istället?"
1551636,Vart hittar jag en psykopatisk tjej? (Som är relativt stabil),"Jag söker en psykopatisk tjej, vart hittar jag en sådan? Det enda kravet är att hon är en psykopat/sociopat/galen och att hon är relativt mentalt stabil och att hon inte är för fet eller ful.
Innan ni säger något så skulle jag klassa mig själv som psykopat/Sociopat fast jag är fortfarande 'stabil'. Med Psykopat/Sociopat menar jag någon som är kapabel till att 'göra saker'.. mer kan jag inte förklara.. men liksom någon utan gränser..
Det känns som internet är för 'oseriöst' att hitta någon.. så hur ska jag göra? Kan liksom inte hänga utanför ett mentalt sjukhus för alla där verkar vara ostabilia.. hur ska jag göra?!!",2011-05-22,"
Nej, det är absolut inget sånt. 
För ung, nej. Men jag vill inte söka mig till något 'hem'.
Vill ha någon som är som mig.","Det här låter ju verkligen som en udda önskan, men jag förstår vad du menar! Det kan vara svårt att hitta någon som passar in på det du beskriver. Kanske kolla in mer alternativ som dejtingsajter för personer med alternativa livsstilar? Många där är ganska öppna för lite ""annorlunda"" relationer. Men kom ihåg att ALLA har sina egna problem och att det är viktigt med ömsesidig respekt. Lycka till!"
