Abstract_Entities,Generated_Abstract_Entities
"Petter:PRS,Robyn:PRS,Tove Lo:PRS,Timbuktu:LOC,Kent:PRS,Ken Ring:PRS,Laleh:PRS,Veronica Maggio:PRS,Petra Marklund:PRS,Skandinavien:LOC,Skandinavien:LOC,Tove:PRS,Robyn:PRS,Avicii:PRS,Swedish House Maffia:ORG","Petter:PRS,Veronica Maggio:PRS,Sergels torg:LOC,Håkan Hellström:PRS,Göteborg:LOC,Oskar Linnros:PRS,Daniel Adams-Ray:PRS,Kent:PRS,Molly Sandén:PRS,Sverige:LOC,USA:LOC,Max:PRS"
,
,"Handelsbankens:ORG,Handelsbanken:ORG,Handelsbanken Mastercard:ORG,Mastercard:ORG"
Vancouver:LOC,"Mastercard:ORG,Handelsbanken:ORG,Vancouver:LOC,EU:ORG,Handelsbanken:ORG"
,Sverige:LOC
"LO:ORG,Reinfeldt:PRS,Sverige:LOC",
"Fukuyamas:PRS,The End of History:WRK,Sovjetunionen:LOC,Kina:LOC,Indien:LOC,Reinfeldt:PRS,Bildt:PRS,Persson:PRS","Sverige:LOC,Reinfeldt:PRS,Sveriges:LOC,Nya Moderaterna:ORG"
,Reinfeldt:PRS
,"Aleppo:LOC,Aleppo:LOC,Rysslands:LOC"
,"Aleppo:LOC,Ryssland:LOC,Aleppo:LOC,Ryssland:LOC"
"sveriges:LOC,sverige:LOC",
,
"Sverige:LOC,Farage:PRS,Trump:LOC,Orban:PRS,Polen:LOC","Marx:PRS,Marx:PRS"
"Venezuela:LOC,Sverige:LOC","Sverige:LOC,Stockholm:LOC,Göteborg:LOC,Sverige:LOC"
,Stockholm:LOC
,
,Forum:ORG
"Forum:ORG,i flera år:TME",Forum:ORG
"Frigg Sickla:LOC,AMA:ORG","Forum:ORG,Stockholm:LOC"
"Tele2s:ORG,Telenors:ORG,Telias:ORG,Stockholm:LOC","Telia:ORG,Tele2/Comviq:ORG,Sthlm:LOC,Telia:ORG,Halebop:PRS,Telia:ORG"
"Stockholm:LOC,Nynäshamn:LOC,Telias:ORG,Farsta:LOC","Comviq:ORG,Stockholm:LOC,Telia:ORG,Halebop:PRS"
"Ulriksdals:LOC,East:ORG","Sthlm:LOC,Ulla Winbladh:PRS,Djurgården:LOC"
"Wretman:PRS,Janssons:PRS","Sthlm:LOC,Ulriksdals:LOC,Skansen:LOC,Gubbhyllan:LOC,Sturehof:LOC"
"Hotel Reisen:ORG,Gamla Stan:LOC,Nordsjölax:LOC,Christian Hellberg:PRS,Niklas Ekstedt:PRS,Michelin:PRS,Gamla Riksarkivet:WRK,Carlshälls Gård:ORG,Långholmen:LOC,Stockholm:LOC,Oaxen:LOC,Winterwiken:ORG,Kaknästornet:LOC,Junibacken:LOC","Stockholm:LOC,Gamla Stan:LOC,Ulla Winbladh:PRS,Djurgården:LOC"
,"Stockholm:LOC,Brighton:LOC,Stockholm:LOC,Stockholm:LOC"
Stockholm:LOC,"Randstad:ORG,SEB:ORG,Swedbank:ORG,Stockholms:LOC"
Sverige:LOC,"Sthlm:LOC,Academic Work:ORG,SEB:ORG,Swedbank:ORG,Big4:PRS,LinkedIn:WRK"
,"Academic Work:ORG,Poolia:ORG,Randstad:ORG,Sthlm:LOC,SEB:ORG,Swedbank:ORG,Handelsbanken:ORG,Trygg-Hansa:ORG"
Stockholm:LOC,"Taxi Stockholm:ORG,Göteborg:LOC,Taxi Kurir:ORG"
"Sthlm:LOC,Ubers:ORG,UberX:ORG","Sverige:LOC,Stockholm:LOC,Göteborg:LOC,Taxi Kurir:ORG"
Stockholm:LOC,"Taxi Stockholm:ORG,Taxi Göteborg:LOC,Taxi Kurir:ORG"
,
,
"Guldheden:LOC,Klippan:LOC","Göteborg:LOC,Skansen:LOC,Skansberget:LOC,Ramberget:LOC,Hisingen:LOC,Haga:LOC,Linné:PRS,Bergakungen:LOC"
,"Göteborg:LOC,på nyår:TME,Skansen:LOC,Ramberget:LOC,Saltholmen:LOC,Älvsborgsbron:LOC,Göteborg:LOC"
,"Göteborg:LOC,Skansen:LOC,Masthuggskyrkan:ORG,Ramberget:LOC,Avenyn:LOC,Götaplatsen:LOC,Göteborgs-nyår:LOC"
Kjell & Company:PRS,
kjell:PRS,
,
,
,
,
,
,
,
,
Billy:PRS,"Billy:PRS,Kalle Anka:PRS"
,
"Stieg Larsson:PRS,Dexter:PRS",
,
,
,
,
,
,
,🙄:ORG
,
Eliza CT:PRS,
,⚽:LOC
,"Anna:PRS,Kettner:PRS"
,
"Elisabeth Höglunds:PRS,Ingvar Storm:PRS,Gomorron Sverige:WRK",Anna Kettner:PRS
"europa:LOC,Stockholm:LOC",
"SR:ORG,i 30 år:TME",Anna Kettner:PRS
Ang Höglund:PRS,"Anna:PRS,Kettner:PRS"
"Kettner:PRS,rinkeby:LOC",
"Lars Ohly:PRS,Ohly:PRS",Anna Kettner:PRS
,
,
,
horset:EVN,
,
,
,
,
,
"Strindberg:PRS,Linda Skugge:PRS",
"Povel Ramel:PRS,Darwin:PRS,Povel Ramel:PRS,Carina:PRS",
,
,
,
Hitler:PRS,
,
,
,
,
,
Nicke:PRS,
"Flashback:LOC,even:PRS",
,
,
,
Västerbotten:LOC,
,
,
,
,
,
"Cannes:LOC,Nice:LOC,St:LOC,Antibes:LOC,Staden:LOC,Cannes:LOC,Nice:LOC,Nice:LOC,Paris:LOC,Marseille:LOC",Frankrike:LOC
,"Alsace:LOC,Strasbourg:LOC"
,"Frankrike:LOC,Nantes:LOC"
"Nice:LOC,Cannes:LOC,St Tropez:LOC,St Tropez:LOC,Provence:LOC,rivieran:LOC,Provence:LOC","Frankrike:LOC,Carcassonne:LOC"
"Nice:LOC,Sverige:LOC,Nice:LOC,Frankrikes:LOC,100 meter:MSR,Lenval-sjukhuset:ORG,Etap:LOC,Cote d'Azur:LOC,Vence:LOC,Antibes:LOC","Frankrike:LOC,Lyon:LOC,Paris:LOC,Nice:LOC,Rivieran:LOC"
"Thepiratebay:PRS,Thepiratebay:PRS",
,
,
Arkies:ORG,
,
,
,
Arvidsjaur:LOC,
,
,
,
,
"Anna Lindhs:PRS,Mikael Nilsson:PRS",
Peter Ahltin:PRS,
,
,
,
L:ORG,
RTFM:WRK,
,
,
,
,
,
Max Power:PRS,
,"Argentina:LOC,Filippinerna:LOC,Chile:LOC,Buenos Aires:LOC,Santiago:LOC"
"Mindanao:LOC,Mindanao:LOC","Argentina:LOC,Chile:LOC,Argentina:LOC"
"indien:LOC,Indien:LOC","Argentina:LOC,Sverige:LOC,Chile:LOC,Santiago:LOC,Filippinerna:LOC,Argentina:LOC,Filippinerna:LOC"
thailand:LOC,"Thailand:LOC,ett par gånger:MSR"
,
,
,
,
,
,
,
"Guamtanamo:LOC,Harold & Kumar:PRS,Magaluf:LOC,weed:PRS",
"sverige:LOC,Sverige:LOC,Sverige:LOC,Finland:LOC,Finland:LOC,Sverige:LOC",weed:PRS
"Harold & Kumar:PRS,weed:PRS",weed:PRS
weed:PRS,"weed:PRS,Sveriges:LOC"
,
"weed:PRS,weed:PRS","weed:PRS,Magaluf:LOC"
,"weed:PRS,Sverige:LOC"
,weed:PRS
Arlanda:LOC,weed:PRS
"Sverige:LOC,Magaluf:LOC",Sverige:LOC
,weed:PRS
,weed:PRS
,
för några år sedan:TME,
Van:PRS,
,
,
,
,
Östermalmspudel:LOC,
brother:PRS,
,
,
,️‍🌈:ORG
,"Google:ORG,Sam:PRS"
,"Google:ORG,Amazon:ORG,Balabolka:LOC"
Edit:PRS,Murf:PRS
,"Google:ORG,Balabolka:LOC"
"Edit:PRS,Edit:PRS,i slutet:TME","TTS:ORG,Google:ORG"
,"Google:ORG,Balabolka:LOC"
,"Google:ORG,Amazon:ORG"
,
,Koffein:LOC
,Koffein:LOC
,Koffein:LOC
,
,
,Koffein:PRS
,Koffein:LOC
,
,
,
,
,
,
flashback:LOC,
,
,
stockholm:LOC,
"Patrik Fürstenhoff:PRS,Haninge:LOC,Patrik:PRS,flashback:LOC",Ghost Rider:PRS
"Sthlm-Uppsala:LOC,på under 10min:TME",
"Patrik furstenhoff:PRS,haninge:LOC,Subaru:OBJ,nurnberg:PRS",Ghost Rider:PRS
"Norrland:LOC,Danderyd:LOC","Norrland:LOC,Skåne:LOC"
,"Norrland:LOC,Skånes:LOC,Norrland:LOC,Skåne:LOC,Borlänge:LOC,Söderhamn:LOC,SD:s:ORG"
,"SD:s:ORG,Skåne:LOC"
"norrland:LOC,Strömsund:LOC","Skåne:LOC,Blekinge:LOC,Norrland:LOC,på framtiden:TME,Skåne:LOC"
Överkalix:LOC,"Norrland:LOC,Skåne:LOC"
,Norrland:LOC
"Staffangymnasiet:ORG,Söderhamn:LOC,Sveigedemokraterna:ORG,32%:MSR,Ljusneskolan:LOC,Söderhamn:LOC,37%:MSR,http://helahalsingland.se/soderhamn/1.2350924-var-fjarde-elev-rostade-pa-sd:LOC","Bjurholm:LOC,Dorotea:LOC,Skåne:LOC"
,"Norrland:LOC,Skåne:LOC,Norrland:LOC,Skåne:LOC"
"Söderhamn:LOC,norrland:LOC,Sd:LOC,Sverige:LOC,Amerika:LOC",
"sverige:LOC,danmark:LOC,sydsverige:LOC,Tyskland:LOC,under andra världskriget:TME,skåne Malmö:LOC,helsingborg:LOC,landskrona:LOC,kristianstad:LOC,skåne:LOC",Skåne:LOC
Kronobergs län:LOC,"Skåne:LOC,Blekinge:LOC"
,Anna:PRS
Googles:ORG,
,
,
,
Livsmedelsverkets:ORG,
Sverige:LOC,
,
"Sverige:LOC,Peter Birros:PRS",
"Danmark:LOC,Frankrike:LOC,Italien:LOC",
"Italien:LOC,Italien:LOC,Italien:LOC,sverige:LOC",
Sverige:LOC,
brieosten:PRS,
,
,
,
,no-go:LOC
,
Thailand:LOC,
,
,
,
för något år sedan:TME,
PCB:ORG,
"Sverige:LOC,Livsmedelsverket:ORG,Frankrike:LOC,Livsmedelsverket:ORG",
,
,
,
,
"Sverige:LOC,Schweiz:LOC,Hitler:PRS",
"100 miljarder:MSR,Afrika:LOC,Stockholm:LOC,Afrika:LOC",
Aktiv Demokratis forum:ORG,
,idag:TME
Aktiv Demokratis webbsida:ORG,
,
wikipedia:PRS,
,
"Libyen:LOC,Umeå universitet:ORG,ryssland:LOC,Australien:LOC,Libyen:LOC,brittannien:LOC",
,
Schweiz:LOC,
Schweiz:LOC,
,
,
,
,
,
Albanien:LOC,"Spanien:LOC,Costa:LOC,Malta:LOC,Sverige:LOC"
"Frankrike:LOC,Sverige:LOC,Frankrike:LOC,Martinique:LOC,Guyana:LOC,Tahiti:LOC,Réunion:LOC,Spanien:LOC,Spanien:LOC","Spanien:LOC,Costa:LOC,Sverige:LOC"
"Spanien:LOC,Frankrike:LOC","Europa:LOC,Sverige:LOC,Spanien:LOC,Costa:LOC,Barcelona:LOC,Portugal:LOC,Lissabon:LOC,Algarve:LOC,Sverige:LOC"
"Europa:LOC,Södra Spanien:LOC,Andalusien:LOC,GENERELLT:ORG,Sverige:LOC,Fuengirola:LOC","Spanien:LOC,Costa:LOC,Portugal:LOC,Lissabon:LOC,Algarve:LOC"
"Sverige:LOC,Sverige:LOC,Norge:LOC,Kanada:LOC,Sverige:LOC","Kanarieöarna:LOC,Spanien:LOC,Portugal:LOC,Lissabon:LOC,Algarve:LOC"
"Luxemburg:LOC,Sverige:LOC","Europa:LOC,Spanien:LOC,Costa:LOC,Sverige:LOC"
jumpcut:PRS,"Sveriges:LOC,Spanien:LOC,Costa:LOC,Portugal:LOC,Algarve:LOC"
"Europa:LOC,Östersjön:LOC,Frankrike:LOC,Schweiz:LOC,Medelhavet:LOC","Spanien:LOC,Costa:LOC,Malta:LOC"
,"Sverige:LOC,Spanien:LOC,Costa:LOC"
"Andalusien:LOC,Sverige:LOC,Barcelona:LOC","Europa:LOC,Spanien:LOC,Costa:LOC,Portugal:LOC,Lissabon:LOC,Faro:LOC"
"IKEA:ORG,IKEA-kök:ORG,Sverige:LOC","Spanien:LOC,Spanien:LOC,Costa:LOC"
"Holland:LOC,Skandinavien:LOC,München:LOC","Spanien:LOC,Costa:LOC,Portugal:LOC,Algarve:LOC"
Holland:LOC,"Spanien:LOC,Portugal:LOC,Costa:LOC,Sverige:LOC,Malaga:LOC,Lissabon:LOC"
"Tyskland:LOC,Tyskland:LOC,Sverige:LOC,i juli:TME,Berlin:LOC,Sverige:LOC,Berlin:LOC,Sverige:LOC,Göteborg:LOC,Edit:PRS,Nederländerna:LOC,Sverige:LOC,Norden:LOC","Spanien:LOC,Valencia:LOC,Málaga:LOC,Sverige:LOC,EU:ORG,Portugal:LOC,Algarve:LOC"
"spanien:LOC,sverige:LOC,sverige:LOC,sverige:LOC,Torrevieja:LOC,Dar:LOC,engelskman:PRS,hollandare:PRS,spanien:LOC","Spanien:LOC,Costa:LOC,Sverige:LOC"
"Ang Tyskland:LOC,Holland:LOC,Sverige:LOC,Holland:LOC","Sverige:LOC,samtidigt:TME,Spanien:LOC,Costa:LOC,Malta:LOC,Portugal:LOC,Algarve:LOC"
Sverige:LOC,
borås:LOC,
Borlänge:LOC,
,
,
,
,
,
,
,
,
,
,
,
Inside Brus:PRS,
,
,
Omeprazol:OBJ,
,
imorgon:TME,
,
Vialerg:PRS,
,
,
,
,
,
,
"Omeprazol:OBJ,Johannesört:PRS,Erlotinib:PRS",
,
,
,
,
,
,
,
,
norrland:LOC,
,
,
,
"Köpenhamn:LOC,chris:PRS,varje dag:TME",
,
,
,
,
,🍃:PRS
,
,
,
,Kajsa:PRS
,Kajsa:PRS
,Kajsa:PRS
FI:ORG,"Kajsa:PRS,Sverige:LOC,🏡:ORG"
,Kajsa:PRS
,Kajsa:PRS
,Kajsa:PRS
,Kajsa:PRS
,Kajsa:PRS
Göteborg:LOC,Kajsa:PRS
västerhaninge:LOC,Kajsa:PRS
,Kajsa:PRS
,Kajsa:PRS
,Kajsa:PRS
,"Kajsa:PRS,🏡:OBJ"
,
,
,
,Guider:PRS
Johan:PRS,
,
Edit:PRS,
hittills:TME,
,
,
,
,
,
,
,
,
Edit:PRS,
,
,
,
,
,
Amsterdam:LOC,
,
,
,
Benzo:PRS,
,
Benzo:PRS,
,
,
,
,
Cigg:PRS,
,
,
fuck off:PRS,
"Sven Svensson:PRS,Ahmed Abdhulla:PRS,Irak:LOC",
,
"Indien:LOC,Indien:LOC",
"Liechtenstein:PRS,Bürgergemeinde:LOC,Liechtenstein:PRS,Liechtenstein:PRS,Sverige:LOC",
,
,Photoshop:WRK
,Bristol:LOC
,EU:ORG
Rich:PRS,Mac:PRS
mac os:PRS,
,
,
,
barcelona:LOC,
,
,
,
,
,
,
,
,
,
,
,
,
,
,weed:PRS
Josef_K:PRS,
,
,
,
,
,
,
,
,
,
Arcane:PRS,"Stockholm:LOC,Odenplan:LOC"
Arcane:PRS,"Stockholm:LOC,Spel & Sånt:WRK,Hornsgatan:LOC,Gamla Stan:LOC,Sveavägen:LOC"
"Sturegallerian:LOC,Mariatorget:LOC","Stockholm:LOC,Gamla Stan:LOC,Nerdvana:PRS,Sundbyberg:LOC,Södermalm:LOC"
"GBG:LOC,Games:ORG","Västermalm:LOC,Kungliga Spel:ORG,Södermalm:LOC,Gamla stan:LOC"
Stockholm:LOC,"Gamezone:WRK,Gamla Brogatan:LOC,Svenska Spel:ORG,Mariatorget:LOC"
"Alphaspel:PRS,öppettider:LOC","Stockholm:LOC,Game On:WRK,Södermalm:LOC"
"Gamla Stan:LOC,Västerlånggatan:LOC,USA:LOC,Arcane:PRS,Odenplan:LOC,Butik:ORG,Kungsholmstorg:LOC,Sveriges:LOC,Sveriges:LOC,Solberga:LOC","Stockholm:LOC,Södermalm:LOC,🃏:ORG"
,
,
"Lars Vilks:PRS,Vilks:PRS",Lars Vilks:PRS
Sverige:LOC,
,
,Lars Vilks:PRS
"Lars Wilks:PRS,Muhammed:PRS,Islam:WRK",Lars Vilks:PRS
Muhammed:PRS,
Mohammed:PRS,
"Jesus:PRS,Buddha:PRS",
Vilks:PRS,
Lars:PRS,
Nederländerna:LOC,
,Lars Vilks:PRS
,dejting:LOC
,
facebook:PRS,Facebook:ORG
Facebook:ORG,Facebook:ORG
,
facebook:PRS,
,
Facebook:ORG,
,
,
,
,Ubuntu:PRS
,
,
,
Raidcard:PRS,
hard:PRS,
8-9 timmar:TME,"Köpenhamn:LOC,Helsingfors:LOC,Finnair:ORG,Köpenhamn:LOC,förra vintern:TME"
"Turkish:LOC,Göteborg:LOC,Bangkok:LOC,Istanbul:LOC,SAS:ORG,Star Alliance:ORG","Bangkok:LOC,Köpenhamn:LOC,Frankfurt:LOC,Köpenhamn:LOC,Thai:ORG,SAS:ORG,Frankfurt:LOC,Helsingfors:LOC,Finnair:ORG"
Thailand:LOC,"Helsingfors:LOC,Finnair:ORG,Köpenhamn:LOC,SAS:ORG,Norwegian:ORG,Frankfurt:LOC,Amsterdam:LOC"
,MacBooken:PRS
Dr Tinnitus:PRS,"MacBooken:PRS,MacBooken:PRS"
,MacBooken:PRS
,MacBooken:PRS
,
,"MacBooken:PRS,MacBooken:PRS"
,Macbooken:PRS
,MacBooken:PRS
,"Barcelona:LOC,Barcelona:LOC"
"Barcelona:LOC,mellan dagarna:TME","Barcelona:LOC,Barcelona:LOC"
,Göteborg:LOC
,
,
Dolly:PRS,
,Flashback:LOC
Sverige:LOC,Flashback:LOC
under andra världskriget:TME,
,
,
,
,
somalia:ORG,
,
,
,
,
,
,SMR:ORG
"SMR:ORG,Sverige:LOC,Vasaparken:LOC,Stockholm:LOC",
,
,
,NSF:ORG
"Sveriges:LOC,Araber:LOC,2,65%:MSR,Jugoslaver:LOC,Skandinaver:LOC,1,07%:MSR,Väst-:LOC,Thailandska:LOC,Filippinska:LOC,Sveriges:LOC",
"Stockholm:LOC,Thailand:LOC,afrika:LOC",
Somalia:LOC,
,"Santa Maria:LOC,Jala:LOC"
"Erik Lallerstedts:PRS,Lohmanders:PRS,McDonald's:ORG,Louisiana:LOC",Lohmanders Bea:PRS
"i somras:TME,Lohmanders:PRS,Heinz:PRS,Felix:PRS,Max:PRS",Lohmanders Bea:PRS
"Kroatien:LOC,cirkus:LOC,1 år sedan:TME,Ica:ORG,Felix:PRS","Lohmanders Bea:PRS,Heinz:PRS"
"Santa Marias Cheddardipp:PRS,Max:PRS",Heinz Ketchup:PRS
"åxå:PRS,Blairs:PRS,åxå:PRS,hiilosmakkara:PRS,åxå:PRS","American French:ORG,Lohmanders Bea:PRS"
"EastClintfood:PRS,Sriracha:LOC,för två månader sedan:TME",Lohmanders Bea:PRS
Lohmanders:PRS,Bea:PRS
,Lohmanders Bea:PRS
"Johnnys Mango:PRS,Johnnys Rödlök:PRS,Heinz Ketchup:PRS,HP-Sauce:LOC",
,"Lohmanders Bea:PRS,Whipalight ranch dressing:PRS"
"Café:LOC,Paris:LOC",
"Schirasca:PRS,Heinz:PRS,Brown:PRS,McDonalds:ORG,nuggets:ORG","Lohmanders Bea:PRS,BBQ:ORG,O´:PRS"
Sverige:LOC,Lohmanders Bea:PRS
,
,
,
MCDonalds:PRS,transport:ORG
,
TS:ORG,
"Sverige:LOC,Erik:PRS,Sverige:LOC",
,
"Erik:PRS,Mod:PRS,Getto:LOC,USA:LOC,Alban:PRS",
,
Sverige:LOC,
"Svea Rikes:ORG,Gud:PRS",
,
,
,
,
,Sverige:LOC
Allan:PRS,transport:ORG
,
Afrika:LOC,
,
,
,Sverige:LOC
Sverige:LOC,
,
,"SAOB:ORG,Svenska Akademiens:ORG"
,
,
I mitten av 90-talet:TME,
,i tid:TME
,"Hellgate:LOC,London:LOC"
Blizzard:PRS,
"Blizzard:PRS,Blizzard:PRS,Sverige:LOC,EA:ORG,Blizzard:PRS,Blizzards:PRS",
,
,
,
sveriges:LOC,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
TS:ORG,
,
,
,
,
,
,
,
,
,
,
,
,
"china:PRS,Virgin:PRS,thailand:LOC",
,🍿:ORG
,🎬😄:PRS
Fucking brilliant:ORG,
,🍫:PRS
,
"indien:LOC,sverige:LOC,afrika:LOC",
,
,Valium:OBJ
,
,Valium:OBJ
,
,
,
varje fredag:TME,Valium:OBJ
,
varje dag:TME,Valium:OBJ
,
"Tors:PRS,Starköl:ORG,Canabis:LOC,Canabis:LOC,Canabis:LOC,Benzo:PRS,imovane:PRS",Valium:OBJ
,Valium:OBJ
,Valium:OBJ
,Valium:OBJ
,
,
,
,
,
,
Kina:LOC,
TS:ORG,
sverige:LOC,
,
,
"Sverige:LOC,idag:TME,TS:ORG",
"Sverige:LOC,ga:ORG",
Sverige:LOC,
,Sverige:LOC
,
"TS:ORG,TS:ORG",
,
,Sverige:LOC
,
,
,
usa:LOC,
"BRIS:LOC,Alkisar:PRS,Sverige:LOC,2011:TME,åxå:PRS",
Coop:ORG,
Triumf Glass:WRK,
,
Triumf:PRS,
,
,
,
,
,
,
,
,
,
,"Moderaternas:ORG,Moderaterna:ORG,KD:ORG,L:ORG,Moderaterna:ORG"
SJ:ORG,"Zealiot:PRS,Moderaterna:ORG,Moderaterna:ORG"
,"Zealiot:PRS,Moderaterna:ORG"
,"Zealiot:PRS,Moderaterna:ORG,Moderaterna:ORG"
,"Zealiot:PRS,Moderaternas:ORG,Moderaterna:ORG,Kristdemokraterna:ORG"
"Moderaterna:ORG,Moderaterna:ORG","Zealiot:PRS,Moderaterna:ORG,Moderaternas:ORG,Moderaterna:ORG"
,"Zealiot:PRS,Moderaterna:ORG,Moderaterna:ORG,Moderaterna:ORG,Moderaterna:ORG"
,"Moderaterna:ORG,KD:ORG"
,"Zealiot:PRS,Moderaternas:ORG,Moderaterna:ORG,Moderaternas:ORG,KD:ORG"
"HV:ORG,HV:ORG",
,PBV:ORG
HV:ORG,
HV:ORG,HV:ORG
"Rikshemvärnschefen:PRS,Hemvärnets:ORG,Pbv:WRK",
"HV:s:ORG,p n p:ORG",
"JC:ORG,Motörhead:ORG",
"Rolling Stones:WRK,kring 1990:TME",
,
,
Rolling Stones:WRK,
,samtidigt:TME
,💸:PRS
Dressman:PRS,
,
Dressman:PRS,
Anders Westgårdh:PRS,
"Urban Outfitters:PRS,Dressman:PRS,Sverige:LOC,Dressman:PRS,Tressman:PRS",Rolling Stones:WRK
Västerlånggatan:LOC,
,Rolling Stones:WRK
Dressman:PRS,
"Toto:PRS,Toto:PRS",i framtiden:TME
,
Rolling Stones:WRK,
