Abstract_Entity_Counts,Generated_Abstract_Entity_Counts
,LOC:6 | ORG:1
,LOC:1 | ORG:1
LOC:2,LOC:4 | TME:1
LOC:1,LOC:2
,LOC:1
LOC:4 | MSR:2 | ORG:2,LOC:3
,LOC:4
LOC:5,
LOC:9 | TME:1,LOC:1
LOC:1,LOC:2
,PRS:1
ORG:1,
,
,
,
ORG:1,
LOC:1,
,
LOC:1 | PRS:1,
LOC:3,
LOC:4,
LOC:1,
PRS:1,
,
,
,
,LOC:1
,
LOC:1,
,
,
,
TME:1,
ORG:1,
LOC:2 | ORG:2,
,
,
,
,
LOC:2 | PRS:1,
LOC:3 | MSR:1,
ORG:1,
,TME:1
ORG:1,
,
PRS:1,
,
LOC:5 | ORG:1,
,
LOC:1,
LOC:1,
,
,
,
,
,
LOC:1,LOC:4
LOC:9,LOC:3
LOC:2,LOC:9
LOC:5 | ORG:1,LOC:5
LOC:5,LOC:5
LOC:2,LOC:4
PRS:1,LOC:5
LOC:5,LOC:3
,LOC:3
LOC:3,LOC:6
LOC:1 | ORG:2,LOC:3
LOC:3,LOC:4
LOC:1,LOC:6
LOC:11 | PRS:1 | TME:1,LOC:6 | ORG:1
LOC:7 | PRS:2,LOC:3
LOC:4,LOC:6 | TME:1
LOC:1,
LOC:1,
LOC:1,
,
,
,
,
,
,
,
,
,
,
,
PRS:1,
,
,
OBJ:1,
,
TME:1,
,
PRS:1,
,
,
,
,
,
,
OBJ:1 | PRS:2,
,
,
,
,
,
,
,
,
LOC:1,
,
,
,
LOC:1 | PRS:1 | TME:1,
,
,
,
,
,PRS:1
,
,
,
,PRS:1
,PRS:1
,PRS:1
ORG:1,LOC:1 | ORG:1 | PRS:1
,PRS:1
,PRS:1
,PRS:1
,PRS:1
,PRS:1
LOC:1,PRS:1
LOC:1,PRS:1
,PRS:1
,PRS:1
,PRS:1
,OBJ:1 | PRS:1
,
,
,
,PRS:1
PRS:1,
,
PRS:1,
TME:1,
,
,
,
,
,
,
,
,
PRS:1,
,
,
,
,
,
LOC:1,
,
,
,
PRS:1,
,
PRS:1,
,
,
,
,
PRS:1,
,
,
PRS:1,
LOC:1 | PRS:2,
,
LOC:2,
LOC:2 | PRS:3,
,
,WRK:1
,LOC:1
,ORG:1
PRS:1,PRS:1
PRS:1,
,
,
,
LOC:1,
,
,
,
,
,
,
,
,
,
,
,
,
,
,PRS:1
PRS:1,
,
,
,
,
,
,
,
,
,
PRS:1,LOC:2
PRS:1,LOC:4 | WRK:1
LOC:2,LOC:4 | PRS:1
LOC:1 | ORG:1,LOC:3 | ORG:1
LOC:1,LOC:2 | ORG:1 | WRK:1
LOC:1 | PRS:1,LOC:2 | WRK:1
LOC:8 | ORG:1 | PRS:1,LOC:2 | ORG:1
,
,
PRS:2,PRS:1
LOC:1,
,
,PRS:1
PRS:2 | WRK:1,PRS:1
PRS:1,
PRS:1,
PRS:2,
PRS:1,
PRS:1,
LOC:1,
,PRS:1
,LOC:1
,
PRS:1,ORG:1
ORG:1,ORG:1
,
PRS:1,
,
ORG:1,
,
,
,
,PRS:1
,
,
,
PRS:1,
PRS:1,
TME:1,LOC:3 | ORG:1 | TME:1
LOC:4 | ORG:2,LOC:6 | ORG:3
LOC:1,LOC:4 | ORG:3
,PRS:1
PRS:1,PRS:2
,PRS:1
,PRS:1
,
,PRS:2
,PRS:1
,PRS:1
,LOC:2
LOC:1 | TME:1,LOC:2
,LOC:1
,
,
PRS:1,
,LOC:1
LOC:1,LOC:1
TME:1,
,
,
,
,
ORG:1,
,
,
,
,
,
,ORG:1
LOC:3 | ORG:1,
,
,
,ORG:1
LOC:8 | MSR:2,
LOC:3,
LOC:1,
,LOC:2
LOC:1 | ORG:1 | PRS:2,PRS:1
PRS:4 | TME:1,PRS:1
LOC:2 | ORG:1 | PRS:1 | TME:1,PRS:2
PRS:2,PRS:1
PRS:5,ORG:1 | PRS:1
LOC:1 | PRS:1 | TME:1,PRS:1
PRS:1,PRS:1
,PRS:1
LOC:1 | PRS:3,
,PRS:2
LOC:2,
ORG:2 | PRS:3,ORG:1 | PRS:2
LOC:1,PRS:1
,
,
,
PRS:1,ORG:1
,
ORG:1,
LOC:2 | PRS:1,
,
LOC:2 | PRS:3,
,
LOC:1,
ORG:1 | PRS:1,
,
,
,
,
,LOC:1
PRS:1,ORG:1
,
LOC:1,
,
,
,LOC:1
LOC:1,
,
,ORG:2
,
,
TME:1,
,TME:1
,LOC:2
PRS:1,
LOC:1 | ORG:1 | PRS:4,
,
,
,
LOC:1,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
ORG:1,
,
,
,
,
,
,
,
,
,
,
,
,
LOC:1 | PRS:2,
,ORG:1
,PRS:1
ORG:1,
,PRS:1
,
LOC:3,
,
,OBJ:1
,
,OBJ:1
,
,
,
TME:1,OBJ:1
,
TME:1,OBJ:1
,
LOC:3 | ORG:1 | PRS:3,OBJ:1
,OBJ:1
,OBJ:1
,OBJ:1
,
,
,
,
,
,
LOC:1,
ORG:1,
LOC:1,
,
,
LOC:1 | ORG:1 | TME:1,
LOC:1 | ORG:1,
LOC:1,
,LOC:1
,
ORG:2,
,
,LOC:1
,
,
,
LOC:1,
LOC:2 | PRS:2 | TME:1,
ORG:1,
WRK:1,
,
PRS:1,
,
,
,
,
,
,
,
,
,
,ORG:5
ORG:1,ORG:2 | PRS:1
,ORG:1 | PRS:1
,ORG:2 | PRS:1
,ORG:3 | PRS:1
ORG:2,ORG:3 | PRS:1
,ORG:4 | PRS:1
,ORG:2
,ORG:4 | PRS:1
ORG:2,
,ORG:1
ORG:1,
ORG:1,ORG:1
ORG:1 | PRS:1 | WRK:1,
ORG:2,
ORG:2,
TME:1 | WRK:1,
,
,
WRK:1,
,TME:1
,PRS:1
PRS:1,
,
PRS:1,
PRS:1,
LOC:1 | PRS:4,WRK:1
LOC:1,
,WRK:1
PRS:1,
PRS:2,TME:1
,
WRK:1,
