human_sentiment_label,human_sentiment_score,human_affective_extremity,human_is_subjective,human_emotion_neutral,human_emotion_disgust,human_emotion_surprise,human_emotion_joy,human_emotion_fear,human_emotion_anger,human_emotion_sadness,llm_sentiment_label,llm_sentiment_score,llm_affective_extremity,llm_is_subjective,llm_emotion_surprise,llm_emotion_disgust,llm_emotion_anger,llm_emotion_joy,llm_emotion_sadness,llm_emotion_fear,llm_emotion_neutral
NEUTRAL,0.8845056295394897,0.115494,0,0.03832491487264633,0.18349093198776245,0.256986141204834,0.0740337073802948,0.10327164828777313,0.2760825753211975,0.0678100734949112,NEUTRAL,0.9402146339416504,0.059785,0,0.1733008772134781,0.22139619290828705,0.16656574606895447,0.18137143552303314,0.14052432775497437,0.07994987815618515,0.03689157962799072
NEUTRAL,0.9436569213867188,0.056343,0,0.046658068895339966,0.2716006934642792,0.24262280762195587,0.1198514997959137,0.058667708188295364,0.19615519046783447,0.06444402039051056,NEUTRAL,0.9370843768119812,0.062916,0,0.2762643098831177,0.2822871506214142,0.1793207824230194,0.07042746990919113,0.07503695040941238,0.07318919897079468,0.04347413033246994
NEUTRAL,0.9179206490516663,0.082079,0,0.14621272683143616,0.14876678586006165,0.08707830309867859,0.1543521285057068,0.1579083800315857,0.19296163320541382,0.11272002756595612,NEUTRAL,0.9104177355766296,0.089582,0,0.18486876785755157,0.2681901454925537,0.3467387557029724,0.060316674411296844,0.0484950877726078,0.051588889211416245,0.03980161249637604
NEUTRAL,0.9427307844161987,0.057269,0,0.3071529269218445,0.12005242705345154,0.21151435375213623,0.10075198858976364,0.0896582379937172,0.11597897857427597,0.05489107221364975,NEUTRAL,0.8914099335670471,0.10859,0,0.27303099632263184,0.08791646361351013,0.24377508461475372,0.12534700334072113,0.0854327604174614,0.09664251655340195,0.08785519003868103
NEUTRAL,0.9102315306663513,0.089768,0,0.0823841243982315,0.13243019580841064,0.38564038276672363,0.13312356173992157,0.10500641912221909,0.09422238171100616,0.06719294935464859,NEUTRAL,0.9587040543556213,0.041296,0,0.2708005905151367,0.1267787218093872,0.18218839168548584,0.12284735590219498,0.08387454599142075,0.10422512143850327,0.10928525775671005
NEUTRAL,0.9569030404090881,0.043097,0,0.0293902475386858,0.3083561360836029,0.18915413320064545,0.13190919160842896,0.06505004316568375,0.18142521381378174,0.09471510350704193,NEUTRAL,0.9437168836593628,0.056283,0,0.26956304907798767,0.23622041940689087,0.20409464836120605,0.09232151508331299,0.08457174897193909,0.09303980320692062,0.02018890716135502
NEUTRAL,0.8945757150650024,0.105424,0,0.11015428602695465,0.14733663201332092,0.21813789010047913,0.13164842128753662,0.13093045353889465,0.1402701884508133,0.12152210623025894,NEUTRAL,0.8936932682991028,0.106307,0,0.18466438353061676,0.38634809851646423,0.26455116271972656,0.06444805860519409,0.06608554720878601,0.021654987707734108,0.01224770862609148
NEUTRAL,0.9313191771507263,0.068681,0,0.07216295599937439,0.10426320880651474,0.3503224551677704,0.12024348229169846,0.07063942402601242,0.22174127399921417,0.06062716245651245,NEUTRAL,0.9315452575683594,0.068455,0,0.3690190315246582,0.09238146245479584,0.2316015660762787,0.12845776975154877,0.041674792766571045,0.08036200702190399,0.05650336295366287
NEUTRAL,0.9665185809135437,0.033481,0,0.09358285367488861,0.17506495118141174,0.2649841606616974,0.14546731114387512,0.09956991672515869,0.15466637909412384,0.06666445732116699,NEUTRAL,0.9492871165275574,0.050713,0,0.38227179646492004,0.37083306908607483,0.0495968721807003,0.06173057481646538,0.029509447515010834,0.029706580564379692,0.07635173201560974
NEUTRAL,0.8539457321166992,0.146054,0,0.051291417330503464,0.1818566620349884,0.18130628764629364,0.12595966458320618,0.0804959312081337,0.26782235503196716,0.11126762628555298,NEUTRAL,0.9618303179740906,0.03817,0,0.6005421876907349,0.26622939109802246,0.04744242504239082,0.02269914001226425,0.02480897307395935,0.02223988063633442,0.016037898138165474
NEUTRAL,0.8787612915039062,0.121239,0,0.1357087939977646,0.0961233377456665,0.4792040288448334,0.0838402733206749,0.06492001563310623,0.09332840144634247,0.046875134110450745,NEUTRAL,0.9338008165359497,0.066199,0,0.332769513130188,0.23971617221832275,0.17014041543006897,0.11955346167087555,0.05309564620256424,0.05607219412922859,0.028652582317590714
NEUTRAL,0.963221549987793,0.036778,0,0.19579100608825684,0.13857242465019226,0.3371066451072693,0.09355668723583221,0.07413068413734436,0.09332740306854248,0.06751517951488495,NEUTRAL,0.9525105357170105,0.047489,0,0.24699191749095917,0.2418031245470047,0.14251931011676788,0.17173150181770325,0.09044075757265091,0.08481907844543457,0.021694261580705643
NEUTRAL,0.9480379819869995,0.051962,0,0.03102637454867363,0.29022130370140076,0.17766685783863068,0.13602492213249207,0.06228373944759369,0.14844533801078796,0.15433143079280853,NEUTRAL,0.924778163433075,0.075222,0,0.22599294781684875,0.3173123896121979,0.19681666791439056,0.09638889133930206,0.10136622190475464,0.028347529470920563,0.0337754525244236
NEUTRAL,0.9118701219558716,0.08813,0,0.16224828362464905,0.1311427503824234,0.16172301769256592,0.12857504189014435,0.14094412326812744,0.13841260969638824,0.13695421814918518,NEUTRAL,0.9532366991043091,0.046763,0,0.42660048604011536,0.14432428777217865,0.12674756348133087,0.1253134161233902,0.05931105837225914,0.054841697216033936,0.06286150217056274
NEUTRAL,0.961590051651001,0.03841,0,0.06031247228384018,0.15473876893520355,0.3391680121421814,0.16359995305538177,0.06854160875082016,0.12999682128429413,0.08364243060350418,NEUTRAL,0.9772642850875854,0.022736,0,0.5469169020652771,0.12758535146713257,0.07520760595798492,0.08021438121795654,0.057242900133132935,0.058868639171123505,0.053964272141456604
NEUTRAL,0.9521519541740417,0.047848,0,0.1085737943649292,0.1355765461921692,0.3025398850440979,0.11482714861631393,0.07934693247079849,0.16285455226898193,0.09628118574619293,NEUTRAL,0.9000710248947144,0.099929,0,0.10993081331253052,0.6728115677833557,0.06293696910142899,0.030137289315462112,0.08601720631122589,0.02616787515580654,0.011998261325061321
NEUTRAL,0.9403194785118103,0.059681,0,0.04403019696474075,0.26338571310043335,0.2075158953666687,0.11834897845983505,0.09030414372682571,0.20476311445236206,0.07165194302797318,NEUTRAL,0.9408931136131287,0.059107,0,0.5127328038215637,0.11200452595949173,0.15836258232593536,0.07109381258487701,0.025372818112373352,0.03516853228211403,0.08526492863893509
NEUTRAL,0.9065728187561035,0.093427,0,0.03325744718313217,0.2680948078632355,0.22657084465026855,0.11228422075510025,0.11662358790636063,0.13846755027770996,0.10470162332057953,NEUTRAL,0.9406097531318665,0.05939,0,0.4687555134296417,0.15729442238807678,0.12658868730068207,0.1320681869983673,0.052863217890262604,0.04385776445269585,0.018572183325886726
NEUTRAL,0.9115034341812134,0.088497,0,0.11491017788648605,0.2070736289024353,0.347028911113739,0.07567411661148071,0.05292462930083275,0.12220083177089691,0.08018770813941956,NEUTRAL,0.921771764755249,0.078228,0,0.4006998538970947,0.2201310396194458,0.13683004677295685,0.09343883395195007,0.06404139846563339,0.045957051217556,0.038901783525943756
NEUTRAL,0.817124605178833,0.182875,0,0.15513046085834503,0.1496076136827469,0.172857865691185,0.14067968726158142,0.06770963966846466,0.18398873507976532,0.13002604246139526,NEUTRAL,0.9633244276046753,0.036676,0,0.20948392152786255,0.2603268623352051,0.2580582797527313,0.05303550511598587,0.09185194224119186,0.01999802142381668,0.10724546015262604
NEUTRAL,0.9354662895202637,0.064534,0,0.11005482077598572,0.20867127180099487,0.30483299493789673,0.1678290218114853,0.06898590177297592,0.07427109032869339,0.06535489857196808,NEUTRAL,0.9716020226478577,0.028398,0,0.5743522644042969,0.201334610581398,0.020670505240559578,0.11988988518714905,0.032056670635938644,0.039109013974666595,0.012586998753249645
NEUTRAL,0.7500135898590088,0.249986,0,0.14697842299938202,0.14586903154850006,0.2296004742383957,0.12113543599843979,0.10918379575014114,0.13572485744953156,0.11150790750980377,NEUTRAL,0.9542354941368103,0.045765,0,0.12561920285224915,0.3060147166252136,0.20695339143276215,0.21333251893520355,0.050711676478385925,0.05050063133239746,0.04686786234378815
NEUTRAL,0.9235336780548096,0.076466,0,0.15268953144550323,0.12249742448329926,0.23372066020965576,0.16201236844062805,0.09148787707090378,0.1528976410627365,0.08469449728727341,NEUTRAL,0.9426819682121277,0.057318,0,0.2598629295825958,0.1292564868927002,0.17915576696395874,0.14910930395126343,0.10509280115365982,0.10517293959856033,0.07234979420900345
NEUTRAL,0.8107883930206299,0.189212,0,0.16123387217521667,0.23862971365451813,0.15971460938453674,0.11527371406555176,0.09372732788324356,0.16263025999069214,0.0687904953956604,NEUTRAL,0.9488243460655212,0.051176,0,0.21837405860424042,0.28767693042755127,0.15022359788417816,0.10230915248394012,0.08617586642503738,0.09717459231615067,0.05806581303477287
NEUTRAL,0.9443497657775879,0.05565,0,0.06037507951259613,0.295083612203598,0.11171173304319382,0.19021490216255188,0.08955144882202148,0.1568896323442459,0.09617356210947037,NEUTRAL,0.9489913582801819,0.051009,0,0.39656272530555725,0.20820046961307526,0.2661542594432831,0.059390004724264145,0.01621927320957184,0.021962979808449745,0.031510334461927414
NEUTRAL,0.9746761918067932,0.025324,0,0.03093678131699562,0.26922109723091125,0.1096046194434166,0.11187337338924408,0.11165420711040497,0.284232497215271,0.08247742801904678,NEUTRAL,0.9708036184310913,0.029196,0,0.25452691316604614,0.17619656026363373,0.22366271913051605,0.09651165455579758,0.09004431217908859,0.1339341402053833,0.025123726576566696
NEUTRAL,0.9039691686630249,0.096031,0,0.15905869007110596,0.1351863592863083,0.3033994138240814,0.2539483904838562,0.045953959226608276,0.05964279919862747,0.0428103506565094,NEUTRAL,0.9084665179252625,0.091533,0,0.3264090120792389,0.11319013684988022,0.07248666137456894,0.21694278717041016,0.06651882082223892,0.07951804995536804,0.12493456900119781
NEUTRAL,0.9275124669075012,0.072488,0,0.03633401542901993,0.1956888884305954,0.27032890915870667,0.20288343727588654,0.09479561448097229,0.13928557932376862,0.060683492571115494,NEUTRAL,0.9559177160263062,0.044082,0,0.29307419061660767,0.15219487249851227,0.16980314254760742,0.09671446681022644,0.11647843569517136,0.12176111340522766,0.049973879009485245
NEUTRAL,0.9568648338317871,0.043135,0,0.04727299511432648,0.11912853270769119,0.12008441984653473,0.12826980650424957,0.23439694941043854,0.1928943395614624,0.15795296430587769,NEUTRAL,0.9654503464698792,0.03455,0,0.08461867272853851,0.24744366109371185,0.31002742052078247,0.08978275954723358,0.11314218491315842,0.14607924222946167,0.008906077593564987
NEUTRAL,0.9263743758201599,0.073626,0,0.08545424044132233,0.1807243376970291,0.3298569619655609,0.13410638272762299,0.08369450271129608,0.10967591404914856,0.07648762315511703,NEUTRAL,0.8865681886672974,0.113432,0,0.42449766397476196,0.21910636126995087,0.1198844313621521,0.11371994763612747,0.04322226718068123,0.042238615453243256,0.03733070567250252
NEUTRAL,0.956589937210083,0.04341,0,0.054570794105529785,0.27503663301467896,0.20398567616939545,0.19052737951278687,0.08637675642967224,0.13389061391353607,0.05561209097504616,NEUTRAL,0.9381946921348572,0.061805,0,0.32953768968582153,0.17322078347206116,0.22102463245391846,0.15417000651359558,0.03212111443281174,0.04389985650777817,0.04602580890059471
NEUTRAL,0.9388386607170105,0.061161,0,0.03036833368241787,0.18485699594020844,0.3305027186870575,0.19560836255550385,0.08280845731496811,0.10905198752880096,0.06680319458246231,NEUTRAL,0.9576293230056763,0.042371,0,0.21562428772449493,0.30083757638931274,0.18764911592006683,0.12327205389738083,0.07110688090324402,0.054893672466278076,0.04661646857857704
NEUTRAL,0.9523230195045471,0.047677,0,0.07404268532991409,0.18136894702911377,0.1904359757900238,0.15918664634227753,0.09242366999387741,0.16178449988365173,0.14075762033462524,NEUTRAL,0.9404611587524414,0.059539,0,0.4670468270778656,0.23042644560337067,0.13349545001983643,0.04969750717282295,0.037950821220874786,0.028665907680988312,0.05271703377366066
NEUTRAL,0.7250073552131653,0.274993,0,0.2819538712501526,0.1581805944442749,0.2520987093448639,0.09005547314882278,0.055376794189214706,0.10564036667346954,0.05669417977333069,NEUTRAL,0.944694459438324,0.055306,0,0.18223054707050323,0.21790768206119537,0.31581252813339233,0.10711981356143951,0.07024718075990677,0.06261846423149109,0.04406379163265228
NEUTRAL,0.9429046511650085,0.057095,0,0.044260554015636444,0.16324105858802795,0.275397926568985,0.1142156571149826,0.05117568001151085,0.288152813911438,0.06355638056993484,NEUTRAL,0.9483913779258728,0.051609,0,0.2968074679374695,0.2104339301586151,0.23111800849437714,0.1218700110912323,0.05858897790312767,0.05330990254878998,0.027871720492839813
NEUTRAL,0.9394385814666748,0.060561,0,0.038217693567276,0.19372902810573578,0.3376380205154419,0.12616631388664246,0.09126052260398865,0.11734344065189362,0.09564496576786041,NEUTRAL,0.9046906232833862,0.095309,0,0.131841778755188,0.04912707954645157,0.49161699414253235,0.009907743893563747,0.269322007894516,0.04204703867435455,0.00613736966624856
NEUTRAL,0.8839350342750549,0.116065,0,0.04468653351068497,0.13224059343338013,0.28200563788414,0.051954787224531174,0.24067087471485138,0.16624970734119415,0.08219191431999207,NEUTRAL,0.909960150718689,0.09004,0,0.6157160401344299,0.19575069844722748,0.04862546548247337,0.02742815390229225,0.022343549877405167,0.03305954858660698,0.057076502591371536
NEUTRAL,0.9311975836753845,0.068802,0,0.1706806868314743,0.15299732983112335,0.4790760576725006,0.04772055521607399,0.04430512338876724,0.05820081755518913,0.04701938107609749,NEUTRAL,0.8757866621017456,0.124213,0,0.4203215539455414,0.2896745800971985,0.06006130576133728,0.06948494911193848,0.04925820603966713,0.05804441124200821,0.053154975175857544
NEUTRAL,0.9240257740020752,0.075974,0,0.1752341389656067,0.11802895367145538,0.15803250670433044,0.156813845038414,0.11527320742607117,0.1396126002073288,0.1370047926902771,NEUTRAL,0.8749452233314514,0.125055,0,0.1798490285873413,0.33187147974967957,0.08907060325145721,0.11885299533605576,0.0653892382979393,0.19007357954978943,0.024893013760447502
NEUTRAL,0.9334243535995483,0.066576,0,0.03373446315526962,0.17874455451965332,0.29230496287345886,0.12711137533187866,0.10773447155952454,0.17285674810409546,0.08751349151134491,NEUTRAL,0.9352843165397644,0.064716,0,0.41181591153144836,0.22664406895637512,0.15789178013801575,0.07598690688610077,0.03049449250102043,0.03802860528230667,0.05913826823234558
NEUTRAL,0.8438461422920227,0.156154,0,0.08913096785545349,0.1430639773607254,0.2541203796863556,0.11752540618181229,0.10820281505584717,0.24436572194099426,0.043590664863586426,NEUTRAL,0.9362722635269165,0.063728,0,0.1370629519224167,0.20330102741718292,0.2642667293548584,0.1275397092103958,0.10252281278371811,0.13381560146808624,0.031491268426179886
NEUTRAL,0.9096129536628723,0.090387,0,0.07297169417142868,0.2473316490650177,0.17297883331775665,0.11432675272226334,0.05248696729540825,0.2589036226272583,0.08100049942731857,NEUTRAL,0.9549027681350708,0.045097,0,0.46299952268600464,0.20189183950424194,0.13433627784252167,0.06636825948953629,0.045472726225852966,0.04230763763189316,0.046623773872852325
NEUTRAL,0.9311264157295227,0.068874,0,0.12909869849681854,0.18399296700954437,0.1621021330356598,0.126142218708992,0.13279762864112854,0.14410753548145294,0.12175879627466202,NEUTRAL,0.940942108631134,0.059058,0,0.40163952112197876,0.20883828401565552,0.16899968683719635,0.049263082444667816,0.052769824862480164,0.07630231231451035,0.04218732565641403
NEUTRAL,0.8954861760139465,0.104514,0,0.17210663855075836,0.1862201988697052,0.2695523500442505,0.10806037485599518,0.08719334006309509,0.11747382581233978,0.05939324200153351,NEUTRAL,0.9400281310081482,0.059972,0,0.22730983793735504,0.20582039654254913,0.24091693758964539,0.13515616953372955,0.07573866844177246,0.08667532354593277,0.028382616117596626
NEUTRAL,0.9613967537879944,0.038603,0,0.03642132133245468,0.1905733197927475,0.14761394262313843,0.11678794026374817,0.11798859387636185,0.27620047330856323,0.11441442370414734,NEUTRAL,0.9650822877883911,0.034918,0,0.10727425664663315,0.3537134826183319,0.21640804409980774,0.12387076765298843,0.12062260508537292,0.05590975657105446,0.02220102958381176
NEUTRAL,0.9411168098449707,0.058883,0,0.08494899421930313,0.17129133641719818,0.17805960774421692,0.14822891354560852,0.1272387057542801,0.18159547448158264,0.10863688588142395,NEUTRAL,0.9535688161849976,0.046431,0,0.6277415156364441,0.06263081729412079,0.1492174118757248,0.05627421289682388,0.0245266892015934,0.06056198850274086,0.019047392532229424
NEUTRAL,0.9451819658279419,0.054818,0,0.030456312000751495,0.12043099850416183,0.04351615905761719,0.34740933775901794,0.07584598660469055,0.2465551793575287,0.1357860118150711,NEUTRAL,0.9524267315864563,0.047573,0,0.2292267233133316,0.18669472634792328,0.18624933063983917,0.12783148884773254,0.13029205799102783,0.10992206633090973,0.029783625155687332
NEUTRAL,0.9391601085662842,0.06084,0,0.06627631187438965,0.1653159260749817,0.3030778765678406,0.10515040904283524,0.1155129000544548,0.17343080043792725,0.07123568654060364,NEUTRAL,0.9578198194503784,0.04218,0,0.2644709348678589,0.2505815923213959,0.29678040742874146,0.04906889423727989,0.05453227832913399,0.045565251260995865,0.039000701159238815
NEUTRAL,0.8735636472702026,0.126436,0,0.05906365066766739,0.1594216227531433,0.2997003197669983,0.13528329133987427,0.07267200946807861,0.1635221242904663,0.11033695191144943,NEUTRAL,0.9544676542282104,0.045532,0,0.10543029755353928,0.32135191559791565,0.21773570775985718,0.12445338070392609,0.12949508428573608,0.06936583667993546,0.03216775134205818
NEUTRAL,0.9442250728607178,0.055775,0,0.027325931936502457,0.12819641828536987,0.2714731693267822,0.20626837015151978,0.09357795864343643,0.1625984162092209,0.11055972427129745,NEUTRAL,0.8882375955581665,0.111762,0,0.2520522177219391,0.1812555342912674,0.1782776564359665,0.15603791177272797,0.08004061877727509,0.1034374013543129,0.048898641020059586
NEUTRAL,0.915705144405365,0.084295,0,0.05053479224443436,0.15081362426280975,0.08886948972940445,0.038845110684633255,0.1241627112030983,0.4131789207458496,0.13359537720680237,NEUTRAL,0.9298139810562134,0.070186,0,0.2135663479566574,0.06682366132736206,0.39157965779304504,0.026367390528321266,0.04503275826573372,0.05518820509314537,0.2014419287443161
NEUTRAL,0.9485480785369873,0.051452,0,0.056436359882354736,0.19469483196735382,0.2294350266456604,0.16569781303405762,0.06647225469350815,0.20606370270252228,0.081200011074543,NEUTRAL,0.9447755217552185,0.055224,0,0.2969876527786255,0.21278376877307892,0.17596428096294403,0.14159910380840302,0.09892997145652771,0.047094643115997314,0.026640530675649643
NEUTRAL,0.9410227537155151,0.058977,0,0.03205708786845207,0.3221035599708557,0.17678429186344147,0.10200566798448563,0.040801893919706345,0.2566869258880615,0.06956057995557785,NEUTRAL,0.9336900115013123,0.06631,0,0.11904389411211014,0.2597596049308777,0.27739080786705017,0.126615509390831,0.1253846287727356,0.041894447058439255,0.04991111904382706
NEUTRAL,0.8907060623168945,0.109294,0,0.05617261305451393,0.18576286733150482,0.11173129826784134,0.22060295939445496,0.08785569667816162,0.2682136297225952,0.069660983979702,NEUTRAL,0.9254728555679321,0.074527,0,0.20750907063484192,0.29371342062950134,0.2260928750038147,0.06926311552524567,0.09321951866149902,0.08283320814371109,0.027368763461709023
NEUTRAL,0.9297478199005127,0.070252,0,0.31470778584480286,0.17120014131069183,0.13965179026126862,0.05733969807624817,0.03171538934111595,0.25584307312965393,0.02954215556383133,NEUTRAL,0.967578113079071,0.032422,0,0.399591863155365,0.11600951105356216,0.16701047122478485,0.08551241457462311,0.06355439871549606,0.07292857021093369,0.09539282321929932
NEUTRAL,0.9257808923721313,0.074219,0,0.02758042700588703,0.26208895444869995,0.3388109505176544,0.09918682277202606,0.09196342527866364,0.11983076483011246,0.06053873896598816,NEUTRAL,0.9153695106506348,0.08463,0,0.5463058352470398,0.24180015921592712,0.08284132182598114,0.03398335725069046,0.03157651424407959,0.03288828209042549,0.03060455434024334
NEUTRAL,0.9644633531570435,0.035537,0,0.08440583199262619,0.16852280497550964,0.42615243792533875,0.11663161218166351,0.07928945124149323,0.06524300575256348,0.05975488945841789,NEUTRAL,0.9572415351867676,0.042758,0,0.46485772728919983,0.17717233300209045,0.07302682846784592,0.06263481825590134,0.039387594908475876,0.03690207377076149,0.14601857960224152
NEUTRAL,0.8916913866996765,0.108309,0,0.08405997604131699,0.15668031573295593,0.2612309753894806,0.13367921113967896,0.09427271038293839,0.1585061252117157,0.11157064139842987,NEUTRAL,0.8329036831855774,0.167096,0,0.4860748052597046,0.1257433295249939,0.09209224581718445,0.09167264401912689,0.05572860315442085,0.05572918802499771,0.09295913577079773
NEUTRAL,0.9479816555976868,0.052018,0,0.19216801226139069,0.15813569724559784,0.1379784494638443,0.1399325728416443,0.12845326960086823,0.16085566580295563,0.08247635513544083,NEUTRAL,0.8504855632781982,0.149514,0,0.3574926555156708,0.2836240530014038,0.08400735259056091,0.059225957840681076,0.06470071524381638,0.05646032094955444,0.09448897838592529
NEUTRAL,0.8260804414749146,0.17392,0,0.07200197875499725,0.029749101027846336,0.34796351194381714,0.19631427526474,0.06491958349943161,0.2528810203075409,0.036170609295368195,NEUTRAL,0.8930844068527222,0.106916,0,0.373091459274292,0.1516035795211792,0.13249407708644867,0.1386290341615677,0.048079125583171844,0.07521476596593857,0.08088798075914383
NEUTRAL,0.9332147836685181,0.066785,0,0.05974830314517021,0.2001713216304779,0.12284283339977264,0.161903515458107,0.09769637882709503,0.2191295176744461,0.1385081559419632,NEUTRAL,0.950570821762085,0.049429,0,0.24742712080478668,0.4321129322052002,0.1425706297159195,0.05570053309202194,0.0421905592083931,0.036769427359104156,0.04322878271341324
