Row,POS_Diff_ADJ,POS_Diff_ADP,POS_Diff_ADV,POS_Diff_AUX,POS_Diff_CCONJ,POS_Diff_DET,POS_Diff_INTJ,POS_Diff_NOUN,POS_Diff_NUM,POS_Diff_PART,POS_Diff_PRON,POS_Diff_PROPN,POS_Diff_PUNCT,POS_Diff_SCONJ,POS_Diff_SYM,POS_Diff_VERB
55,-0.0153,0.0146,-0.0239,0.039,0.0346,-0.0125,0.0,0.0547,0.0,-0.011,0.0012,0.0,-0.0072,-0.0437,0.0,-0.0303
56,-0.0359,0.0603,-0.0584,0.0363,-0.0443,0.01,0.0,-0.0707,0.0506,0.0164,0.0953,-0.0024,-0.0597,-0.0207,0.0,0.0232
57,0.0015,0.0371,-0.0487,0.0177,-0.0141,0.0043,0.0,-0.0272,-0.0018,0.0062,0.0423,0.004,0.0031,-0.0137,0.0,-0.0107
58,0.0834,-0.0006,-0.0247,-0.0022,-0.0366,0.0377,0.0,-0.0444,0.0,-0.0121,0.0017,0.0099,-0.0309,-0.0042,0.0,0.0231
59,0.0375,0.0388,-0.0289,0.0181,-0.053,0.0172,0.0,0.012,0.0095,0.0211,-0.0444,0.0095,-0.0349,-0.0112,0.0,0.009
60,-0.0005,0.0075,-0.0345,0.0182,-0.0223,0.0407,0.0,-0.0101,0.0,0.0186,0.0345,0.0,-0.0598,-0.0097,0.0,0.0174
61,0.0391,0.0156,-0.0095,0.0198,-0.0329,0.0191,0.0,-0.009,0.0,0.0173,-0.042,-0.0031,-0.039,-0.0047,-0.0031,0.0325
62,-0.0224,0.0598,-0.0387,-0.0318,-0.0138,-0.0022,0.0,0.0923,0.0,0.0047,0.0139,0.0,-0.0647,-0.0202,0.0,0.0233
63,0.0364,0.007,-0.0705,0.005,-0.046,0.0313,0.0,0.0019,0.0248,0.0001,0.0328,-0.0091,-0.01,-0.0136,0.0,0.01
64,0.0085,0.0283,-0.0272,0.0118,-0.0174,0.0298,0.0,-0.0149,0.0161,0.0128,0.008,-0.0007,-0.0157,-0.0109,-0.0068,-0.0219
65,0.0088,0.0261,-0.1092,0.0203,-0.0252,0.0446,0.0,0.0747,0.0336,0.0159,0.0071,0.0,-0.0549,-0.0089,0.0,-0.0332
66,0.0548,0.0739,0.0074,0.0032,0.0004,0.0014,0.0,0.0638,-0.0283,0.011,-0.0457,0.0,-0.1589,0.0011,-0.0088,0.0254
67,0.0249,0.0851,-0.0282,0.0111,-0.0124,-0.0129,0.0,0.0031,0.0042,-0.0045,0.0231,-0.0137,-0.0265,-0.0232,0.0,-0.0298
68,0.0316,0.0357,-0.0538,-0.0176,-0.0293,0.0407,0.0,-0.0186,0.0127,-0.0024,0.0332,0.0068,-0.0173,-0.0269,0.0,0.0054
69,0.0085,0.0138,-0.0172,-0.0123,-0.0459,0.038,0.0,-0.0032,0.011,0.0005,0.0385,0.0,-0.0277,-0.0142,0.0,0.0102
70,0.0111,0.042,-0.0479,0.0101,0.0252,0.0055,0.0,0.0488,0.0026,-0.0119,0.0097,0.0147,-0.0546,-0.0178,0.0,-0.0372
71,-0.0117,0.0504,-0.0234,0.0123,-0.0075,0.0202,0.0,0.002,0.0,-0.0006,0.0034,0.0,-0.0291,-0.0105,0.0,-0.0056
72,0.0188,0.033,-0.0356,0.0217,-0.0293,-0.0005,0.0,0.0313,0.0,0.012,-0.0164,0.0,-0.0598,0.0173,0.0,0.0076
73,0.0202,0.0686,-0.0588,-0.0067,-0.0082,0.004,0.0,0.0472,0.0,-0.0277,0.0169,0.0163,-0.0135,-0.007,0.0,-0.0512
74,-0.013,0.0004,-0.0549,-0.0032,-0.0066,0.0127,0.0,0.0152,0.014,0.0134,0.0176,0.0514,0.0091,-0.0208,0.0047,-0.04
75,0.022,0.0678,-0.0128,0.0204,-0.0189,-0.027,0.0,0.0462,0.0109,-0.0054,-0.0189,0.0,-0.0215,-0.0202,-0.0024,-0.0401
76,-0.0193,0.0515,-0.0318,0.0095,-0.0051,0.0104,0.0,0.0214,0.0,-0.0075,0.0576,-0.0022,-0.0581,-0.012,0.0,-0.0147
77,-0.0302,-0.0014,0.0178,0.0217,-0.0357,-0.0017,0.0,-0.0436,-0.0026,0.0103,0.0957,0.0032,-0.0543,0.0139,0.0044,0.0026
78,-0.0092,0.0199,0.0414,0.0265,0.0065,-0.0145,0.0,0.0397,0.0061,-0.0303,-0.0399,0.0218,-0.0325,0.0094,0.0,-0.045
79,0.0288,0.04,-0.0407,0.0021,-0.0156,-0.0094,0.0,0.0983,0.0196,-0.0262,-0.0292,0.0,-0.0305,-0.0005,0.0,-0.0365
80,0.0058,0.0218,-0.0381,0.0051,-0.0123,0.006,0.0,0.0195,0.0218,-0.0011,-0.0163,0.0093,-0.0252,-0.0053,0.0,0.0091
81,0.0213,0.0537,-0.0279,-0.011,-0.018,-0.0022,-0.0025,-0.0025,0.0155,-0.015,0.0295,0.0065,-0.0241,-0.0143,0.0033,-0.0123
82,0.0169,0.064,-0.0757,0.013,0.022,-0.0175,0.0,0.0236,0.0,0.0232,-0.0047,0.0047,-0.044,-0.0175,0.0,-0.0079
83,-0.0284,-0.0114,-0.0168,0.0326,0.0019,-0.0226,0.0,0.0075,0.0041,-0.004,0.0357,0.0041,-0.0307,0.0088,0.014,0.005
84,-0.0001,0.0189,-0.0034,-0.0056,0.0006,0.0054,0.0,0.0064,0.0129,-0.0136,0.0074,0.0119,-0.0273,-0.0075,0.0079,-0.0136
85,-0.0292,0.0307,-0.037,0.0155,0.0127,-0.0066,0.0,0.0106,0.0069,-0.0149,0.0041,0.0338,-0.013,-0.0159,0.0,0.0024
86,0.0225,0.0163,-0.0193,0.0444,-0.0341,0.002,0.0,0.0193,0.003,0.0145,-0.022,0.009,-0.0196,-0.0096,0.0,-0.0264
87,-0.0004,0.0297,-0.0246,0.0437,0.0173,-0.0327,0.0,0.04,0.0028,0.0025,-0.0064,0.0,-0.0306,-0.01,0.0,-0.0313
88,-0.012,0.0418,-0.0551,0.0499,-0.0224,0.0399,0.0,-0.0137,0.0068,0.013,0.0368,0.0137,-0.0642,0.0094,0.0,-0.0438
89,-0.043,0.0156,-0.0114,0.0661,-0.0429,-0.0124,0.0,-0.0527,0.0039,-0.007,0.075,0.0013,-0.0081,0.0035,0.0,0.0122
90,-0.0227,0.0109,-0.0589,0.0345,-0.0027,-0.0136,0.0,0.0159,0.0043,0.0112,0.0366,0.0043,-0.03,-0.0119,0.0043,0.0176
91,0.0341,-0.0257,0.0067,-0.0174,-0.019,0.0195,0.0,0.1226,0.0083,-0.0283,-0.0328,0.0306,-0.022,-0.0098,0.0,-0.067
92,-0.0158,0.0332,-0.0332,0.0186,-0.0209,-0.0084,0.0,0.051,0.0125,0.0008,-0.0293,0.0278,0.0374,-0.0264,0.0,-0.0473
93,-0.0195,0.0403,-0.057,0.004,-0.0013,-0.0019,0.0,0.1063,0.0311,-0.0182,-0.0147,0.0044,0.0052,-0.031,0.0,-0.0475
94,-0.0055,0.0303,-0.0546,0.0172,0.0033,0.0001,-0.0024,0.0469,0.0286,0.0066,-0.0333,0.0596,-0.004,-0.026,0.0057,-0.0725
95,0.0687,0.0449,-0.0139,-0.0183,-0.0471,0.0258,0.0,0.0017,0.0128,-0.0146,-0.0174,-0.0025,0.0199,-0.0108,0.0,-0.0491
96,0.0352,0.0675,-0.0531,0.0006,-0.0281,-0.0035,0.0,0.0147,0.0388,-0.0152,-0.0112,0.0155,0.0169,-0.0348,0.0,-0.0429
97,-0.0206,0.044,-0.0555,0.0188,-0.0026,-0.0093,0.0,0.0536,0.0,0.011,0.0019,0.0,-0.0442,-0.019,0.0,0.0218
98,-0.0203,0.0358,-0.0359,0.0285,-0.0157,-0.0131,0.0,0.048,0.0022,-0.005,-0.0046,0.0041,-0.0249,-0.0037,0.0,0.0044
99,-0.035,0.0083,-0.0472,0.0522,-0.0028,-0.0053,0.0,-0.0124,0.0085,0.0063,0.03,0.0085,0.0191,0.0045,0.0,-0.0347
100,-0.0037,-0.0011,0.0101,0.0649,-0.0087,0.0213,0.0,-0.0508,0.0025,0.0013,-0.0062,0.0237,-0.0186,-0.0337,0.0,-0.0011
101,0.0166,0.1127,-0.0592,0.0438,-0.0264,-0.0005,0.0,0.1352,-0.026,0.0213,-0.0082,-0.0417,-0.1405,0.0183,-0.0115,-0.034
102,-0.0122,0.0351,-0.0081,0.0018,0.0047,0.0461,0.0,0.0293,0.0,-0.0128,-0.0099,0.0175,-0.032,-0.0216,0.0029,-0.0408
103,-0.0589,0.0475,-0.0484,0.0363,-0.0149,0.0113,0.0,0.0372,0.0073,-0.02,0.0111,0.0073,-0.0579,0.0217,0.0219,-0.0017
104,-0.0063,-0.0036,-0.0764,0.0309,0.0105,-0.0117,0.0,0.1088,0.0231,-0.0246,-0.0116,0.0154,-0.0148,-0.0143,0.0,-0.025
105,0.0132,0.0647,-0.0638,0.0202,0.0066,0.0019,0.0,0.0617,0.0,-0.0035,0.023,0.0,-0.0537,-0.0264,0.0,-0.0438
106,-0.008,0.0124,0.0146,0.0096,0.0045,0.013,0.0,0.0006,0.0,-0.0155,0.0574,0.0,-0.0504,-0.0368,0.0,-0.0014
107,-0.0138,0.0189,-0.0266,0.0292,-0.0382,0.0309,0.0,0.0076,0.0088,-0.0011,0.017,-0.0096,-0.0141,0.0111,-0.0031,-0.0169
108,-0.0114,0.0072,-0.0094,0.0235,-0.0085,-0.0062,0.0,0.0205,0.0186,-0.0179,0.0098,0.0149,0.0008,-0.0201,0.0037,-0.0254
109,0.0078,0.0772,-0.0351,0.0063,-0.0103,0.0125,0.0,0.0656,0.003,-0.0327,0.0075,0.003,-0.0256,-0.0197,0.0,-0.0595
110,-0.0317,0.0507,-0.0274,0.0,-0.0338,0.0422,0.0,-0.0675,0.0105,0.0127,0.0485,0.019,-0.0527,0.0084,0.0,0.0211
111,-0.0378,0.0177,-0.0195,0.0202,-0.053,0.0977,0.0,-0.0885,-0.0033,-0.0078,0.067,0.0621,-0.008,-0.0205,0.0,-0.0263
112,0.0285,0.0487,-0.0448,0.0128,-0.0335,0.0267,0.0,0.0724,0.0048,-0.0386,0.0128,0.0,0.0057,-0.0324,0.0,-0.0634
113,0.0051,0.0119,-0.0321,0.0249,-0.0234,0.0408,0.0,0.0057,0.0094,-0.0086,0.001,0.0002,-0.0105,-0.0119,0.0,-0.0125
114,0.0112,0.0649,-0.0394,0.027,-0.0241,-0.0059,0.0,0.0735,-0.0025,-0.0162,0.0009,0.0093,-0.0203,-0.0198,0.0,-0.0588
115,-0.036,0.0455,-0.0053,0.0088,-0.0597,0.063,0.0,-0.0449,-0.0018,0.0117,0.05,0.0023,-0.0253,-0.042,-0.0055,0.039
116,-0.0112,0.1734,-0.0264,-0.0118,0.0267,0.0238,0.0,0.131,-0.0208,0.0109,-0.0098,0.0247,-0.3322,-0.0165,-0.0152,0.0533
117,0.0027,0.0155,-0.0417,0.0137,-0.0011,-0.025,0.0,0.0588,0.0246,-0.0066,-0.0294,0.0082,0.0008,-0.0109,0.0041,-0.0135
118,0.029,0.0131,-0.0094,0.0032,-0.0182,0.0196,0.0,0.045,0.0042,0.0033,-0.014,-0.0022,-0.0208,-0.024,0.0,-0.0289
119,-0.0179,0.0038,-0.0358,0.0068,-0.0005,0.024,0.0,0.099,0.0,-0.0133,-0.0064,0.0,-0.0361,-0.0069,0.0,-0.0167
120,0.0018,-0.0029,-0.0142,0.0456,-0.0106,0.0159,0.0,-0.0442,0.0,0.0305,0.0519,-0.0055,-0.0494,-0.0329,0.0,0.0142
121,-0.0183,-0.0198,-0.0614,-0.0113,-0.0184,-0.0308,0.0,0.0418,0.0204,-0.0049,0.0027,0.0136,-0.0156,0.0469,0.0068,0.0479
122,0.0425,0.0315,-0.0002,0.0186,-0.039,0.0193,0.0,-0.0185,-0.0025,0.0033,0.0028,0.0,-0.0144,-0.0204,0.0,-0.0231
123,0.0167,0.0503,-0.0384,0.0049,-0.0091,0.0487,0.0,0.0146,0.0046,-0.0129,0.0154,0.0046,-0.0624,-0.0029,0.0,-0.0343
124,0.065,0.0203,-0.0495,0.0473,-0.0197,0.0291,0.0,-0.0004,0.0,-0.0064,-0.0113,0.0131,-0.0403,-0.0121,0.0,-0.0352
125,-0.0184,-0.0056,-0.0362,0.056,-0.0309,0.0406,0.0,0.0064,0.0204,-0.0001,0.0201,0.0153,-0.0107,-0.0309,0.0,-0.0262
126,-0.0103,0.0491,-0.0674,-0.0135,-0.0382,-0.0068,0.0,0.0239,0.0292,0.0216,0.0225,0.0,-0.0206,-0.0041,0.0,0.0145
127,0.0231,0.0654,-0.0409,-0.0114,-0.0051,0.0167,0.0,0.0472,0.0142,-0.0042,-0.0195,0.0069,-0.0056,-0.0476,0.0,-0.0392
128,-0.0231,0.0618,-0.0207,0.0259,-0.0246,-0.0082,0.0,-0.0076,0.0088,0.0174,0.0341,0.0044,-0.0339,-0.0279,0.0,-0.0064
129,-0.0061,0.0344,-0.0098,0.013,-0.0192,0.0262,0.0,0.0276,0.0066,-0.0268,0.0215,0.0066,-0.0274,-0.0069,0.0,-0.0399
130,0.0108,0.0475,-0.0729,0.0235,-0.0046,0.0111,-0.0017,0.0362,-0.0017,0.0052,-0.0071,0.01,-0.0343,0.0052,0.0,-0.0274
131,0.0191,0.0191,-0.0475,0.0237,-0.0212,0.0395,0.0,-0.0031,0.0,0.0193,-0.0123,0.0,-0.0432,0.0386,0.0,-0.0318
132,-0.0228,0.0455,-0.019,0.0307,-0.0373,0.0091,0.0,-0.0064,0.0041,0.0072,0.0385,0.0089,-0.0315,-0.0119,0.0028,-0.0176
133,-0.0017,0.0275,-0.0219,0.0269,-0.0308,0.0425,0.0,-0.005,0.0045,-0.0093,0.0459,0.0045,-0.0468,-0.0036,0.0,-0.0326
134,-0.064,0.0466,-0.0334,0.0108,-0.0226,0.0234,0.0,0.0741,0.0,0.0036,-0.0082,0.0,-0.0514,0.009,0.0,0.0124
135,0.0058,0.0397,-0.0269,0.0181,-0.0539,0.0271,0.0,-0.0433,0.0,0.0305,0.0473,0.0,-0.0235,0.0,0.0,-0.0211
136,0.0821,0.0541,-0.0086,0.0564,-0.0159,0.0073,0.0,0.1122,-0.0431,0.0073,-0.0633,-0.0281,-0.1898,0.0277,0.0,0.0014
137,-0.0036,0.0004,-0.0264,0.0028,-0.0213,0.0224,0.0,-0.0113,0.0059,-0.0025,0.0269,0.053,-0.0192,-0.0077,0.0,-0.0193
138,-0.0059,0.0572,-0.0342,0.0318,-0.0245,0.0197,0.0,-0.0057,0.0417,-0.0017,0.0172,0.0104,-0.0777,0.0088,0.0,-0.0373
139,0.0059,0.0508,-0.06,0.0115,-0.0313,-0.0099,0.0,0.0342,0.0074,-0.0065,-0.0099,0.0223,-0.0154,0.0011,0.0,-0.0003
140,0.0036,0.0454,-0.0502,0.0321,0.0342,-0.0274,0.0,0.0942,0.0,-0.002,-0.0419,0.0,-0.0217,-0.0379,0.0,-0.0286
141,-0.0138,0.0671,-0.0242,0.0295,-0.0288,-0.0122,0.0,-0.0163,0.0032,0.0064,0.0408,-0.0148,-0.0253,0.0066,0.0,-0.0186
142,0.021,0.023,-0.0272,0.0151,-0.0116,0.0263,0.0,-0.0141,0.0,-0.0106,0.0168,0.0,-0.0298,-0.0178,0.0,0.0088
143,0.0111,0.038,-0.0708,0.0128,-0.0281,0.0089,0.0,0.0394,0.0,0.0184,-0.0066,0.0,-0.0337,0.0075,0.0,0.0031
144,-0.0165,0.0493,-0.0462,0.0542,-0.0055,-0.0011,0.0,0.0297,0.0024,-0.0091,-0.0119,0.0,-0.0141,-0.0113,0.0,-0.0199
145,-0.0477,0.0079,-0.0233,0.0706,-0.0272,0.0017,0.0,-0.0293,0.0011,-0.0138,0.0645,0.0039,0.0017,-0.0039,0.0,-0.006
146,-0.0145,0.0219,-0.0326,0.027,-0.0264,0.006,0.0,-0.0237,0.0096,-0.0007,0.0109,0.0373,0.0331,-0.0166,0.0,-0.0315
147,0.0079,0.0374,-0.04,0.0239,-0.0097,-0.0173,0.0,0.0008,0.0284,0.0012,-0.0166,0.0648,0.0029,-0.0105,0.0057,-0.0792
148,0.0421,0.0476,-0.0164,-0.0023,-0.0232,0.0285,0.0,-0.006,0.0127,-0.0225,-0.0226,0.0055,0.043,-0.0187,0.0,-0.0675
149,0.0162,0.0775,-0.0667,0.0079,-0.0321,-0.0036,0.0,0.0347,0.0385,-0.0113,-0.0265,0.0135,0.0105,-0.0171,0.0,-0.0413
150,-0.0395,-0.004,-0.0161,0.0568,-0.0188,0.0173,0.0,-0.0453,0.0085,0.0017,0.0526,-0.0026,0.0155,-0.0025,0.0,-0.0239
151,-0.0285,0.0557,-0.0788,0.0241,-0.0162,-0.0006,0.0,0.0454,0.0085,0.004,0.0306,0.0042,0.0035,-0.0048,0.0,-0.0471
152,0.0304,0.0283,-0.0119,-0.0107,0.0006,0.0475,0.0,0.0238,0.0,-0.0003,-0.0294,0.0174,-0.0229,-0.0201,0.0029,-0.0561
153,0.0104,0.0149,-0.0548,0.031,-0.009,-0.0064,0.0,0.0475,0.0229,-0.0182,-0.0096,-0.0032,-0.0041,-0.0103,0.0,-0.0112
154,0.0201,0.0639,-0.0673,0.0173,-0.0134,-0.0013,0.0,0.0712,-0.0032,-0.0081,0.0145,0.0,-0.0462,-0.0242,0.0,-0.0233
155,-0.0041,0.0253,-0.0262,0.0198,-0.047,0.037,0.0,0.024,0.0087,-0.0072,0.0046,-0.0064,-0.0015,0.0049,0.0,-0.0318
156,-0.0108,0.0196,-0.0302,0.0135,-0.0061,-0.0288,0.0,0.032,0.0215,-0.0203,0.0087,0.0082,0.0114,-0.008,0.0041,-0.0147
157,-0.0189,0.0221,-0.031,0.0026,-0.0286,0.0099,0.0,0.1025,0.0,-0.0095,-0.0045,0.0,-0.0164,-0.0022,0.0,-0.0259
158,-0.0131,0.008,-0.0134,0.0371,-0.0088,0.0042,0.0,-0.0467,-0.0025,0.0264,0.0582,-0.0025,-0.0636,-0.0276,0.0,0.0443
159,-0.0228,-0.0366,-0.0478,-0.0126,-0.0137,-0.027,0.0,0.0205,0.0203,0.0018,0.0168,0.0135,-0.0066,0.0418,0.0068,0.0457
