Abstract_Entity_Counts,Generated_Abstract_Entity_Counts
,PRS:1
,
PRS:1,PRS:2
,PRS:1
PRS:2,PRS:1
LOC:1,
,PRS:1
,PRS:1
,PRS:1
,
PRS:2 | WRK:1,PRS:1
,PRS:1
PRS:1,PRS:2
PRS:3,PRS:1
,
PRS:1,PRS:2
,PRS:1
PRS:2,PRS:1
PRS:1,PRS:1
,PRS:2
PRS:1,LOC:1
PRS:1,LOC:2 | PRS:3
PRS:1,LOC:1
,ORG:1 | PRS:1
LOC:1,ORG:1
,PRS:1
,
,
,
PRS:1,ORG:1 | PRS:1
,
ORG:1,ORG:2
,ORG:1
,ORG:1
PRS:1,ORG:3
ORG:1,
,
PRS:1,
,ORG:1
,
,ORG:1
ORG:1,ORG:3
,ORG:1
,ORG:2
,
,EVN:1 | LOC:1 | PRS:1
,ORG:1
,
,ORG:1
,LOC:1 | PRS:1
,
,
,
,
,
,
,
,ORG:1
,
,
,
,ORG:1
,
,ORG:1
,OBJ:1
,TME:1
,
,EVN:1
,EVN:1 | OBJ:1
,LOC:2 | ORG:1
,OBJ:1 | PRS:1
,ORG:1
PRS:1,
PRS:1,
PRS:1,LOC:16 | ORG:7
TME:1,LOC:7 | ORG:4 | PRS:1
LOC:4 | ORG:2,LOC:13 | ORG:5
LOC:1,LOC:7 | ORG:1
,PRS:1
,
,PRS:1
,
,PRS:1
,
,PRS:2
,PRS:1
PRS:1,OBJ:1 | PRS:1
,
,PRS:1
,
,PRS:1
,
,PRS:1
,PRS:2
,PRS:1
,PRS:2
PRS:1,
,LOC:1
,LOC:2
,LOC:3
,LOC:3 | ORG:2
,LOC:4 | ORG:1
,LOC:3 | ORG:1
,LOC:4
LOC:1 | TME:1,LOC:2
,LOC:3 | PRS:1
,LOC:3 | ORG:1
PRS:1,LOC:4 | ORG:1
,LOC:3
,LOC:1
,LOC:2
,LOC:2
,
PRS:1,
,
LOC:1,ORG:1
TME:1,
,
,
,
,
,
,
ORG:1,
,ORG:1
,
,
,
,
,
,
,
,ORG:1
LOC:3 | ORG:1,
,
,
,
,
LOC:5 | MSR:2,
LOC:3,
LOC:1,ORG:1
,
,PRS:1
,LOC:1 | PRS:3
ORG:1 | PRS:2,LOC:2 | ORG:1 | PRS:4
PRS:4 | TME:1,LOC:1 | PRS:2
,LOC:1 | PRS:3
LOC:2 | ORG:1 | PRS:1 | TME:1,LOC:2 | PRS:2
PRS:1,PRS:4
PRS:2,LOC:1 | ORG:1 | PRS:3
PRS:5,PRS:3
ORG:1,LOC:1 | PRS:3
PRS:1,PRS:1
LOC:1 | PRS:1 | TME:1,LOC:2 | PRS:3
PRS:1,PRS:4
,ORG:1 | PRS:3
PRS:2,PRS:4
,ORG:1 | PRS:3
,PRS:2
,LOC:1 | PRS:3
LOC:1 | PRS:3,LOC:2 | PRS:2
,LOC:2 | PRS:2
,PRS:2
ORG:1 | TME:1,PRS:1
LOC:2,PRS:3
ORG:2 | PRS:2,LOC:2 | PRS:2
LOC:1,PRS:1
PRS:1,ORG:1 | PRS:5
PRS:1,PRS:3
,PRS:1
,LOC:1 | PRS:3
ORG:1,PRS:1
,
,
,
,
,
,
,
,
,
,
,PRS:1
,PRS:1
,
PRS:1,PRS:1
,PRS:1
ORG:1,
LOC:2 | PRS:1,
,PRS:1
LOC:2 | ORG:1 | PRS:2,
,LOC:1 | ORG:1
LOC:1,LOC:1
,LOC:1
ORG:1 | PRS:1,
,
,LOC:1
,
,
,
PRS:1,
,
LOC:1,PRS:1
,
,
,ORG:1
LOC:1,LOC:1
,
,WRK:1
LOC:1 | PRS:1,ORG:1 | WRK:1
PRS:1,ORG:1 | PRS:1 | WRK:1
,ORG:2 | WRK:1
,
ORG:1,
,
TME:1,
,EVN:1 | TME:1
,EVN:1 | ORG:1 | PRS:2
PRS:1,
LOC:1 | ORG:1 | PRS:4,ORG:1
,EVN:1 | PRS:1
,PRS:1
,
,LOC:1
,
,
LOC:1,
,
,ORG:1
,
,ORG:1
,WRK:1
,ORG:1
,ORG:1
,
,LOC:2 | OBJ:1 | ORG:2
,
,
,
,
,
,
,
,
,
,
,
,
,
,
ORG:1,
,
,
,
,
,
,
,
,
,
,
PRS:1,
,
,
,
,
,
,
,
LOC:1,
,
,
,
LOC:1 | PRS:2,
,
PRS:1,
,
,
,
,
,
ORG:1,
,
,
PRS:1,
,
LOC:3,
,
,
,
,
,
,
LOC:1,
,
,
,PRS:1
,
,
,
,PRS:1 | TME:1
,
,
,
TME:1,
,PRS:1
TME:1,
,
LOC:3 | ORG:1 | PRS:3,
,
,
,
,LOC:1
,LOC:1
,LOC:1
,LOC:1
,LOC:1
,LOC:1
LOC:1,LOC:1
ORG:1,LOC:2
LOC:1,LOC:1
LOC:1,LOC:1
,LOC:1
,LOC:1
LOC:1 | ORG:1 | TME:1,LOC:1
LOC:1 | ORG:1,LOC:1
LOC:1,LOC:1 | TME:1
,LOC:1
,LOC:1 | ORG:1
ORG:2,LOC:1
,LOC:1
,LOC:1
,LOC:1
,LOC:1
,LOC:1
,LOC:1
,LOC:1
LOC:1,LOC:1
LOC:2 | PRS:2 | TME:1,LOC:1
LOC:2,LOC:1
,LOC:1
ORG:1,LOC:1
,ORG:1
,ORG:1
,
,
,
WRK:1,ORG:1
,
,ORG:1
,ORG:1
,
ORG:1,ORG:1
PRS:1,
,
,
,
,
,
,
,
,
,
,LOC:1
,
,ORG:1
,ORG:1
,ORG:1
ORG:1,LOC:1 | ORG:2
,LOC:1 | ORG:3
,ORG:1
,ORG:2
ORG:1,ORG:2 | TME:1
,LOC:1 | ORG:3
,LOC:1 | ORG:1
,ORG:4
,ORG:2
,LOC:1 | ORG:3
,LOC:1 | ORG:2
,LOC:1 | PRS:1
ORG:2,LOC:1
TME:1 | WRK:1,LOC:1 | PRS:1
,LOC:1
ORG:1,LOC:2
,LOC:2 | PRS:4
,LOC:2 | ORG:1 | WRK:1
,
WRK:1,LOC:4 | TME:1 | WRK:1
,LOC:1 | PRS:1
,LOC:2 | ORG:1 | PRS:1 | TME:1
PRS:1,LOC:1 | TME:1
,LOC:2 | PRS:1
,LOC:1
,LOC:6 | TME:1 | WRK:1
PRS:1,LOC:2 | ORG:2
,
LOC:1 | PRS:4,LOC:2
PRS:1,PRS:1
LOC:1,LOC:2
,LOC:1 | ORG:1 | PRS:1
PRS:1,
PRS:2,LOC:2
,LOC:1 | PRS:1
WRK:1,LOC:3
