Abstract_Entities,Generated_Abstract_Entities
"Pensionärernas riksorganisations:ORG,Österåkers:LOC,kommun:LOC,Österåkers:LOC,kommun:LOC,Ös-teråkers:LOC","Sverige:LOC,Österåkers:LOC,PRO:ORG,Österåker:LOC,PRO:ORG,Österåker:LOC,Österåker:LOC"
,
,
Stockholms fondbörs:ORG,
,
,
Positive Accounting:ORG,"Positive Accounting:ORG,Positive Accounting:ORG"
"Yvonne Hirdmans:PRS,Judith Butlers:PRS",
"Danmarks:LOC,Katie Eriksson:PRS",Erikssons:PRS
,
,"Hakkaribergen:LOC,Anatolien:LOC,Oran:LOC,Algeriet:LOC,urban:PRS,Rai:PRS,Hakkaribergen:LOC,Orans:PRS"
Sverige:LOC,
"Kungliga Svenska Baletten:ORG,Shanghais:LOC","Kungliga Operan:ORG,Kungliga Operan:ORG,Milano:LOC,Opéra:LOC,Paris:LOC,Palais Garnier:LOC,Sydney:LOC,House:LOC,Opéra de la Bastille:ORG,Operaen:LOC,Köpenhamn:LOC,Garnier:PRS,Sydney:LOC,House:LOC,Köpenhamn:LOC,Kungliga Operan:ORG"
"IS:ORG,IS:ORG,IS:ORG,IS:ORG,IS:ORG",
,
,
Internetpokerspel:ORG,
"Eugene Fama:PRS,under 1960- och 1970-talet:TME","CAR:PRS,CAR:PRS"
Red Hats:ORG,
,
,
"Nedertorneå-Haparanda:LOC,Björkön-Pirkkiö:ORG,Ryssland:LOC,Nedertorneå-Haparanda:LOC","Tornedalen:LOC,Haparanda:LOC,Björkö:LOC,Tornedalen:LOC,Haparanda:LOC,Björkö:LOC,Tornedalens:LOC"
,
,
"Becks:PRS,Bourdieu:PRS,Giddens:PRS,Bäck-Wiklund:PRS,Mälardalens:LOC,under hösten 2004:TME",
,
,
Sverige:LOC,
"Niklas Ambrus:PRS,Peter Lundström:PRS,Klaus Solberg:PRS,Institutionen för Ekonomi:ORG,Samhällsvetenskap:ORG,Blekinge:LOC,Tekniska Högskola:ORG,Blekinge:LOC",
,
,
"Che Guevara:PRS,Che Guevara:PRS","Che Guevara:PRS,Che:PRS,Che Guevara:PRS,Che:PRS,Jesus:PRS,Che Guevara:PRS,Che:PRS,Che Guevaras:PRS"
"Richard Bandlers:PRS,John Grinders:PRS,Gardner:PRS",
,
Amelia:PRS,
Stockholms län:LOC,
,
Lernias:PRS,
"Falu Kuriren:ORG,Dagens Nyheter:WRK,ATL:ORG,Falu Kuriren:ORG,Dagens Nyheter:WRK,ATL:ORG,Falu Kuriren:ORG,ATL:ORG",
"Bobergs Tryckeri AB:ORG,Falun:LOC,The Printer’s Guide:WRK,Tim Dalton:PRS","Bobergs Tryckeri AB:ORG,Bobergs Tryckeri AB:ORG"
Närsjukvård AB:ORG,Närsjukvård AB:ORG
"Burnards:PRS,Orlandos:LOC",
Södertörns högskola:ORG,
,Anderssons:PRS
,
"Katie Erikssons:PRS,Iréne von Post:PRS,Katie Eriksson:PRS,Iréne von Post:PRS",
"Annika Andersson:PRS,Nina Blomkvist:PRS,Lamevski:PRS,Göran Alsén:PRS,Blekinge:LOC,Tekniska Högskola:ORG","Annika Anderssons:PRS,Andersson:PRS,Andersson:PRS,Andersson:PRS"
Medline:WRK,
"Teheran:LOC,Iran:LOC,USA:LOC,Iran:LOC,George W Bush:PRS,USA:LOC,Iran:LOC,Iran:LOC,Iran:LOC,mellan 1979 och 2006:TME,Pierre Bourdieus:PRS,USA:s:LOC,USA:s:LOC","USA:LOC,Irans:LOC,USA:s:LOC,USA:LOC,USA:LOC,USA:s:LOC,Iran:LOC"
"Societal Images of Natural:ORG,Stockholms universitet:ORG,Stockholm:LOC,Sverige:LOC","Andersson:PRS,Bodil:PRS,Anderssons:PRS,Bodil:PRS"
"Sveriges:LOC,Malterud:PRS",Sverige:LOC
,
,
"Blekinge:LOC,Tekniska högskola:ORG",
"Stiftelsen:ORG,SFI:ORG",Svensk Insamlingskontroll:ORG
,"Andersson:PRS,Caroline:PRS"
"Sverige:LOC,Greta-Marie Skau:PRS,Leila Billqvist:PRS",
Livsmedelsverkets:ORG,
"Cullbergs:PRS,Malterud:PRS",
,
,
Malaysia:LOC,"Malaya:LOC,Malaysia:LOC,Algeriet:LOC,Malaysia:LOC,Algeriet:LOC"
"år 1789:TME,Frankrike:LOC,Sverige:LOC",
Conect AB:ORG,
"Motala:LOC,Norrköpings:LOC,Motala:LOC,Vättern:LOC,Motala:LOC,Bråviken:LOC,Strömfårans:LOC,Norrköping:LOC,Motala:LOC,Bråviken:LOC,Motala:LOC,i flera hundra år:TME,Norrköping:LOC,Motala:LOC,Norrköping:LOC,Motala:LOC,Norrköping:LOC,Motala:LOC,Norrköping:LOC,Motala:LOC","Motala:LOC,under lång tid:TME,Motala:LOC,Motala:LOC,Motala:LOC,Motala:LOC,Motala:LOC"
"Tom Smith:PRS,Tom Smiths:PRS,Stefano Nolfi:PRS,Stefano Nolfis:PRS",YAKS:LOC
,
,"OMX Stockholmsbörsen:ORG,OMX Stockholmsbörsen:ORG"
"2000 AB:ORG,Habo:LOC,Andersson:PRS",
,
"Sverige:LOC,Sverige:LOC,Frankrike:LOC,Sverige:LOC",Sverige:LOC
"Graneheim:PRS,Lundmans:PRS",
,
,
,"Anderssons:PRS,Helena:PRS"
,
,
Sverige:LOC,
"FN:ORG,EU:ORG",
"Euronews:ORG,Aktuellt:WRK,Orienten:WRK,Högskolan:ORG,Gävle:LOC",
,"Jennie Anderssons:PRS,Andersson:PRS,Andersson:PRS"
Amforas Samtalsmodell Komfortgränsen:PRS,"Amforas:PRS,Amforas:PRS"
Skåne:LOC,
,
KMA:ORG,
,
"Carl Gustav Jungs:PRS,Schutz:PRS,Johari´:PRS,Joseph Lufts:PRS,Harry Inghams:PRS,Schutz´s:PRS","under de senaste åren:TME,Sverige:LOC,Sverige:LOC"
,
,
,
"Lex Uggla:PRS,Magnus Ugglas:PRS,Uggly Music AB:ORG,under 2005:TME,Skatteverket:ORG","Andersson:PRS,Jonas:PRS"
"Indien:LOC,P. falciparium:PRS,Giemsa:ORG,Fields:PRS,Leishmans:PRS,Christian Medical College and Hospital:ORG,SD Bio Line:ORG,SD Bio Line Malaria:ORG","Christian Medical College and Hospital:ORG,Vellore:LOC,Indien:LOC,Indien:LOC"
,
"Danmarks:LOC,Katie Eriksson:PRS","Erikssons:PRS,Erikssons:PRS"
,
"Nedertorneå-Haparanda:LOC,Björkön-Pirkkiö:ORG,Ryssland:LOC,Nedertorneå-Haparanda:LOC","Tornedalen:LOC,Haparanda:LOC,Björkö:LOC,under perioden:TME,Haparanda:LOC,Björkö:LOC,Tornedalen:LOC,Tornedalen:LOC,Tornedalen:LOC"
,
,
"Burnards:PRS,Orlandos:LOC",
,
"Annika Andersson:PRS,Nina Blomkvist:PRS,Lamevski:PRS,Göran Alsén:PRS,Blekinge:LOC,Tekniska Högskola:ORG",
"Teheran:LOC,Iran:LOC,USA:LOC,Iran:LOC,George W Bush:PRS,USA:LOC,Iran:LOC,Iran:LOC,Iran:LOC,mellan 1979 och 2006:TME,Pierre Bourdieus:PRS,USA:s:LOC,USA:s:LOC","USA:LOC,USA:s:LOC,USA:LOC,Iran:LOC,Iran:LOC,USA:s:LOC,USA:LOC,Iran:LOC,USA:s:LOC,USA:LOC,USA:LOC,USA:s:LOC,USA:LOC,Irans:LOC,Iran:LOC,USA:LOC,Irans:LOC"
"Societal Images of Natural:ORG,Stockholms universitet:ORG,Stockholm:LOC,Sverige:LOC",
"Sveriges:LOC,Malterud:PRS",Sverige:LOC
"Blekinge:LOC,Tekniska högskola:ORG",Blekinge Institute of Technology:ORG
,
"Sverige:LOC,Greta-Marie Skau:PRS,Leila Billqvist:PRS",
"Cullbergs:PRS,Malterud:PRS",
,
Malaysia:LOC,"Malaysia:LOC,Algeriet:LOC,Malaysia:LOC,Algeriet:LOC"
"Graneheim:PRS,Lundmans:PRS",
,
,
,
"FN:ORG,EU:ORG",
,
"Jessica Andersson:PRS,Nina Gunnarsson:PRS,Thomas Danborg:PRS,Managementhögskolan:ORG,Blekinge:LOC,Tekniska Högskola:ORG",
KMA:ORG,
,
"Lex Uggla:PRS,Magnus Ugglas:PRS,Uggly Music AB:ORG,under 2005:TME,Skatteverket:ORG",
,
,
"Malmö:LOC,Foucault:PRS",
,
"Abrashis:PRS,Annika Sternlund:PRS,Amanda Sundberg:PRS,Helenas Valentinsons:PRS",
