Abstract_Entities,Generated_Abstract_Entities
,
,
,Google:ORG
"Frankrike:LOC,USA:LOC","CNS:ORG,Ritonavir:PRS"
"IFN-γ:PRS,SLIT:ORG,SCIT:ORG,SLIT:LOC,SCIT:ORG,SLIT:LOC,SCIT:ORG,IFN-γ:PRS,SLIT:LOC,SCIT:ORG,SLIT:LOC,SCIT:ORG,IFN-γ:PRS,SLIT:LOC,SCIT:ORG,SLIT:LOC,SCIT:ORG","SLIT:ORG,SCIT:ORG,SCIT:ORG,SLIT:ORG,SCIT:ORG,SLIT:LOC,SCIT:ORG,HDM:ORG,SLIT:LOC,SCIT:ORG,SLIT:ORG,SCIT:ORG,SLIT:LOC,SCIT:ORG"
"Sverige:LOC,57%:MSR","Sverige:LOC,Levonorgestrel:PRS,Levonorgestrel:PRS,Levonorgestrel:PRS,Levonorgestrel:PRS,Levonorgestrel:PRS"
Quinoas:PRS,
"MALDI-TOF MS:ORG,MALDI-TOF MS:ORG","MALDI-TOF MS:EVN,MALDI-TOF MS:EVN,MALDI-TOF MS:EVN,MALDI-TOF MS:EVN,MALDI-TOF MS:EVN,MALDI-TOF MS:EVN,MALDI-TOF MS:EVN,MALDI-TOF MS:ORG"
"The English School:ORG,Älmhult:LOC,Lpfö 98:OBJ","The English School:ORG,Älmhult:LOC,The English School:ORG,Älmhult:LOC"
,"John Holland:PRS,David E. Goldberg:PRS,1958:TME,Rumelhart:PRS,Hinton:PRS,Williams:PRS"
,Genetiska Algoritmer:ORG
,"Principal Component Analysis:PRS,Turk:PRS"
"Sverige:LOC,de senaste åren:TME,Migrationsverket:ORG",
"Sverige:LOC,Sverige:LOC",
Livsmedelsverket:ORG,"Livsmedelsverket:ORG,Livsmedelsverket:ORG"
"Västerbottens läns landsting:ORG,FULLTEXT01.pdf:PRS,FULLTEXT01.pdf:PRS,Thesis:PRS,Social Sciences:ORG,Malmö:LOC,Foucault:PRS,Textanalys,,https://www.diva-portal.org:PRS,FULLTEXT01.pdf:PRS,Social Sciences:ORG,FULLTEXT01.pdf:PRS,Social Sciences:ORG,Abrashis:PRS,Annika Sternlund:PRS,Amanda Sundberg:PRS,Helenas Valentinsons:PRS","Västerbotten:LOC,Västerbotten:LOC,Västerbotten:LOC"
,"Sverige:LOC,SFI:ORG,Arbetsförmedlingen:ORG,Sverige:LOC,Maslows:PRS,Aaron Antonovsky:PRS,Sverige:LOC"
"Moderaterna:ORG,Sverige:LOC,Moderaterna:ORG,Moderaterna:ORG","Moderaterna:ORG,Moderaterna:ORG,Moderaterna:ORG,Moderaterna:ORG,Moderaterna:ORG"
,
,
Sverige:LOC,
,
,
Halmstad:LOC,Drömmen:WRK
Sverige:LOC,
"Kalmar:LOC,de senaste åren:TME,Öland:LOC,Glasriket:LOC,Kalmar:LOC","Kalmar:LOC,Kalmar:LOC,Öland:LOC,Glasriket:LOC,Kalmar:LOC,Kalmar:LOC,Kalmar slott:LOC,Kvarnholmen:LOC,Öland:LOC,Glasriket:LOC,Kalmar:LOC,Kalmar:LOC,Kalmar:LOC,Kalmar:LOC,Kalmar:LOC,Kalmar:LOC,Öland:LOC,Glasriket:LOC,Öland:LOC,Glasriket:LOC,Kalmar:LOC,Kalmar:LOC,över tid:TME,Kalmar:LOC,Kalmar:LOC,Öland:LOC,Glasriket:LOC,Kalmar:LOC,Kalmar:LOC"
Under de senaste åren:TME,
,
"Mellansverige:LOC,H. maximiliani:PRS,Mellansverige:LOC,Örebro universitet:ORG,H. maximiliani:PRS,Europa:LOC,Naturvårdsverkets:ORG,H. maximiliani:PRS",
,"Google:ORG,AOMedia:ORG"
"Sverige:LOC,liggerCogFLUX:PRS","Sverige:LOC,Björnsson:PRS,Hultman:PRS,Westman:PRS,OVIX:LOC"
,
"Skåne:LOC,Skånes:LOC,Skånes:LOC,Film:ORG,Skåne:LOC,Skånes:LOC,Skånes:LOC","Skånes:LOC,Skåne:LOC,Skåne:LOC,CineSkåne:LOC,Filmbar:ORG,Skåne:LOC,Skåne:LOC,Skåne:LOC,Skåne:LOC,Skåne:LOC,Skåne:LOC,Skåne:LOC,Eventbubblan:WRK,Skånes:LOC,CineSkåne:LOC,Filmbar:ORG,Skåne:LOC"
"Graneheim:PRS,Lundmans:PRS",
,
"Pensionärernas riksorganisations:ORG,Österåkers:LOC,kommun:LOC,Österåkers:LOC,kommun:LOC,Ös-teråkers:LOC","PRO:ORG,Österåkers:LOC,kommun:LOC,Sverige:LOC,sedan 1990 talet:TME,PRO:ORG,Österåkers:LOC,Österåkers:LOC,kommun:LOC,Österåkers:LOC,kommun:LOC,PRO:ORG,Österåkers:LOC,kommun:LOC,Österåkers:LOC,PRO:ORG,Österåkers:LOC,kommun:LOC,Österåkers:LOC,kommun:LOC,Österåkers:LOC,kommun:LOC,PRO:ORG,Österåkers:LOC,kommun:LOC,Österåkers:LOC,kommun:LOC"
,
,
Stockholms fondbörs:ORG,Nasdaq Stockholm:LOC
,"Lgr22:LOC,Carol Ann Tomlinson:PRS,John Hattie:PRS,Salamancadeklarationen:LOC,UNESCO:ORG"
,"Somers:PRS,Nelson:PRS"
Positive Accounting:ORG,"Positive Accounting:ORG,Positive Accounting:ORG"
"Yvonne Hirdmans:PRS,Judith Butlers:PRS","Judith Butler:PRS,Raewyn Connell:PRS"
"Danmarks:LOC,Katie Eriksson:PRS","Eriksson:PRS,Eriksson:PRS,Eriksson:PRS"
,
,"Hakkaribergen:LOC,Orans:LOC,Hakkaribergen:LOC,Orans:LOC,Hakkaribergen:LOC,Orans:LOC,Oran:LOC,under 1900-talet:TME,Cheb Khaled:PRS,Khaled:PRS,från 1992:TME,Cheb Mami:PRS,Cheikha Rimitti:PRS,Rai:PRS,Rai:PRS,Rai:PRS,Orans:PRS,Hakkaribergen:LOC,Orans:LOC,Hakkaribergen:LOC,Orans:PRS"
Sverige:LOC,IUP:ORG
"Kungliga Svenska Baletten:ORG,Shanghais:LOC","Opéra:ORG,Paris Garnier:LOC,Sydney:LOC,House:LOC,Opéra de la Bastille:ORG,Operaen København:ORG,Kungliga Operan:ORG,Stockholm:LOC,1898:TME,Gustavianum:PRS,Balettmapp Kungliga Operan:WRK,Kungliga Operan:ORG,Milano:LOC,Kungliga Operan:ORG,Opéra:ORG,Paris Garnier:LOC,1875:TME,Europa:LOC,Opéra:ORG,Paris Garnier:LOC,Paris:LOC,Garnier:PRS,Opéra:ORG,Paris Garnier:LOC,Sydney:LOC,House:LOC,Jørn Utzon:PRS,Sydney:LOC,House:LOC,Kungliga Operan:ORG,Operaen København:WRK,Kungliga Operan:ORG,Opéra:ORG,Paris Garnier:LOC,Sydney:LOC,House:LOC,Balettmapp Kungliga Operan:WRK"
"IS:ORG,IS:ORG,IS:ORG,IS:ORG,IS:ORG",
,"Andersson:PRS,Kaplan:PRS,Norton:PRS,Becker:PRS"
,
Internetpokerspel:ORG,
"Eugene Fama:PRS,under 1960- och 1970-talet:TME","Aktiemarknadens:ORG,CAR:LOC,CAR:PRS,CAR:ORG,CAR:LOC,Aktiemarknadens:ORG"
Red Hats:ORG,"Red Hat:LOC,Red Hat:ORG"
,"Morgan:PRS,Hunt:PRS"
,
"Nedertorneå-Haparanda:LOC,Björkön-Pirkkiö:ORG,Ryssland:LOC,Nedertorneå-Haparanda:LOC","Tornedalen:LOC,Tornedalen:LOC,Haparanda:LOC,Haparanda:LOC,Björkö:LOC,Tornedalen:LOC,Haparanda:LOC,Björkö:LOC,Tornedalen:LOC"
,"John Rawls:PRS,Erving:PRS,Goffman:PRS,John Bowlby:PRS,Albert Bandura:PRS"
,Cummins:PRS
"Becks:PRS,Bourdieu:PRS,Giddens:PRS,Bäck-Wiklund:PRS,Mälardalens:LOC,under hösten 2004:TME","Stockholm:LOC,Göteborg:LOC,Malmö:LOC"
,
,"Fishbein:PRS,Ajzen:PRS,Theory of Reasoned Action:WRK,Ajzens Theory of Planned:ORG,Aakers Brand Equity:PRS,Kahneman:PRS,Tversky:PRS,Prospect:ORG,Thaler:PRS"
Sverige:LOC,"Madeleine Leininger:PRS,Culture Care Diversity and Universality:ORG"
"Niklas Ambrus:PRS,Peter Lundström:PRS,Klaus Solberg:PRS,Institutionen för Ekonomi:ORG,Samhällsvetenskap:ORG,Blekinge:LOC,Tekniska Högskola:ORG,Blekinge:LOC","Maslow:PRS,Herzberg:PRS"
,
,öppettider:LOC
"Che Guevara:PRS,Che Guevara:PRS","Che Guevara:PRS,Che Guevara:PRS,Jesus:PRS,Che Guevara:PRS,Che Guevara:PRS,Che Guevara:PRS,Alberto Kordas:PRS,Guerrillero Heroico:PRS,från 1960:TME,Kordas:PRS,Che Guevara:PRS,Che Guevara:PRS,Jesus:PRS,Che Guevara:PRS,Samtidigt:TME,Che Guevara:PRS,Kuba:LOC,1959:TME,Che Guevara:PRS,Jesus:PRS,Jesus:PRS,Jesus:PRS,Che Guevara:PRS"
"Richard Bandlers:PRS,John Grinders:PRS,Gardner:PRS","Kolb:PRS,Dunn:PRS,Fleming:PRS"
,
Amelia:PRS,
Stockholms län:LOC,Socialstyrelsens:ORG
,"Sexualeducation:LOC,Skolverket:ORG,Sexualeducation och Special school:ORG"
Lernias:PRS,
"Falu Kuriren:ORG,Dagens Nyheter:WRK,ATL:ORG,Falu Kuriren:ORG,Dagens Nyheter:WRK,ATL:ORG,Falu Kuriren:ORG,ATL:ORG","Naturvårdsverket:ORG,SLU:ORG"
"Bobergs Tryckeri AB:ORG,Falun:LOC,The Printer’s Guide:WRK,Tim Dalton:PRS","Bobergs Tryckeri AB:ORG,Bobergs Tryckeri AB:ORG,Bobergs Tryckeri AB:ORG,Bobergs Tryckeri AB:ORG,Bobergs Tryckeri AB:ORG,Bobergs Tryckeri AB:ORG"
Närsjukvård AB:ORG,"Närsjukvård AB:ORG,Kaplan:PRS,Norton:PRS,Närsjukvård AB:ORG,Närsjukvård AB:ORG,Närsjukvård AB:ORG"
"Burnards:PRS,Orlandos:LOC","Demens:PRS,Demens:PRS,Taube:PRS,Bellman:PRS,Tom Kitwoods:PRS,Demens:PRS,Demens:PRS"
Södertörns högskola:ORG,
,"Andersson:PRS,Anna-Karin:PRS,Andersson:PRS,Anna-Karin:PRS,Andersson:PRS,Anna-Karin:PRS,Andersson:PRS,Anna-Karin:PRS"
,
"Katie Erikssons:PRS,Iréne von Post:PRS,Katie Eriksson:PRS,Iréne von Post:PRS",
"Annika Andersson:PRS,Nina Blomkvist:PRS,Lamevski:PRS,Göran Alsén:PRS,Blekinge:LOC,Tekniska Högskola:ORG","Andersson:PRS,Annika:PRS,Andersson:PRS,Annika:PRS,Andersson:PRS,Annika:PRS,Andersson:PRS,Annika:PRS"
Medline:WRK,
"Teheran:LOC,Iran:LOC,USA:LOC,Iran:LOC,George W Bush:PRS,USA:LOC,Iran:LOC,Iran:LOC,Iran:LOC,mellan 1979 och 2006:TME,Pierre Bourdieus:PRS,USA:s:LOC,USA:s:LOC","USA:s:LOC,USA:LOC,USA:LOC,USA:LOC,Irans:LOC,Iran:LOC,USA:LOC,Pierre Bourdieu:PRS,USA:s:LOC,Donald Trump:PRS,Qasem Soleimani:PRS,USA:LOC,USA:LOC,USA:LOC,Kina:LOC,USA:LOC,USA:LOC,USA:LOC,Iran:LOC,USA:LOC"
"Societal Images of Natural:ORG,Stockholms universitet:ORG,Stockholm:LOC,Sverige:LOC","Andersson:PRS,Bodil:PRS,Andersson:PRS,Bodil:PRS"
"Sveriges:LOC,Malterud:PRS","Sverige:LOC,Sverige:LOC"
,"Jacobson:PRS,Schwaber:PRS,Sutherland:PRS,Skandinavien:LOC,från 1970 talet:TME"
,Sverige:LOC
"Blekinge:LOC,Tekniska högskola:ORG",
"Stiftelsen:ORG,SFI:ORG","Svensk Insamlingskontroll:ORG,Sverige:LOC"
,"Andersson:PRS,Caroline:PRS"
"Sverige:LOC,Greta-Marie Skau:PRS,Leila Billqvist:PRS",Charles:PRS
Livsmedelsverkets:ORG,"Skolverkets Läroplan:ORG,Lpfö 18:OBJ"
"Cullbergs:PRS,Malterud:PRS",
,Jean Piaget:PRS
,"Dunn:PRS,Dunn:PRS,McDaniel:PRS,Rohrer:PRS,Bjork:PRS,Coffield:PRS,Moseley:LOC,Hall:PRS"
Malaysia:LOC,"Malaysia:LOC,Algeriet:LOC,Malaysia:LOC,Malayan Emergency:LOC,Harold Briggs:PRS,Gerald Templer:PRS,Malaysia:LOC,Malayan Communist Party:ORG,MNLA:ORG,Algeriet:LOC,Algerietkriget:LOC,1954 till 1962:TME,Alger:LOC,1957:TME,Algeriet:LOC,FLN:ORG,Malaysia:LOC,Algeriet:LOC,FLN:ORG,Tunisien:LOC,Marocko:LOC,Algeriet:LOC,Malaysia:LOC,Malaysia:LOC,Algeriet:LOC"
"år 1789:TME,Frankrike:LOC,Sverige:LOC",Europakonventionen:WRK
Conect AB:ORG,"Steve Krugs:PRS,Don’t Make Me Think:PRS,Jakob Nielsens:PRS,från 1994:TME"
"Motala:LOC,Norrköpings:LOC,Motala:LOC,Vättern:LOC,Motala:LOC,Bråviken:LOC,Strömfårans:LOC,Norrköping:LOC,Motala:LOC,Bråviken:LOC,Motala:LOC,i flera hundra år:TME,Norrköping:LOC,Motala:LOC,Norrköping:LOC,Motala:LOC,Norrköping:LOC,Motala:LOC,Norrköping:LOC,Motala:LOC","Motala:LOC,Motala:LOC,under lång tid:TME,Vättern:LOC,Bråviken:LOC,Motala:LOC,Motala:LOC,Motala:LOC,Sverige:LOC,Motala:LOC,Motala:LOC,Motala:LOC,Motala:LOC"
"Tom Smith:PRS,Tom Smiths:PRS,Stefano Nolfi:PRS,Stefano Nolfis:PRS","Robotsimulering:LOC,Kheperafotboll:ORG,YAKS:LOC,Kheperafotboll:ORG,YAKS:LOC,Robotsimulering:LOC,Kheperafotboll:ORG,YAKS:LOC"
,
,"OMX Stockholmsbörsen:ORG,OMX Stockholmsbörsen:ORG,OMX Stockholmsbörsen:ORG"
"2000 AB:ORG,Habo:LOC,Andersson:PRS",
,
"Sverige:LOC,Sverige:LOC,Frankrike:LOC,Sverige:LOC",
"Graneheim:PRS,Lundmans:PRS",
,
,
,"Helena Andersson:PRS,Andersson:PRS,Andersson:PRS"
,"Oxytocin:PRS,Oxytocin:PRS,Tiffany Field:PRS,Touch:ORG,Institute:ORG,University of Miami:ORG"
,
Sverige:LOC,"Erik H. Eriksons:PRS,Erikson:PRS,Robert Kegan:PRS,The Evolving Self:ORG"
"FN:ORG,EU:ORG",
"Euronews:ORG,Aktuellt:WRK,Orienten:WRK,Högskolan:ORG,Gävle:LOC","Islam:WRK,Edward Said:PRS,Islam:WRK,Sverige:LOC,Islam:WRK"
,"Jennie Andersson:PRS,Andersson:PRS,Andersson:PRS,Andersson:PRS,Jennie Andersson:PRS"
Amforas Samtalsmodell Komfortgränsen:PRS,"Amforas:PRS,Amfora:PRS,Amforas:PRS,Komfortgräns:PRS,Amforas:PRS,Komfortgräns:PRS,Amfora:PRS"
Skåne:LOC,WHO:ORG
,"Barry Zimmerman:PRS,Vygotskij:PRS,Wenger:PRS,Malcolm Knowles:PRS,från 1970:TME,Moore:PRS"
KMA:ORG,"Sverige:LOC,Herbert A. Simon:PRS,året 1957:TME,Daniel Kahneman:PRS,Amos Tversky:PRS,från 1970 talet:TME"
,
"Carl Gustav Jungs:PRS,Schutz:PRS,Johari´:PRS,Joseph Lufts:PRS,Harry Inghams:PRS,Schutz´s:PRS",Sverige:LOC
,
,
,Chapman:PRS
"Lex Uggla:PRS,Magnus Ugglas:PRS,Uggly Music AB:ORG,under 2005:TME,Skatteverket:ORG","Andersson:PRS,Jonas:PRS"
"Indien:LOC,P. falciparium:PRS,Giemsa:ORG,Fields:PRS,Leishmans:PRS,Christian Medical College and Hospital:ORG,SD Bio Line:ORG,SD Bio Line Malaria:ORG","Christian Medical College and Hospital:ORG,Vellore:LOC,Indien:LOC,Christian Medical College:PRS,Christian Medical College and Hospital:ORG,Christian Medical College:PRS,Vellore:LOC,Indien:LOC,Christian Medical College and Hospital:ORG,Vellore:LOC,Indien:LOC"
,
"Danmarks:LOC,Katie Eriksson:PRS","Blekinge Institute of Technology:ORG,School of Health Science:ORG,Blekinge Institute of Technology:ORG,School of Health Science:ORG,Eriksson:PRS,Eriksson:PRS,Eriksson:PRS"
,"Edvinsson:PRS,Malone:LOC,Stewart:PRS"
"Nedertorneå-Haparanda:LOC,Björkön-Pirkkiö:ORG,Ryssland:LOC,Nedertorneå-Haparanda:LOC","Tornedalen:LOC,Tornedalen:LOC,Haparanda:LOC,Björkö:LOC,Haparanda:LOC,Tornedalen:LOC,Tornedalen:LOC,Haparanda:LOC,Björkö:LOC"
,"Leif Alén:PRS,Alén:PRS,Alén:PRS"
,"Blekinge Institute of Technology:ORG,School of Management:ORG"
"Burnards:PRS,Orlandos:LOC","Blekinge Institute of Technology:ORG,School of Health Science:ORG"
,
"Annika Andersson:PRS,Nina Blomkvist:PRS,Lamevski:PRS,Göran Alsén:PRS,Blekinge:LOC,Tekniska Högskola:ORG",
"Teheran:LOC,Iran:LOC,USA:LOC,Iran:LOC,George W Bush:PRS,USA:LOC,Iran:LOC,Iran:LOC,Iran:LOC,mellan 1979 och 2006:TME,Pierre Bourdieus:PRS,USA:s:LOC,USA:s:LOC","USA:s:LOC,Swedish National Defence College:ORG,USA:LOC,Iran:LOC,USA:LOC,Iran:LOC,USA:LOC,USA:s:LOC,USA:LOC,Iran:LOC,USA:LOC,Utrikespolitik:WRK,Iran:LOC,USA:LOC,USA:LOC,USA:s:LOC,Iran:LOC"
"Societal Images of Natural:ORG,Stockholms universitet:ORG,Stockholm:LOC,Sverige:LOC","Michel Foucaults:PRS,Erving Goffman:PRS,Stigma:WRK"
"Sveriges:LOC,Malterud:PRS","Sverige:LOC,Blekinge:LOC,Institute of Technology:ORG,School of Health Science:ORG,Sverige:LOC"
"Blekinge:LOC,Tekniska högskola:ORG","Blekinge Institute of Technology:ORG,School of Management:ORG"
,
"Sverige:LOC,Greta-Marie Skau:PRS,Leila Billqvist:PRS","Blekinge Institute of Technology:ORG,School of Management:ORG"
"Cullbergs:PRS,Malterud:PRS","Blekinge Institute of Technology:ORG,School of Health Science:ORG,Blekinge Institute of Technology:ORG,of Health Science:ORG"
,"Wiss Kvist:PRS,Ann Christin:PRS,Wiss Kvist:PRS,Ann Christin:PRS,Wiss Kvist:PRS,Ann Christin:PRS,Wiss Kvist:PRS,Ann Christin:PRS"
Malaysia:LOC,"Swedish National Defence College:ORG,Malaysia:LOC,Algeriet:LOC,Malaysia:LOC,Harold Briggs:PRS,Sir Gerald Templer:PRS,från 1952:TME,Algeriet:LOC,FLN:ORG,ALN:PRS,Alger:LOC,1956 till 1957:TME,Tunisien:LOC,Marocko:LOC,FLN:ORG,FLN:ORG,Malaysia:LOC,Algeriet:LOC,Malaysia:LOC,Algeriet:LOC"
"Graneheim:PRS,Lundmans:PRS","Blekinge:LOC,Institute of Technology:ORG,School of Health Science:ORG,Blekinge Institute of Technology:ORG,School of Health Science:ORG"
,"Blekinge Institute of Technology:ORG,School of Health Science:ORG,Blekinge Institute of Technology:ORG,School of Health Science:ORG"
,Trouble Ticket:WRK
,"Blekinge Institute of Technology:ORG,School of Health Science:ORG,Blekinge Institute of Technology:ORG,School of Health Science:ORG"
"FN:ORG,EU:ORG","Swedish National Defence College:ORG,Swedish National Defence College:ORG"
,
"Jessica Andersson:PRS,Nina Gunnarsson:PRS,Thomas Danborg:PRS,Managementhögskolan:ORG,Blekinge:LOC,Tekniska Högskola:ORG","Blekinge Institute of Technology:ORG,School of:ORG,New Public:EVN,Blekinge Institute of Technology:ORG,School of Management:ORG"
KMA:ORG,"John Flavell:PRS,Ann Brown:PRS,från 1987:TME,Anders Ericsson:PRS"
,"Blekinge Institute of Technology:ORG,School of Health Science:ORG,Blekinge Institute of Technology:ORG,School of Health Science:ORG"
"Lex Uggla:PRS,Magnus Ugglas:PRS,Uggly Music AB:ORG,under 2005:TME,Skatteverket:ORG",
,
,
"Malmö:LOC,Foucault:PRS",Lpfö:WRK
,Pojkar:WRK
"Abrashis:PRS,Annika Sternlund:PRS,Amanda Sundberg:PRS,Helenas Valentinsons:PRS",
