Year,Level,Title,Topic Category,Abstract,Direct Link,Keywords,Permanent Link,Full Text,new,provenance,Year_final,year_source
2005.0,Bachelor's Thesis,2005 (Swedish)Independent thesis Basic level (degree of Bachelor)Student thesis,Nursing,"I dagens samhälle drabbas många människor av cancer, där flertalet av de drabbade lider av smärta. En liten del av Danmarks cancerpatienter har möjligheten att avsluta sitt liv på Hospice. Syftet med studien var att genom fyra intervjuer belysa danska sjuksköterskors upplevelser av att vårda cancerpatienter med smärta på Hospice. Studien är fenomenologiskt inriktad. Teoretikern som användes i studien ar Katie Eriksson. Hon framhäver att kroppslig smärta på grund av sjukdom kan vara outhärdlig och skapa en ångest inför sjukdom till en själslig och andlig död. Som metod i studien användes innehållsanalys, där intervjuerna analyserades och sammanställdes. Resultatet i studien tyder på att sjuksköterskor upplever närvaro som en väsentlig del av vården med smärtpåverkade cancerpatienter. Analysen visar att närvaro innefattar närhet, beröring samt kommunikation",,"Palliativ vård, cancer, smärta, Hospice, omvårdnad, Eriksson",,,y,main_2001-2006,2005.0,original
2002.0,Bachelor's Thesis,2002 (Swedish)Independent thesis Basic level (degree of Bachelor)Student thesisAlternative title,,"Det saknas metoder att mäta informationssäkerhet inom företag och företagets tillgångar har förändrats från ett fokus på maskiner och råvaror till kunskap (intellektuellt kapital). Rapporten utforskar om det finns delar av företags intellektuella kapital som beskyddar företagets tillgångar och processer. Detta kapital kallas säkerhetskapital. Hur skulle företags informationssäkerhet kunna tydliggöras genom dess intellektuella kapital och hur kan begrepp inom informationssäkerhet och företagsvärdering hänga samman? Syftet med uppsatsen är att öka förståelsen hur informationssäkerhet är relaterat till intellektuellt kapital. Rapporten bygger på litteraturstudier om intellektuellt kapital och informationssäkerhet. Data har samlats in från dels börsnoterade företags årsredovisningar och dels från pressreleaser och börsinformation. Denna information har sedan analyserats både kvantitativt och kvalitativt och begreppet säkerhetskapital har växt fram. Teorier om företagsvärdering, intellektuellt kapital, risk management och informationssäkerhet presenteras och blir den referensram i vilket begreppet säkerhetskapital sätts i sitt sammanhang. Begreppet säkerhetskapital presenteras i form av modeller och situationer vari olika perspektiv på säkerhetskapital analyseras och utvärderas. Slutsatserna är främst i form av modeller och beskrivningar av hur man kan se på säkerhetskapital i förhållande till intellektuellt kapital och andra begrepp. Området är komplext men delar av resultaten (som är på en hög abstraktionsnivå) kan användas för att värdera andra typer av immateriella tillgångar",https://www.diva-portal.org/smash/record.jsf?dswid=8562&pid=diva2%3A828882&c=40&searchType=UNDERGRADUATE&language=en&query=&af=%5B%22language%3Aswe%22%2C%22hasFulltext%3Atrue%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%7B%22dateIssued%22%3A%7B%22from%22%3A%222000%22%2C%22to%22%3A%222006%22%7D%7D%2C%7B%22thesisLevel%22%3A%22M2%22%7D%5D%5D&aqe=%5B%5D&noOfRows=100&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,"Intellektuellt kapital, informationssäkerhet, risk, säkerhetskapital",,,y,main_2001-2006,2002.0,original
2006.0,Bachelor's Thesis,Från Hakkaribergen till Orans kust: en jämförelse mellan genrerna raweh och rai,,"Denna studie grundar sig på en undersökning där jag har försökt finna likheter mellan raweh och rai. För att kunna hitta eventuella likheter har jag valt att använda mig av en analysmetod, som heter cantometrics. Med hjälp av cantometrics kodningsformulär har jag analyserat sex olika musikstycken, tre av raweh och tre av rai. Av de 37 analyspunkter som cantometrics innefattar har jag valt att använda 25 av dessa i min analys. Efter analysen visade det sig att kodningsresultaten av raweh och rai endast är lika i 7 punkter medan de särskiljer sig i de andra 18 punkterna. Detta resultat tyddes till det följande: De sju gemensamma punkterna för raweh och rai anser jag inte vara tillräckligt för att bedöma att raweh och rai är lika. Enligt min analys samt undersökning som kodats enligt cantometricsmodellen finns det få likheter mellan raweh och rai",https://www.diva-portal.org/smash/record.jsf?dswid=8562&pid=diva2%3A518171&c=45&searchType=UNDERGRADUATE&language=en&query=&af=%5B%22language%3Aswe%22%2C%22hasFulltext%3Atrue%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%7B%22dateIssued%22%3A%7B%22from%22%3A%222000%22%2C%22to%22%3A%222006%22%7D%7D%2C%7B%22thesisLevel%22%3A%22M2%22%7D%5D%5D&aqe=%5B%5D&noOfRows=100&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,"raweh, rai",,,y,main_2001-2006,2006.0,original
2006.0,Bachelor's Thesis,Läroplanens konkreta spår i det pedagogiska arbetet,,"Det pågår ständigt diskussioner om den senaste läroplanen. Frågor som berör mig mest är: vilken ställning jag ska inta i dessa debatter, hur jag kan argumentera mitt val och finns det något samspel mellan de praktiska (lärarnas) och teoretiska (läroplanen) överväganden. Då har jag bestämt mig att ägna faktabaserade delen av uppsatsen åt studierna av studentlitteratur som på olika sätt berör ämnet, styrdokument, tidigare forskning, samt tidningsartiklar. Jag ville veta hur skolväsenden utvecklades i Sverige, vilka teorier och riktningar ligger i grunden på olika pedagogiska synen på undervisning och kunskapens natur. Jag har inriktat mig på läxor för att undersöka det rådande pedagogiska synsättet. Det var ett sätt (genom att visa hur hemläxan behandlas) att identifiera och synliggöra de problem som skolan brottas med. Den delen bygger jag i stort sätt på att ta del i andras forskning, samt genomföra en egen undersökning i form av enkäter och intervjuer. Slutsatser, som jag kom fram till, var: att befintliga styrdokument inte följs och att mål- och resultatstyrningen av skolan ännu inte fungerar, att lärarna saknar ett eget vetenskapligt kunskapssystem för att utveckla sin kompetens och behöver självklart stöd som måste komma i form av utbildning, handledning och samtal. Lärare måste intellektuellt övertygas om fördelarna med det nya i en skolreform. Till detta krävs dels tid, dels dialog med personer som de känner förtroende för",https://www.diva-portal.org/smash/record.jsf?dswid=8562&pid=diva2%3A207276&c=46&searchType=UNDERGRADUATE&language=en&query=&af=%5B%22language%3Aswe%22%2C%22hasFulltext%3Atrue%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%7B%22dateIssued%22%3A%7B%22from%22%3A%222000%22%2C%22to%22%3A%222006%22%7D%7D%2C%7B%22thesisLevel%22%3A%22M2%22%7D%5D%5D&aqe=%5B%5D&noOfRows=100&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,"läxa, kompetens, mål- och resultatstyrning",,,y,main_2001-2006,2006.0,original
2005.0,Bachelor's Thesis,Balettmapp Kungliga Operan: Operahusens design och arkitektur,,En presentation av Kungliga Svenska Baletten. Denna ska distribueras till operahus världen över innan ny turné påbörjas. Shanghais operahus var det första som fick den färdiga produkten. Fördjupningen rör olika operahus design och arkitektur ut- och invändigt. Även en del av husens relevanta historia tas upp,https://www.diva-portal.org/smash/record.jsf?dswid=8562&pid=diva2%3A517924&c=47&searchType=UNDERGRADUATE&language=en&query=&af=%5B%22language%3Aswe%22%2C%22hasFulltext%3Atrue%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%7B%22dateIssued%22%3A%7B%22from%22%3A%222000%22%2C%22to%22%3A%222006%22%7D%7D%2C%7B%22thesisLevel%22%3A%22M2%22%7D%5D%5D&aqe=%5B%5D&noOfRows=100&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,"balett, opera, operahus, design, arkitektur, Kungliga Operan, Teatro alla Scala, Opéra de Paris Garnier, Sydney Opera House, Opéra de la Bastille, Operaen København",,,y,main_2001-2006,2005.0,original
2001.0,Bachelor's Thesis,Vidareutveckling av informationssystem: Vilka olika aktiviteter går att identifiera i VAD-fasen?,Information Systems,"Utmärkande för morgondagens IS är att integrera befintliga resurser med nya IS (Lindencrona 2000), dvs att vidareutveckla i stället för att nyutveckla. Då det saknas systematiserad kunskap om den utvecklingsprocess som äger rum då morgondagens IS ska utvecklas är det av yttersta vikt att arbeten vars syfte är att belysa denna process genomförs. Syftet med denna rapport är att undersöka vilka olika aktiviteter som går att identifiera i VAD-fasen, processen fram till kravspecifikationen, då ett administrativt informationssystem ska vidareutvecklas. Inom ramen för detta examensarbete har en litteratur-survey, fokuserad på att samla in material som detaljerat belyser VAD-fasen, utförts. För att samla in material som möjliggör en identifiering av olika aktiviteter i VAD-fasen då ett IS ska vidareutvecklas, har en enkät- respektive en intervju-undersökning av olika organisationer inom aktuell population genomförts. Då det insamlade materialet analyserats har i VAD-fasen följande fyra olika aktiviteter kunnat identifieras då ett IS ska vidareutvecklas: · Fatta beslut · Utföra undersökningar med hjälp av informationsinsamlande aktiviteter · Författa dokument · Deltaga i diskussioner Det erhållna resultatet innebär en god plattform att utgå ifrån då ytterligare forskning ska göras inom området och då metoder för utvecklingen av morgondagens IS ska utvecklas och arbetas fram",https://www.diva-portal.org/smash/record.jsf?dswid=8562&pid=diva2%3A2889&c=50&searchType=UNDERGRADUATE&language=en&query=&af=%5B%22language%3Aswe%22%2C%22hasFulltext%3Atrue%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%7B%22dateIssued%22%3A%7B%22from%22%3A%222000%22%2C%22to%22%3A%222006%22%7D%7D%2C%7B%22thesisLevel%22%3A%22M2%22%7D%5D%5D&aqe=%5B%5D&noOfRows=100&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,"Informationssystem, VAD-fasen, vidareutveckling, aktiviteter",,,y,main_2001-2006,2001.0,original
2003.0,Bachelor's Thesis,En jämförelse mellan materiella investeringar och investeringar i kompetensutveckling,Business Administration,"Skillnaden i bedömning och uppföljning av kompetensutveckling och materiella investeringar ligger i graden av kvantifierbarhet. Materiella investeringar som maskiner, kan oftast bedömas och följas upp genom objektiva metoder, medan kompetensutveckling kräver subjektiva metoder. I de företag vi studerat finns en ambition att finna en mer objektiv metod för kompetensutveckling men det anses ta för mycket resurser i anspråk relaterat till den nytta som eventuellt skulle uppstå. En annan faktor som vi fann var att i den dynamiska miljö företagen verkar är det inte motiverat att utvärdera kompetensutveckling eftersom det anses vara en färskvara. Miljön företagen verkar i och själva syftet med kompetensutvecklingen påverkar också om man ska anse kompetensutveckling vara en investering eller inte",https://www.diva-portal.org/smash/record.jsf?dswid=8562&pid=diva2%3A828853&c=51&searchType=UNDERGRADUATE&language=en&query=&af=%5B%22language%3Aswe%22%2C%22hasFulltext%3Atrue%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%7B%22dateIssued%22%3A%7B%22from%22%3A%222000%22%2C%22to%22%3A%222006%22%7D%7D%2C%7B%22thesisLevel%22%3A%22M2%22%7D%5D%5D&aqe=%5B%5D&noOfRows=100&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,"materiella, immateriella, investeringar, kompetensutveckling, ekonomi, manegement",,,y,main_2001-2006,2003.0,original
2003.0,Bachelor's Thesis,Datakvalitetsverktyg i datalager: Hur hanterar datakvalitetsverktyg datakvalitetsfaktorer?,Information Systems,"I ett företag finns data utspridd i olika datasystem. För att lättare och snabbare komma åt data bör data finnas samlad på ett ställe d.v.s. ett datalager. Om datalagret ska fungera som ett beslutsstöd för företagsledningen är det viktigt att data håller en hög datakvalitetsnivå så att beslut fattas som gynnar företaget. För att kontrollera datakvalitet kan datakvalitetsverktyg användas. Dessa innehåller funktioner för att lösa olika datakvalitetsproblem. I rapporten behandlas hur datakvalitetsfaktorerna korrekthet, datatypsenlighet, konsistens, lämplighet, integration, kompletthet och inga dubbletter hanteras av datakvalitetsverktyg för datalager. En litteraturstudie har genomförts för att se hur datakvalitetsfaktorerna hanteras samt om behandlingen varierar mellan olika datakvalitetslösningar. Litteraturstudien har också använts för att upptäcka om olikheter och likheter i behandlingen av enskilda datakvalitetsfaktorer har påverkat hur väl faktorerna hanteras i lösningarna. Samtliga lösningar i arbetet innehåller datakvalitetsverktyg som beaktar de utvalda datakvalitetsfaktorerna men använder ibland olika tillvägagångssätt. Skillnader finns i hur väl de olika lösningarna hanterar enskilda datakvalitetsfaktorer",https://www.diva-portal.org/smash/record.jsf?dswid=8562&pid=diva2%3A3151&c=55&searchType=UNDERGRADUATE&language=en&query=&af=%5B%22language%3Aswe%22%2C%22hasFulltext%3Atrue%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%7B%22dateIssued%22%3A%7B%22from%22%3A%222000%22%2C%22to%22%3A%222006%22%7D%7D%2C%7B%22thesisLevel%22%3A%22M2%22%7D%5D%5D&aqe=%5B%5D&noOfRows=100&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,"atalager, Datakvalitet, Datakvalitetsverktyg, Datakvalitetslösning",,,y,main_2001-2006,2003.0,original
2006.0,Bachelor's Thesis,Internetpoker: En studie i köpbeteendet hos pokerproffs,Business Administration,Arbetet behandlar hypotesen om huruvida personer som har sin primärinkomst från Internetpokerspel har homogena köpvanor eller inte. Med hjälp av konsumentteori och kvalitativa intervjuer med ett antal pokerproffs fösöker denna studie ge svar på detta,https://www.diva-portal.org/smash/record.jsf?dswid=8562&pid=diva2%3A196629&c=56&searchType=UNDERGRADUATE&language=en&query=&af=%5B%22language%3Aswe%22%2C%22hasFulltext%3Atrue%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%7B%22dateIssued%22%3A%7B%22from%22%3A%222000%22%2C%22to%22%3A%222006%22%7D%7D%2C%7B%22thesisLevel%22%3A%22M2%22%7D%5D%5D&aqe=%5B%5D&noOfRows=100&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,,,,y,main_2001-2006,2006.0,original
2006.0,Bachelor's Thesis,Aktiemarknadens effektivitet: En studie av effektiviteten på den svenska aktiemarknaden i samband med kvartalsrapporter,Economics,"Effektiva marknadshypotesen (EMH) utvecklades av Eugene Fama under 1960- och 1970-talet. Grundtanken var att prisbildningen alltid reflekterar den information som finns tillgänglig för marknaden. Fama skiljde på tre former av effektivitet: svaga, semistarka och starka formen. I denna uppsats studerar vi den semistarka formen av effektivitet, vilken omfattar all offentligt tillgänglig information. Syftet är att undersöka effektiviteten i samband med att ny information tillfaller den svenska aktiemarknaden. I de fall aktiemarknaden är effektiv finns ingen möjlighet till onormal avkastning. Vår studie omfattar de 39 största företagen noterade på den svenska aktiemarknaden, vilket motsvarar 81,5 procent av det totala värdet. Vi kunde i vår undersökning dra slutsatsen att Stockholmsbörsen inte är fullständigt effektiv när ny information offentliggörs",https://www.diva-portal.org/smash/record.jsf?dswid=8562&pid=diva2%3A130958&c=66&searchType=UNDERGRADUATE&language=en&query=&af=%5B%22language%3Aswe%22%2C%22hasFulltext%3Atrue%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%7B%22dateIssued%22%3A%7B%22from%22%3A%222000%22%2C%22to%22%3A%222006%22%7D%7D%2C%7B%22thesisLevel%22%3A%22M2%22%7D%5D%5D&aqe=%5B%5D&noOfRows=100&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,"EMH, CAR, Marknadsmodellen, Kvartalsrapporter, Stockholmsbörsen",,,y,main_2001-2006,2006.0,original
2003.0,Bachelor's Thesis,En studie av inbyggda brandväggar: Microsoft XP och Red Hat Linux,Computer Sciences,"Detta kandidatarbete utreder hur väl två operativsystems inbyggda brandväggar fungerar i symbios med en användares vanligaste tjänsteutnyttjande på Internet, samt att se hur likartade de är i sitt skydd från hot. De två operativsystemen som vi utgick ifrån var Microsoft Windows XP samt Red Hat Linux 8.0. Den hypotes vi arbetat kring lyder enligt följande: De två inbyggda brandväggarna är i stort likartade rörande skydd från hot på Internet och uppfyller användarnas tjänsteutnyttjande. De metoder vi använt, för att svara på vår frågeställning, har delats upp i ett funktionalitetstest och ett säkerhetstest. I funktionalitetstestet provades de vanligaste Internettjänsterna med den inbyggda brandväggen och ifall det uppstod några komplikationer eller ej. De två inbyggda brandväggarna genom gick i säkerhetstestet skannings- och svaghetskontroll via ett flertal verktyg. Genom resultatet kan vi konstatera att de inbyggda brandväggarna klarar av de vanligaste tjänsterna på Internet, men att en skillnad föreligger hos dem vad gäller exponeringen ut mot Internet. Windows XP ligger helt osynligt utåt, medan Red Hats inbyggda brandvägg avslöjar en mängd information om värddatorn, som kan komma att användas i illvilliga syften. Slutsatsen blev att vi avslutningsvis falsifierade vår hypotes då de två inbyggda brandväggarna ej var jämlika i sitt skydd mot yttre hot på Internet",https://www.diva-portal.org/smash/record.jsf?dswid=8562&pid=diva2%3A832183&c=68&searchType=UNDERGRADUATE&language=en&query=&af=%5B%22language%3Aswe%22%2C%22hasFulltext%3Atrue%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%7B%22dateIssued%22%3A%7B%22from%22%3A%222000%22%2C%22to%22%3A%222006%22%7D%7D%2C%7B%22thesisLevel%22%3A%22M2%22%7D%5D%5D&aqe=%5B%5D&noOfRows=100&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,"brandvägg, operativsystem, Linux, Windows, säkerhet, TCP/IP, skanning, XP",,,y,main_2001-2006,2003.0,original
2001.0,Bachelor's Thesis,Affärsrelationer vid elektronisk handel,Information Systems,"Detta examensarbete behandlar elektronisk handel mellan företag och vilken affärsrelation som företaget har med sina företagskunder efter införandet av elektorisk handel. Telefonintervjuer har skett med fyra olika företag som ingår i möbelbranschen. Syftet med arbete är att se om företagens förväntningar med avsikt på fem olika aspekter som utgör en god affärsrelation infriats. Denna undersökning visar att aspekterna samarbete och förtroende är de två aspekter som företagen har störst förväntningar på. De andra tre aspekterna engagemang, anpassning och kunskap om kunden har generellt företaget inga större förväntningar innan införandet av elektronisk handel. Om dessa förväntningar har infriats eller inte besvaras inte i denna undersökning på grund av olika faktorer som har spelat in",https://www.diva-portal.org/smash/record.jsf?dswid=8562&pid=diva2%3A2893&c=71&searchType=UNDERGRADUATE&language=en&query=&af=%5B%22language%3Aswe%22%2C%22hasFulltext%3Atrue%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%7B%22dateIssued%22%3A%7B%22from%22%3A%222000%22%2C%22to%22%3A%222006%22%7D%7D%2C%7B%22thesisLevel%22%3A%22M2%22%7D%5D%5D&aqe=%5B%5D&noOfRows=100&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,"Elektronisk handel, affärsrelationer, företag till företag (B2B)",,,y,main_2001-2006,2001.0,original
2005.0,Bachelor's Thesis,Integration på två arbetsplatser,Social Sciences,Begreppet mångfald diskuteras allt oftare i samhällsdebatten och valet av uppsatsämne kändes därför naturligt. Syftet med vår undersökning var att beskriva etnisk mångfald och integration på två arbetsplatser inom bankvärlden. Undersökningen genomfördes på två banker som aktivt valt att anställa invandrare. Vi använde oss av en kvalitativ metod och halvstrukturerade intervjuer och genomförde totalt tio stycken. Resultaten visade att bankerna befinner sig i ett startskede där det än så länge främst är i rekryteringsprocessen samt inom ramen för kundanpassning som tankar om tillvaratagande av etnisk mångfald återfinns. Det finns även en skillnad vad gäller hur de anställda med utländsk bakgrund integrerats i bankerna. I Bank 1 har det skett en viss anpassning till den svenska majoritetskulturens normer och värderingar och övervägande återfinns ett tillvaratagande av olikhet på grund av kulturell bakgrund inom arbetsgruppen. I Bank 2 har det främst skett en anpassning till majoritetskulturen och olikhet betonas inte. De anställdas upplevelse av att ha blivit anställda på grund av sina språkkunskaper är positiv och deras arbetssituation beskrivs som tillfredställande. Den påstådda ojämlikheten i samhället där människor med utländsk bakgrund är underordnade dem med svensk bakgrund återspeglas till viss del i de undersökta bankerna,https://www.diva-portal.org/smash/record.jsf?dswid=8562&pid=diva2%3A230073&c=73&searchType=UNDERGRADUATE&language=en&query=&af=%5B%22language%3Aswe%22%2C%22hasFulltext%3Atrue%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%7B%22dateIssued%22%3A%7B%22from%22%3A%222000%22%2C%22to%22%3A%222006%22%7D%7D%2C%7B%22thesisLevel%22%3A%22M2%22%7D%5D%5D&aqe=%5B%5D&noOfRows=100&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,,,,y,main_2001-2006,2005.0,original
2002.0,Bachelor's Thesis,Innan den strukturella differentieringens tidevarv,Religious Studies Religious Studies Humanities,"Syftet med denna undersökning är att få en inblick i om och hur förlusten av sockenkyrkan påverkade livet i Nedertorneå-Haparanda församling socialt samt religiöst och i så fall hur eventuella förändringar yttrade sig när de efter kriget 1809 förlorade hemkyrkan på Björkön-Pirkkiö till Ryssland. Församlingskyrkan blev efter gränsdragningen kvar på ryskt område. Eftersom kyrkan ansvarade för ett flertal nuvarande statliga uppgifter under denna tid, har jag funderat på hur undervisning, fattigvård samt sjukvård fungerade utan kyrka och prästerskap. Hur förrättningar och gudstjänster fungerade i en sådan komplex situation är ytterligare faktorer jag studerat närmare. För att ta reda på hur det förhöll sig med detta under den här tidsperioden har jag ägnat mig åt litteraturstudium; vilket till största delen varit av historisk karaktär. Det har rört sig om kyrkohistoria, studium av samhällsutveckling, samt allmän global och lokal historia. Utifrån det samlade materialet har jag kommit fram till att livet påverkades ur flera aspekter för invånarna i Nedertorneå-Haparanda församling när de förlorade sockenkyrkan 1809. Undervisningen med husförhör fungerade inte som de skulle, negligering av förbud att bevista den gamla stenkyrkan förekom samt en likgiltighet hos föräldrarna att undervisa sina barn och hålla husandakt är några exempel på hur detta kom till uttryck hos lokalbefolkningen",https://www.diva-portal.org/smash/record.jsf?dswid=8562&pid=diva2%3A208018&c=74&searchType=UNDERGRADUATE&language=en&query=&af=%5B%22language%3Aswe%22%2C%22hasFulltext%3Atrue%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%7B%22dateIssued%22%3A%7B%22from%22%3A%222000%22%2C%22to%22%3A%222006%22%7D%7D%2C%7B%22thesisLevel%22%3A%22M2%22%7D%5D%5D&aqe=%5B%5D&noOfRows=100&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,"sockenkyrka, kyrkoförlust, Tornedalen, Haparanda, Björkö, 1809-års krig",,,y,main_2001-2006,2002.0,original
2006.0,Bachelor's Thesis,Vad orsakar ilska?,Psychology,"Syftet med denna studie var att undersöka vilka situationer som vanligen orsakar ilska hos vuxna individer, och att ur dessa försöka härleda vilka faktorer som i dessa situationer orsakat ilskan. Genom en enkätundersökning fick 55 psykologistudenter vardera beskriva två situationer som gjort dem arga, samt vad det var som gjort dem arga. På detta material utfördes en induktiv tematisk analys, vilket visade på fem olika huvudorsaker till ilska. Dessa var: Hot mot ens (eller signifikant annans) välbefinnande; Normbrytande beteende och orättvisa; Bristande kontroll över relevant situation samt förhindrelse att uppnå mål; Ens förväntningar bryts till det negativa; Negativa tillstånd. I en vidare diskussion behandlas att dessa teman förefaller passa väl in i ett evolutionistiskt synsätt på emotioner. Ilska förefaller vara en handlingsmotiverande emotion som huvudsakligen fyller funktionen som mobiliserande kraft gentemot negativa utvecklingar",https://www.diva-portal.org/smash/record.jsf?dswid=8562&pid=diva2%3A189385&c=78&searchType=UNDERGRADUATE&language=en&query=&af=%5B%22language%3Aswe%22%2C%22hasFulltext%3Atrue%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%7B%22dateIssued%22%3A%7B%22from%22%3A%222000%22%2C%22to%22%3A%222006%22%7D%7D%2C%7B%22thesisLevel%22%3A%22M2%22%7D%5D%5D&aqe=%5B%5D&noOfRows=100&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,,,,y,main_2001-2006,2006.0,original
2006.0,Bachelor's Thesis,Har utlandsadopterade barn språkproblem?: En undersökning om vad föräldrar och pedagoger anser,General Language Studies and Linguistics,"Syftet med denna uppsats var att undersöka hur stor kunskap pedagoger har om utlandsadopterade barn och deras eventuella språkproblem. De frågeställningar vi ämnade besvara var bland annat vad litteraturen skriver om utlandsadopterade barns språk. Vi ville också ta reda på vad föräldrarna till de utlandsadopterade barnen hade för åsikter om deras barns eventuella språkproblem och hur dessa barnen fått den hjälp de rimligtvis behöver. Vi arbetade enligt trianguleringsmetoden och arbetet inleds med en litteraturstudie, där vi redogör för den forskning vi tagit del av. Därefter följer en enkätundersökning där 15 föräldrar till utlandsadopterade barn deltog. Metoddelen avslutas med intervjuer av fem pedagoger. Resultatet visar att föräldrarna, efter hårt arbete, fick den hjälp som barnet behövde, exempelvis genom att få hjälp av en logoped eller talpedagog. Resultatet visar även att lärarna i vår undersökning inte hade någon större kunskap om utlandsadopterade barns språkproblem",https://www.diva-portal.org/smash/record.jsf?dswid=8562&pid=diva2%3A22980&c=84&searchType=UNDERGRADUATE&language=en&query=&af=%5B%22language%3Aswe%22%2C%22hasFulltext%3Atrue%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%7B%22dateIssued%22%3A%7B%22from%22%3A%222000%22%2C%22to%22%3A%222006%22%7D%7D%2C%7B%22thesisLevel%22%3A%22M2%22%7D%5D%5D&aqe=%5B%5D&noOfRows=100&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,"utlandsadopterade barn, adoption, språksvårigheter, pedagoger, skola",,,y,main_2001-2006,2006.0,original
2006.0,Bachelor's Thesis,Etableringsstrategier på arbetsmarknaden: En intervjustudie av unga akademiker två år efter examen,,"Arbetsmarknadsläget är idag hårdare än det tidigare varit för nyutexaminerade akademiker. Vägen till drömyrket är krokig och kantas av flera val som måste göras, i fråga om strategier och mobilitet. Denna uppsats belyser yngre akademikers rumsliga mobilitet och nuvarande situation på arbetsmarknaden samt strategier under etableringsprocessen i förhållande till olika aspekter såsom ålder och familjebildning. En kvalitativ metod i form av intervjuer användes. Uppsatsens teoretiska referensram präglas av Becks individualiseringsteori samt andra teorier av Bourdieu, Giddens och Bäck-Wiklund. Tidigare forskning visar bland annat att individualiseringen och kravet på flexibilitet leder till ökade svårigheter att både förvärva och behålla en anställning. Undersökningens resultat och analys genomfördes på 6 respondenter som alla tagit examen från Mälardalens högskola under hösten 2004. Studiens resultat präglas av de val som respondenterna gjort, både före, under och efter utbildningstiden. Alla respondenter i studien har arbete men några anser att de är överkvalificerade för de tjänster de nu har. De upplevde sig också vara osäkra i sina anställningar men hade en hög mobil vilja under förutsättning att flytt eller pendling leder till en anställning. Gemensamt för alla var dock att de anser att de i och med sin unga ålder saknar erfarenhet vilket ökar svårigheterna på arbetsmarknaden. Respondenterna hade i flera fall haft en stor hjälp av det nätverk som de förvärvat på sina arbetsplatser då de sökte andra jobb. I diskussionen resoneras kring undersökningens resultat som bland annat rörde respondenternas mobila vilja, hur olika val påverkat arbetslivet och etableringsprocessen, betydelsen av det personliga nätverket och attityder till den egna åldern",https://www.diva-portal.org/smash/record.jsf?dswid=-4586&pid=diva2%3A211303&c=171&searchType=UNDERGRADUATE&language=en&query=&af=%5B%22language%3Aswe%22%2C%22hasFulltext%3Atrue%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%7B%22dateIssued%22%3A%7B%22from%22%3A%222000%22%2C%22to%22%3A%222006%22%7D%7D%2C%7B%22thesisLevel%22%3A%22M2%22%7D%5D%5D&aqe=%5B%5D&noOfRows=100&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,"akademiker, individualism, rumslig mobilitet, sociala nätverk, strategier och unga vuxna",,,y,main_2001-2006,2006.0,original
